信口开喝,信口开河
精益求精,锦上添花
徐行,漫步
热中,热忱
狡滑,狡诈
先声夺人,先礼后兵
言不虚发,言必有中
药到回春,药到病除
一成不变,依然如故
名不符实,有名无实
以勤补拙,将勤补拙
凹下,凹陷
柔滑,柔软
响彻云际,响彻云霄
遗簪坠舄,遗簪弃舄
如日方升,旭日东升
运智铺谋,运计铺谋
柔嫩,柔滑
敬服,爱慕
雍容华贵,雍容尔雅
阿谀奉承,阿谀奉迎
吸取,接收
积存,积贮
眉飞色舞,耀武扬威
形态,样子
决别,永诀
序言,绪论
选取,选拔
偃武兴文,偃武行文
名噪一时,烜赫一时
训练有方,训练有素
暗号,记号
名望,名誉
卖国求荣,忧国忘家
一溜,一转
明媚,明朗
源源而来,源远流长
安身,容身
喜欢,心爱
言之谆谆，听之藐藐,言者谆谆，听者藐藐
人才济济,济济彬彬
久远,悠远
渺茫,迷茫
应天从人,应天从物
迷而知返,迷途知反
卖剑买牛,马放南山
一事无成,一窍不通
交融,融合
卷旗息鼓,掩旗息鼓
形似,近似
秘而不言,秘而不露
异乡,异域
音尘,音问
密谋,暗算
言论,言谈
衣服,衣物
学徒,学生
皎洁,皎白
人言啧啧,怨声载道
悠悠自得,悠闲自在
入境问俗,入竟问禁
禁不住,禁不起
小心,晶体
笑话,见笑
呓语,梦呓
雄兵,雄师
言之凿凿,言辞凿凿
朽木不可雕,朽木不雕
墨守成规,安常习故
一蹴即至,一蹴而就
又作别论,又当别论
喜怒哀乐,喜怒无常
人命危浅,日薄西山
一得之愚,一隅之见
举棋不定,犹豫不决
精美,精致
按序,挨次
油漆,越发
喧嚣,喧嚷
揭示,揭露
认真,谨慎
心算,默算
局面,现象
今后,以来
监守自盗,见利忘义
渺小,细小
旖旎风光,锦绣河山
居心,用意
免职,解雇
一无所得,一无所成
即将,行将
加官进爵,加官进禄
弱小,矮小
柔弱,荏弱
谬采虚声,谬采虚誉
一致,相仿
安宁,安祥
一帆顺风,一往无前
日不暇给,日理万机
容貌,模样
兴致勃勃,兴趣盎然
妈妈,姆妈
假仁假义,假装好人
一落千丈,日落千丈
妙想天开,想入非非
新仇旧恨,血海深仇
寂寞,寂静
形貌,描述
嘉言善行,嘉言懿行
一言九鼎,九鼎大吕
血肉模糊,血肉横飞
言行不一,言行相诡
秀丽,秀雅
遐迩着闻,遐迩闻名
朦拢,隐晦
奸险,狡猾
渊涓蠖濩,渊蜎蠖伏
人仰马翻,马仰人翻
筋疲力竭,精疲力尽
极点,极端
扬长而去,远走高飞
杨花心性,杨花水性
敬佩,敬重
精妙绝伦,精美绝伦
优良,优越
引子,绪言
一家之说,一家之辞
明修栈道,暗渡陈仓
心悦神怡,心旷神怡
引领,引颈
意识,认识
仙姿佚貌,仙姿玉质
俊秀,姣好
玉液,美酒
摇晃,摇荡
既往不咎,既往不究
原故,源由
细枝末节,鸡零狗碎
佳偶,鸳侣
掩人耳目,瞒天过海
希奇,新奇
意在言外,意在言表
相关,相干
一针见血,要言不烦
决断,决计
惺忪,模糊
熬煎,磨折
缘故,缘由
有条不,有条有理
安分守己,循规蹈矩
友好,友谊
嘉话,美谈
娇嫩,娇贵
显贵,显赫
遗臭万代,遗臭无穷
依序,挨次
加倍,越发
岳峙渊渟,岳镇渊渟
窘况,窘迫
意想,预想
睚眦必报,鸡肠小肚
军旅生涯,戎马生涯
积存,积蓄
安闲,安静
衣服,衣裳
掩盖,隐瞒
一脉相连,息息相关
安顿,就寝
民心,民气
业业兢兢,兢兢业业
仁言利博,仁言利溥
井底之蛙,井蛙之见
若无其事,行所无事
朦拢,模糊
仪态万千,仪态万方
兴致勃勃,津津有味
急迅,敏捷
咬牙切齿,磨牙凿齿
日久岁深,日久月深
交集,焦心
娇小,渺小
逸事,遗闻
然则,然而
见笑大方,贻笑大方
暗澹,黯淡
几多,几许
忙乱,忙碌
街谈巷语,街谈巷谚
人神共愤,民怨沸腾
极度,相当
如虎添翼,猛虎添翼
明丽,明净
阴暗,黯淡
压倒,压服
人困马乏,如牛负重
惊惶,惊慌
尖锐,敏锐
教会,教授
聚合,集结
忙乱,忙绿
芒然自失,茫然自失
名贵,稀有
眉开眼笑,笑逐颜开
安祥,安闲
一帆风顺,节外生枝
忍受,忍耐
衣衫蓝缕,衣衫褴褛
意在言外,言外之意
抑塞,郁闷
人命关天,性命关天
简捷,简略
名人,名流
下手,入手
敬仰,敬慕
诘屈謷牙,诘诎聱牙
见风使舵,见风转舵
凶险,阴恶
倚门倚闾,倚闾而望
傲岸,骄傲
接收,继承
严慎,谨慎
言行相反,言行相诡
人亡家破,家散人亡
没精打彩,没精打采
纡佩金紫,纡金曳紫
安插,安放
急流,激流
积善,行善
荫蔽,隐敝
经世之才,经国之才
小看,漠视
简便,简易
义父,寄父
向平之愿,向平愿了
响和景从,响答影随
心花怒发,心花怒开
怡然自乐,怡然自得
演叨,虚伪
系累,系缚
绚丽,艳丽
扪虱而言,扪虱而谈
疾速,迅速
戏弄,讥讽
源源不断,源源不绝
一本正经,油嘴滑舌
民富国强,民殷国富
意想,意象
一如既往,依然故我
人为刀俎，我为鱼肉,任人宰割
一以当十,一以当百
抑制,抑遏
业业兢兢,业业矜矜
紧急,进攻
一文如命,一钱如命
消融,熔解
一唱三叹,余音绕梁
羞耻,羞辱
仰慕,爱戴
溶解,熔化
激情,热忱
引水入墙,引狼入室
翱翔,遨游
形而上学,玄学
一反其道,一反既往
仰制,抑止
就职,接事
喜笑颜开,嬉皮笑脸
佳构,精品
养育,孕育
明锐,犀利
一去不复返,人去楼空
借款,借钱
名副其实,名实相副
潇洒悠闲,逍遥自得
介绍,先容
人世,人间
简洁,简练
一声不吭,闷葫芦
严厉,峻厉
呴湿濡沫,相濡以沫
妊妇,孕妇
下里巴人,阳春白雪
喜形于色,喜见于色
安土乐业,安家乐业
奸诈,奸险
抉目吴门,抉目胥门
金相玉式,金相玉质
郢人斤斧,郢匠挥斤
圆滑,狡猾
意见,见解
靡靡之声,靡靡之音
挨肩擦背,摩肩接踵
健壮,坚硬
有关,相关
记实,记录
毛将焉附,相辅相成
一日千里,日新月异
目无全牛,胸有成竹
精确,详细
摇动,摇摆
影踪,脚迹
一鸣惊人,名满天下
交兵,交战
积甲如山,积甲山齐
决心,决计
现时,目今
厌恶,嫌恶
一反常态,一改故辙
揭开,显现
幽美,绚丽
酒宴,酒筵
兴旺,茂盛
浃沦肌髓,浃髓沦肌
以攻为守,以退为进
极度,绝顶
积贮,蓄积
基本,基础
居高临下,建瓴高屋
相仿,相像
晓喻,晓谕
源源不断,源远流长
心照不宣,心领神悟
家喻户习,家谕户晓
瑕玷,瑕疵
安宁,悠闲
斤斤计较,计较锱铢
凶险,阴险
金衣玉食,鲜衣美食
心心相印,心领神会
小巫见大巫,相形见绌
拘捕,拘禁
惊愕,惊诧
形影不离,形影相随
救助,救济
医治,医疗
一脸茫然,茫然自失
英姿焕发,英姿飒爽
优孟衣冠,衣冠优孟
形态,形状
心仪,心动
悠闲自在,闲云野鹤
假道灭虢,灭虢取虞
信服,坚信
悠然自在,悠闲自在
碍手碍脚,碍手绊脚
决策,有计划
践踏,蹂躏
一片散沙,一盘散沙
稀疏,稀薄
效劳,效率
一路福星,一路顺风
安逸,闲适
友邦,盟国
悬念,疑团
闲荡,闲逛
漫天匝地,漫天彻地
技巧,技能
一丝不苟,精益求精
心如刀绞,心痛如割
引用,援用
接二连三,接连不断
疾言厉色,疾言遽色
减削,减省
暗室逢灯,绝渡逢舟
仪表,像貌
面誉背毁,面谀背毁
噤口不言,噤口卷舌
佳音,喜讯
学富五车,学贯中西
兴亡,茂盛
心口如一,由衷之言
冥思苦索,瞑思苦想
熔化,融解
洋装,西服
矫枉过直,纠枉过正
印象,纪念
忧伤,忧愁
金口玉言,金科玉律
信口开河,言不及义
健壮,矫健
因循守旧,旧调重弹
有备无患,积谷防饥
小心谨慎,谨慎小心
一毛不拔,解囊相助
以暴易乱,以暴易暴
悠闲自得,欣然自得
训斥,训责
见多识广,见闻广博
牟取,谋取
集结,鸠合
一语破的,入木三分
虚亏,软弱
尽心尽力,竭尽全力
精巧,精良
金鼓连天,金鼓齐鸣
洗浴,洗澡
形容,描述
兴奋,茂盛
价格,价钱
井井有序,井井有条
新鲜,鲜活
喜上眉梢,喜笑颜开
蓦然,遽然
饥渴交攻,饥渴交迫
雍容典雅,雍容文雅
语妙天下,语妙绝伦
买空卖空,卖空买空
习性,习惯
奸险,险诈
遗簪坠屦,遗簪弊屦
英雄辈出,逸辈殊伦
名垂千古,名垂后世
家无担石,家无斗储
形势,景象
遇害,遇难
俊俏,姣美
截止,结果
一心一意,一心一计
经营,谋划
欲取故予,欲擒故纵
休养生息,养精蓄锐
形似,相像
人所不齿,遗臭万年
晓行夜住,晓行夜宿
毛举细事,毛举细故
忍气吞声,忍辱负重
卖弄,矫饰
于是,以是
向导,诱导
先生,教员
聚集,集结
援救,解救
进退中度,进退中绳
系风捕影,系风捕景
忧伤,忧虑
锦团花簇,锦簇花团
相貌,面目
心理,心绪
星河,银河
渔阳鞞鼓,渔阳鼙鼓
借风使船,见机行事
有益,蓄谋
炎阳,骄阳
意前笔后,意在笔前
一清二楚,泾渭分明
将心相随,降心相从
坚强,毅力
解说,解释
黯然失神,黯然失色
纤细,苗条
结余,节余
俊秀,俊美
摇,日光
惊讶,惊诧
进可替不,进可替否
门可罗雀,门堪罗雀
日许多时,日许时间
异常,极端
雍容大雅,雍容闲雅
敏感,敏锐
燕巢幕上,燕巢飞幕
教诲,训导
纠纷,纠葛
压抑,压迫
嫁狗逐狗,嫁狗随狗
绝少分甘,绝甘分少
以夷制夷；暗箭伤人,借刀杀人
安置,就寝
养精蓄锐,用逸待劳
熔于一炉,融为一体
友好,有爱
坚毅,坚贞
一柱承天,一柱擎天
美丽,鲜艳
尽善尽美,尽如人意
严俊,严刻
安定,悠闲
一定不易,一成不变
肩舆,轿子
明白,解析
一帆顺风,一路顺风
一帆风顺,一路顺风
若隐若现,隐约可见
偃意,安适
形象,现象
心如死灰,心灰意懒
描画,描绘
心手相应,游刃有余
热烈,猛烈
妙手回春,药到回春
入国问俗,入邦问俗
一无所成,一无所能
下沉,下降
细密,茂密
润泽,润湿
隐敝,隐瞒
入乡随俗,入境问俗
引火烧身,惹火烧身
明晰,明确
雪泥鸿迹,雪鸿指爪
安邦定国,燮理阴阳
用场,用处
一心一意,聚精会神
言从计纳,言听计从
人山人海,人流如潮
幼芽,新苗
一气呵成,一气浑成
悒悒不乐,郁郁寡欢
金石之言,金石良言
安邦定国,安邦治国
瘗玉埋香,香消玉殒
以卵击石,以卵敌石
消失,消灭
凶狠,阴毒
逍遥自在,逍遥自得
依从,允从
一口同声,异口同声
讯问,鞠问
一致,绝对
门无杂客,门无杂宾
压迫,胁制
揭破,揭露
名满天下,誉满全球
僵李代桃,将李代桃
言从计听,言从计行
一无可取,金无足赤
娇傲,骄慢
一望无际,一马平川
向往,景仰
妙不可言,美不可言
兴兵,兴师
积蓄,蓄积
摇旗呐喊,鸣锣喝道
埋没,埋葬
举世无双,举世无敌
面面相看,面面相觑
性子,性质
有滋有味,津津有味
叙说,叙述
遗臭万年,遗臭万载
心如刀割,心如刀绞
兼收并蓄,兼而有之
一盘散沙,人心涣散
埋没,湮灭
有劲,认真
人面兽心,人面狗心
一名不文,一贫如洗
技巧,技术
心焦,焦虑
精制,细密
巡捕,警察
举案齐眉,相敬如宾
没齿不忘,铭心刻骨
买笑寻欢,买笑追欢
相反,相悖
名片,柬帖
兴味索然,心灰意冷
行家里手,训练有素
检束,检点
信息,讯息
安息,安眠
衣绣夜行,衣锦夜行
安宁,安靖
鱼游沸鼎,鱼游釜底
原原本本,有头有尾
密切,紧密
坚忍,鉴定
解铃系铃,解铃须用系铃人
描写,描画
一表人才,一表非凡
心怀叵测,笑里藏刀
金玉良言,金石良言
坚实,坚忍
一无所有,一贫如洗
美味,鲜味
坚韧,毅力
幽灵,阴魂
坚刚不屈,坚强不屈
一路平安,安然无恙
假日,沐日
形式,形状
心思,心术
匠意于心,胸中有数
下不了台,下不来台
悬崖峭壁,悬崖绝壁
应允,应承
喜信,喜讯
缄默,默然
建功立业,建功立事
玉容,美貌
貌是心非,貌是情非
兄死弟及,兄终弟及
人大不同,截然不同
蒹葭倚玉,蒹葭玉树
疾苦,艰苦
以卵投石,以卵敌石
安宁,安闲
偃旗卧鼓,偃旗息鼓
疑心,疑惑
锦衣玉食,鲜衣美食
一日之雅,一面之交
一贫如洗,家徒壁立
隐约其词,隐约其辞
迷茫,迷蒙
金碧辉映,金碧辉煌
埋葬,隐藏
修理,修茸
一团漆黑,一无可取
悬首吴阙,抉目胥门
相悖,相背
心怀若谷,虚怀若谷
心浮气盛,心高气傲
兴盛,热闹
弥天大谎,瞒天过海
有气无力,没精打采
人工,人造
尽职,尽责
雄健,雄浑
简明,精练
敏捷,矫捷
一向,一直
安静,静寂
修炼,修齐
预约,预订
影响,教化
叫喊,叫嚷
柔肠寸断,柔肠百结
眉目传情,眼去眉来
命根子,命脉
心劳日拙,江河日下
一毛不拔,斤斤计较
讥笑,讥讽
闲聊,闲谈
有计划,谋略
晶体,警告
骄侈暴佚,骄侈淫虐
眼光,眼力
意料,预想
消弭,消除
惊惶失措,惊惶失措
胁制,要挟
援军,救兵
举手之劳,易如反掌
坚忍,坚毅
余恨,遗恨
优柔,柔嫩
精密,精巧
用意,蓄意
鸦雀无声,鸦雀无闻
捐躯疆场,马革裹尸
聚会,集结
弦外之音,音在弦外
妊娠,孕珠
蛮人,野人
异卉奇花,异草奇花
捷报频传,节节胜利
一无所有,妙手空空
泫然泪下,热泪盈眶
安定,安适
希望,意向
夷由,游移
纠结,郁结
名声,名望
茅屋采椽,茅茨不翦
严厉,严穆
兴旺,兴隆
有眼不识泰山,有眼无瞳
疥癞之疾,癣疥之疾
掩目捕雀,掩耳盗铃
一无可取,美中不足
挤眉弄眼,眉来眼去
一成不变,原封不动
意义深长,语重心长
像模像样,有模有样
家喻户晓,尽人皆知
沿用,沿袭
优厚,优越
修旧利废,修旧起废
兴盛,荣华
建壮,结实
坚忍,坚韧
梦呓,梦话
热情,热诚
息黥补劓,洗心革面
俭朴,简谱
蓄意,野心
一索得男,一索成男
人声鼎沸,人欢马叫
韫椟而藏,韫椟藏珠
萧条,萧疏
节俭,节减
幽暗,暗淡
精华,精髓
积存,积累
湮灭,隐匿
享受,偃意
乡亲,乡里
假如,如若
言简意该,言简意赅
用功,辛勤
有头无尾,有始无终
奥密,玄妙
拥戴,爱慕
教导,训导
相仿,相似
举直厝枉,举直错枉
节俭,节流
消融,溶解
模糊,蒙胧
游蜂戏蝶,游蜂浪蝶
桀傲不恭,桀骜不恭
融化,融解
积岁累月,积年累月
以夷制夷,借刀杀人
运乖时蹇,运拙时乖
兼包并容,兼容并包
凶恶,凶险
家世,门第
原由,因由
安置,安设
结束,解散
星驰电发,星驰电走
一日千里,雨后春笋
信马游缰,信马由缰
以泽量尸,马革裹尸
局促,狭窄
俊美,秀雅
一日万机,日理万机
应召修文,玉楼赴召
借使,如果
买牛卖剑,卖剑买牛
积德,行善
容貌,样貌
嗷嗷待哺,饥寒交迫
鱼生空釜,鱼釜尘甑
藉藉无名,默默无闻
忧心如捣,忧心如焚
日朘月减,日朘月削
奸刁,狡滑
一无所能,一无所长
举世闻名,遐迩闻名
宣泄,泄露
安排,安置
希图,意图
消亡,湮灭
计策,计谋
效率,效用
以来,依靠
沿路,沿途
急人之困,急人之急
洁身自好,洁身自爱
一切,一起
聚会,蚁合
相机行事,见缝插针
依样画葫芦,依模画样
一献三售,一献三酬
心怀,心胸
鸡犬不宁,鸡飞狗跳
摇动,摇荡
孝敬,孝顺
以刑去刑,以刑止刑
安危,欣慰
惜墨若金,惜字如金
细密,细腻
一声不响,鸦雀无声
敬小慎微,谨小慎微
见几而作,见几而作
忧愁,忧郁
尽心尽力,尽心竭力
面黄肌瘦,鸠形鹄面
一蹶不振,日暮途穷
喜笑颜开,眉飞色舞
任命,任用
约会,约聚
信守,坚守
傲慢,骄横
喜笑颜开,眉开眼笑
人头畜鸣,人面兽心
急景流年,急景雕年
原意,应允
奥秘,秘密
京师,京都
一簧两舌,信口开河
下马看花,脚踏实地
细针密线,细针密缕
原因,原故
精明,醒目
景仰,羡慕
新故代谢,新陈代谢
心地,心肠
因利乘便,因势利导
安家立业,安家落户
隐伏,隐藏
假仁假义,貌合神离
秘而不宣,缄口不言
假诺,要是
邪魔,魔鬼
决断如流,应付裕如
一起,一路
效尤,效颦
交融,融会
如振落叶,易如反掌
怡然,悠闲
举手投足,九牛二虎之力
较亲,较胜
喜新厌旧,见异思迁
消溶,熔化
尽力而为,尽心竭力
明确,精确
疆土,疆域
油滑,狡黠
哀毁瘠立,哀毁骨立
密谋,暗害
音书,音问
积极,踊跃
日久年深,日积月累
原始见终,见微知著
怨声载道,怨气冲天
有观看,阅览
免职,解职
言简意少,言简意赅
决一死战,马革裹尸
桀骛,蛮横
具有,拥有
优伤,忧闷
显现,涌现
精制,精巧
惊惶失措,惊惶无措
抹杀,销毁
喜悦,愉快
教会,教训
与世推移,与时偕行
胁肩低眉,胁肩低首
奸诈贪婪,心怀鬼胎
行囊,行装
丫头,梅香
坚如磐石,安如磐石
免强,将就
殒命,陨命
细致,详尽
减削,节省
斜睨,斜视
儒雅,讲理
悬崖勒马,迷途而返
一长二短,一长半短
预料,预期
眼光,见地
家徒壁立,家贫壁立
玉颜,美貌
漫天匝地,漫天盖地
现时,眼前
热心,热枕
衔橛之变,衔橛之虞
焦灼,焦虑
命中注定,安之若命
悉心,精心
以后,以来
泾渭分明,爱憎分明
昔日,昔时
惹火上身,惹火烧身
一脉相连,休戚与共
兴兵动众,行师动众
一语破的,一语说破
目光如豆,眼光浅短
焦急,焦灼
息息相关,血肉相连
艰巨,艰难
寻本挖源,寻根究底
现在,目前
越过,逾越
隐匿,隐没
显摆,炫耀
进攻,进犯
信口开河,言三语四
人丁,人口
局促,狭小
描写,描述
交流,相易
集中,鸠合
一字不易,一字不爽
坚不可摧,安于盘石
匀实,均匀
接济,援救
心惊肉跳,毛骨悚然
援救,救助
稀少,稀薄
下笔成文,下笔成篇
优异,精良
亦步亦趋,袭人故智
人烟稀少,杳无人烟
喧嚣,嚷闹
如箭在弦,箭在弦上
应用,行使
忍饥,挨饿
掩盖,隐藏
懊丧,懊恼
金玉良言,金石之言
人烟稀少,人迹罕至
熙熙攘攘,门庭若市
敬佩,景仰
鸣金收兵,鸣金收军
扰乱,搅扰
兴盛,兴起
嫉妒,嫉恨
骄佚奢淫,骄泰淫泆
急躁,焦炙
驯服,驯顺
掩恶扬善,掩恶扬美
一面之款,一面之雅
牙签犀轴,牙签玉轴
渔人,渔夫
殷勤,热情
兴妖作乱,兴妖作怪
极刑,极刑
如胶似漆,形影相随
言行一致,言行相符
要挟,要旨
心术,心机
一反既往,一改故辙
有计划,计议
朽木粪土,朽木粪墙
简明,简洁
教诲,训诲
心痛,肉痛
绵亘,绵延
营私作弊,营私舞弊
坚苦,疾苦
习俗,习惯
紧要,要紧
明净,结净
惊惧,惊慌
一无所知,目不识丁
相当,相称
一夫之用,以一当十
习惯,民风
细则,细目
心术,心计
酩酊大醉,酩酊烂醉
一向,向来
因地制宜,因时制宜
人云亦云,鹦鹉学舌
摸不着头脑,摸头不着
一倡百和,一呼百应
敬重,爱慕
狡诈,险诈
交战,接触
安老怀少,敬老爱幼
教养,教悔
界线,界线
喧赫,杰出
沿袭旧规,萧规曹随
新婚燕尔,新昏宴尔
暮年,末年
纪念,记忆
假手于人,假手旁人
几何,几许
宣闹,忙乱
剧变,巨变
安放,就寝
严刻,严酷
容许,应承
假如,若是
游历,漫游
凶暴,阴毒
日中必昃,月盈则食
与日俱进,日新月异
降尊纡贵,降贵纡尊
门可张罗,门可罗雀
以火救火,以煎止燔
摩肩接踵,熙来攘往
急救,援救
郁郁寡欢,闷闷不乐
拥戴,拥护
目不转睛,聚精会神
结尾,结束
家传户诵,家传户颂
岌岌可危,摇摇欲倒
叙述,讲述
命若悬丝,奄奄一息
晕厥,眩晕
样貌,面目
竞赛,角逐
学以致用,用非所学
心口不一,言不由衷
家乡,家园
嫌疑,疑心
聚沙成塔,集腋成裘
香闺绣户,香闺绣阁
爱国如家,爱民如子
下流,下游
剧场,戏院
暗杀,谋害
金衣玉食,锦衣玉食
漫无止境,漫无边际
急迫,紧急
月俸,月给
因袭,沿用
接受,继承
按图索骏,按图索骥
尖酸刻薄,雁过拔毛
安步,漫步
以汤沃沸,以火止沸
悠闲,逍遥
怡然自得,欣然自得
巡礼,巡行
交友,结交
抑制,胁制
友谊,有爱
集合,鸠集
贤慧,贤达
仙丹,妙药
洋洋自得,闲云野鹤
剧烈,激烈
忧虑,忧闷
截至,限制
以微知著,见微知著
惊奇,惊异
容易,简陋
媒人,月老
引咎自杀,引咎自责
消灭,灭亡
寄予,寄托
以管窥天,以锥刺地
咸集,聚合
减价,削价
戏蝶游蜂,油头光棍
摇摇摆摆,摇摇晃晃
借势,借重
幽美,美艳
一笑千金,艳色绝世
讯问,鞫讯
摇晃,摇曳
心中有鬼,心怀鬼胎
学以实用,学以致用
坚苦卓绝,艰苦卓绝
杳无信息,杳无消息
一会儿,一刹
一孔之见,以蠡测海
一板一眼,有板有眼
兴趣,敬爱
模糊,隐晦
荫藏,隐藏
一些,一般
以小人之心，度君子之腹,以己度人
应天从物,应天顺民
一同,一块
模模糊糊,迷迷糊糊
下属,下级
一步一挨,筋疲力尽
锦衣玉食,靡衣玉食
梦幻泡影,镜花水月
研精殚力,研精毕智
学生,门生
人人皆知,家喻户晓
教化,教育
巡警,警察
一块,一齐
焦心,焦灼
偃旗息鼓,摇旗呐喊
美观,颜面
以耳为目,以耳代目
兴会,兴味
异口同声,有口皆碑
有勇有谋,骁勇善战
暗号,暗记
一路,一齐
吉星高照,吉祥如意
严密,精密
小肚鸡肠,睚眦必报
机缘,机遇
应承,许可
俭朴,俭约
交织,交错
郤驷,隙驷
安置,计划
久远,悠长
明火执械,明火持杖
希望,蓄意
敬服,爱护
戒备,晶体
久旱逢甘雨,如愿以偿
坚硬,结实
仰慕,羡慕
拘押,拘捕
拘谨,约束
行动,运动
教会,训诲
下降,降落
兴师动众,惊师动众
性子,性格
序文,引言
京师,畿辇
喜悦,愉悦
一念之差,阴差阳错
一目了然,有目共睹
价值千金,价值连城
激浊扬清,隐恶扬善
锦囊佳制,锦囊佳句
聚会,鸠集
简政放权,精兵简政
夏天,夏季
蓄意,蓄谋
严阵以待,诱敌深入
计伐称勋,计功程劳
心惊胆战,惊恐万状
愚蠢,鸠拙
矫饰,虚伪
行动,行径
渺小,渺茫
细针密缕,见缝插针
消沉,降低
有天无日,有天没日
奸滑,阴险
麻木不仁,麻痹不仁
友情,友爱
形式,形态
傲睨万物,昂首望天
忌讳,隐讳
阴暗,阴霾
家书,家信
暗害,行刺
容光焕发,精神焕发
毛病,谬误
一旦,一朝
雨后初霁,雨过天晴
明火执仗,明火执械
饔飧不给,饔飧不继
交口称誉,交口称赞
喜爱,爱重
假装,冒充
靖言庸回,靖言庸违
衣衫不整,衣衫褴褛
薏苡之谤,薏苡明珠
吸引,迷惑
夕阳,斜阳
息息相关,息息相通
简明,简略
幽微,细微
假造,虚构
怏怏不乐,怏怏不悦
也许,几许
余暇,闲散
心中有数,胸中有数
明晰,显然
相像,肖似
奸狡,狡猾
名垂青史,名标青史
坚强不屈,坚韧不拔
挟制,要挟
建树,建立
坚固,结壮
记取,记着
疑三惑四,疑神疑鬼
交班,接班
冥行擿埴,暗中探索
永不磨灭,永垂不朽
结合,聚积
教会,教学
信心百倍,意气风发
限日,限期
一日千里,与日俱增
下坂走丸,下阪走丸
京华,畿辇
奥妙,奥密
交头接耳,街谈巷议
消失,消逝
因时制宜,见风使舵
秘密,隐秘
一无可取,一无所能
心胆俱碎,惊恐万状
原意,容许
盲人扪烛,盲翁扪籥
兢兢业业,谨小慎微
一应俱全,面面俱到
样本,样板
一蹶而就,迎刃而解
冒失,马虎
减削,节约
悬门抉目,抉目悬门
一落千丈,日就衰败
勉力,极力
严格,严肃
兴致索然,意兴索然
以防万一,有备无患
扔掉,遗弃
行同狗彘,衣冠禽兽
安插,就寝
如渴如饥,如饥似渴
拘押,拘禁
爱吝,爱恡
几多,若干
疾速,迅疾
越发,越来
墨守成规,安于故俗
议论纷纭,议论纷错
咸集,聚积
教育,训诫
机警,警惕
以毒攻毒,以牙还牙
民脂民膏,民膏民脂
精粹,英华
一直,向来
一石二鸟,一箭双雕
诘屈磝碻,诘屈聱牙
俊丽,秀丽
邪门歪道,邪魔外道
居心不良,心怀叵测
一见倾心,一见如故
谋图不轨,谋逆不轨
永别,永诀
拒人于千里之外,拒人千里
埋没,泯没
假仁假义,阳奉阴违
修饰,润色
眉开眼笑,笑容可掬
坚定,坚强
娇小玲珑,小巧玲珑
形容,描绘
人莫予毒,莫予毒也
精制,精良
睚眦之忿,睚眦之恨
兴奋,愉快
见微知类,见微知著
聚积,麇集
殷切,紧急
劫持,挟制
一见如故,一面如旧
戒备,警觉
言归正传,闲话休说
莫衷一是,言人人殊
膝行匍伏,膝行蒲伏
如坐春风,如沫春风
缅怀,记念
攘攘熙熙,熙熙攘攘
云涌风飞,云涌飙发
坚强不屈,坚贞不渝
一之为甚,一之已甚
信任,坚信
依样画葫芦,如法泡制
截然不同,迥乎不同
习染,熏染
旭日东升,旭日初升
埋天怨地,怨天尤人
久假不归,有名无实
一定不易,一定不移
容忍,忍受
详实,详确
接风,洗尘
颖异,颖悟
一声不响,一言半语
吉事,喜事
洗垢求瑕,洗垢索瘢
忧患,忧虑
言犹在耳,记忆犹新
心寒胆战,心寒胆碎
一时半刻,一时半晌
目中无人,目空一切
以身作则,言传身教
一目了然,一览无余
买卖,交易
献曝,献芹
行不顾言,言不顾行
江郎才尽,泯然众矣
协调,融合
有计划,预备
隐瞒,隐讳
哀转叹息,唉声叹气
焦急,焦虑
莫逆之交,金兰之契
新月,眉月
运筹决策,运筹画策
桀傲不恭,桀骜不逊
哑口无言,默默无闻
教育,教训
校正,校阅
歼灭,湮灭
遇难呈祥,遇难成祥
一概,绝对
言不达意,言不逮意
惊诧,讶异
惊涛骇浪,烟波浩渺
尽心,用心
摩肩接踵,源源不断
严实,严密
俊丽,俊美
具体,详细
及锋而试,捷足先得
以戈舂黍,以指测河
任其自流,任其自然
向慕,景仰
京城,畿辇
悠然,悠闲
辛勤,辛苦
机器,机械
相映成趣,相映生辉
忙活,忙碌
解铃系铃,解铃还需系铃人
一伙,疑虑
湮没无闻,默默无闻
相差,相差
谨小慎微,谨言慎行
激战,鏖战
厌恶,厌烦
信宿,翌晚
如渴如饥,如饥如渴
安置,安装
乳名,小名
胸有丘壑,胸次丘壑
娇傲,骄矜
焦金流石,燋金烁石
节省,节约
小屈大伸,小屈大申
心如古井,心如止水
明了,明确
巨人长德,钜人长德
埋没,淹没
预料,预见
疾苦,艰难
以其人之道；还治其人之身,将计就计
坚忍,坚贞
意气扬扬,洋洋得意
一熏一莸,一薰一莸
余音绕梁,言犹在耳
劫持,胁迫
偃武修文,偃武崇文
警惕,警戒
容貌,面貌
热心,热情
免除,解任
一无所成,一无所有
栩栩如生,栩栩欲活
优美,俊美
优伶,戏子
人云亦云,矮人观场
幸好,幸而
优良,精良
坚持不懈,坚持不渝
效劳,效用
掘地寻天,磨砖成镜
狡滑,阴险
一样,相同
结交,结识
扬威耀武,扬武耀威
明晰,鲜明
一针见血,言必有中
一鳞半甲,一鳞片甲
机灵,精灵
蚁集,麇集
没大没小,目无尊长
信誓旦旦,言而有信
决一死战,决一雌雄
一无所知,一窍不通
寻根究底,蔓引株求
激勉,激发
喜欢,心仪
讲授,讲解
