敝绨恶粟,敝衣粝食
标新立异,独辟蹊径
坦白,坦荡
纯净,纯洁
残垣断壁,颓垣断壁
得寸进尺,贪得无厌
分散,分离
大相径庭,方枘圆凿
探听,探访
放之四海而皆准,放诸四海而皆准
称号,称呼
吐露,透露
统治,统领
独具匠心,独树一帜
发挥,阐述
杜渐防微,防微杜渐
把持,操纵
大公无私,铁面无私
推绝,推辞
投桃报李,桃来李答
磋议,讨论
富有,富足
串通,通同
掣襟肘见,掣襟露肘
便利,方便
东睃西望,东瞧西望
粗犷,粗豪
揣测,猜度
才华,才略
揣测,测度
不稂不莠,不郎不秀
捣毁,推翻
出众,出色
筚路蓝缕,荜路蓝缕
不屈,抵抗
不凡,非凡
甜言蜜语,甜言软语
倒塌,坍毁
标准,法式
特出,突出
半月,肥
宾客盈门,宾朋迎门
粗犷,粗鲁
暴风骤雨,风狂雨骤
笨鸟先飞,钝学累功
刁钻,刁顽
耽溺,陶醉
沉吟不语,沉默寡言
推陈出新,鼎新革故
大事去矣,大势已去
低洼,陡立
豺狼横道,豺狼横道
不屈不挠,奋不顾身
风雨凄凄,风雨萧条
比比皆是,触目皆是
剥肤椎髓,剥肤锥髓
对花啜茶,焚琴煮鹤
堂堂正正,大公至正
妥善,妥贴
痛楚,痛苦
惦记,担心
点窜,窜改
并驾齐驱,方驾齐驱
反朴还淳,返朴归真
草率从事,草率行事
分条析理,条分缕析
长辔远御,长驾远驭
变换,调换
法不阿贵,铁面无私
德威并用,恩威并重
婀娜多姿,绰约多姿
充沛,富裕
百年大计,长计远虑
天壤之别,天差地别
传达,传递
卑辞厚币,卑辞重币
风平浪静,风微浪稳
不到乌江不尽头,不到黄河心不死
处分,处罚
臭名昭著,臭名远扬
发达,复兴
胆小,胆怯
初创,草创
拜候,拜谒
财务,财政
别出心裁,别出机杼
从头,从新
土鸡瓦犬,土鸡瓦狗
打倒,打败
兔起凫举,兔起鹘落
嘈吵,嘈杂
仇恨,敌对
饭店,饭铺
不容分说,不容置辩
不唯,不惟
葱茏,葱郁
同心同德,团结一心
抵赖,推脱
多材多艺,多艺多才
粗劣,粗笨
大张旗鼓,大肆渲染
称道,称颂
端详,端量
变更,调换
天上石麟,天上麒麟
比比皆是,车载斗量
腾达,鼎盛
仿照,仿造
风中之烛,风中秉烛
不失毫厘,弹无虚发
备案,登记
桃李不言，下自成行,桃李不言，下自成蹊
大力,大肆
博见多闻,博览五车
承继,承袭
发愤图强,奋发图强
饿虎扑羊,饿虎扑食
寸草春晖,春晖寸草
大吹大擂,大言不惭
大方,大雅
蝉联,顶真
探求,推测
大煞风景,败兴而归
笔酣墨饱,笔饱墨酣
卑鄙下作,卑鄙无耻
嘲弄,讽刺
不分胜负,不分胜败
创设,创造
壁垒分明,壁垒森严
打量,端详
沉迷,沉醉
东窗事发,图穷匕首见
同意,答允
推却,推辞
不慌不忙,坦然自若
出兵,出师
丹心碧血,碧血丹心
彻头彻尾,彻里彻外
发怵,忐忑
查考,覆按
废弃,放弃
办理,处分
丁宁,打法
捕风捉影,道听途说
担心,担忧
对付,对待
呈文,报告
充足,富裕
疯狂,跋扈
出没无常,变化多端
八公草木,草木皆兵
不甘落后,标新立异
淡薄,澹泊
恶衣恶食,恶衣粝食
天外,天空
敦世厉俗,敦风厉俗
倡议,发起
鼻塌嘴歪,鼻塌脣青
定价,订价
北门管钥,北门锁钥
定亲,订婚
东张西望,东睃西望
抱火卧薪,抱火寝薪
彻底,透顶
大北,大败
度长絜大,度长絜短
暴发,爆发
不容争辩,不容置疑
啜泣,堕泪
探访,访候
春光明媚,春暖花开
多情善感,多愁善感
吃口烧城,赤舌烧城
搪塞,草率
风和日暄,风和日暖
倒退,停滞
表扬,褒奖
低眉顺眼,俯首贴耳
惩办,惩治
丰满,发胀
斗艳争妍,斗艳争辉
大惊失色,怛然失色
得意,痛快
耳环,耳饰
奉璧,奉还
东床,半子
抽丁拔楔,拔丁抽楔
天命,定数
推崇,推重
不辞劳苦,不远千里
不置可否,不置褒贬
发挥,阐明
不相上下,地丑德齐
挑拨离间,穿针引线
投诚,投降
打垮,粉碎
方兴未已,方兴未艾
刺探,探听
不同,差异
出手,动手
诚恳,诚挚
不分胜负,雌雄未决
土沟,地沟
不可胜数,不可胜计
不解之缘,唇齿相依
八字没一撇,八字没见一撇
不过,但是
推举,推荐
不幸,倒霉
天生,禀赋
筹商,讨论
出亡,避难
反击,打击
催促,鞭策
反悔,翻悔
苍翠欲滴,葱翠欲滴
出发,登程
推托,推辞
地道,纯碎
充分,填塞
饕餮,馋嘴
卑鄙,鄙俚
不务正业,吊儿郎当
不同,分歧
畅通无阻,通行无阻
此伏彼起,此起彼伏
天假之年,天假其年
冰雪聪明,聪明伶俐
奔命,逃命
妥当,得当
大族,富家
喋喋不休,滔滔不绝
处理,打点
称孤道寡,道寡称孤
发家,发财
反宾为主,太阿倒持
打尖,打顶
窜改,篡改
托故,托辞
成立,缔造
推脱,辞谢
触景伤情,触物伤情
大醇小疵,白壁微瑕
不分彼此,不分畛域
沉寂,沉静
风波,风浪
东倒西歪,东歪西倒
迟疑不决,迟疑不定
佛头着粪,避坑落井
辐射,辐照
变生不测,飞来横祸
撤职,罢黜
头痛脑热,头痛额热
特别,特殊
突出,非常
才疏志大,才高意广
不胜其烦,博士买驴
澈底,透澈
博学多才,博闻强记
才华,才能
添枝接叶,添油加醋
吐故纳新,吐旧容新
打凤捞龙,打凤牢龙
才华横溢,才华超众
提倡,提议
慈善,慈祥
舛错,错误
钉嘴铁舌,铁嘴钢牙
才干,才情
包围,覆盖
并肩前进,并驾齐驱
保证,保障
不遑暇食,废寝忘食
出类拔萃,头角峥嵘
东方欲晓,晨光熹微
大打出手,短兵相接
单刀直入,对症下药
大谬不然,大错特错
碧绿,葱茏
调谢,雕残
沉醉,陶醉
妥帖,妥当
半吞半吐,吞吞吐吐
称孤道寡,称王称帝
弹指之间,昙花一现
不拘小节,不拘细行
放荡不羁,跅弛不羁
大是大非,大相径庭
布景,背景
仓猝,仓皇
特等,非常
反驳,驳斥
掉以轻心,等闲视之
粗犷,粗野
反驳,驳倒
推想,猜测
步队,队伍
胆小如鼠,胆小怕事
绸缪桑土,防患未然
白手起家,赤手空拳
风轻云净,风轻云淡
屠夫,屠户
诚惶诚恐,诚惶诚惧
创举,创始
房东,房主
甜密,甜美
奉承,讨好
大慈大悲,悲天悯人
拜望,探问
恶衣薄食,粗衣粝食
停滞,停顿
低装,蹩脚
跋山涉水,长途跋涉
不可多得,出类拔萃
闭门不出,闭门自守
怅惘,怅然
长眠,长逝
噩耗,恶耗
风俗,风气
不待蓍蔡,不待蓍龟
便宜施行,便宜行事
锤炼,锻练
处置,措置
富裕,富足
呆板,痴呆
饱经风雨,饱经风霜
分散,分袂
博大精深,博学多才
弊绝风清,道不拾遗
淡漠,淡薄
不可向迩,不可接近
差异,差距
傍人篱壁,傍人篱落
德高望重,道高德重
发抖,抖动
投契,投机
调度,调遣
赤诚,陈恳
断凫续鹤,断鹤续凫
分列,成列
到差,赴任
博闻强记,博闻强识
惩办,惩处
特别,突出
并存不悖,并行不悖
粗造,粗陋
停歇,停顿
投降,背叛
杜绝后患,除恶务尽
充盈,敷裕
耽延,迟误
推度,推测
臭名昭着,臭名远扬
忐忑不安,提心吊胆
乘热打铁,趁热打铁
涕泗横流,涕泗纵横
发动,带头
才略,才能
编写,编纂
奉承,奉迎
贪得无厌,贪无止境
擦拳磨掌,擦掌磨拳
残忍,残暴
凋落,调谢
坦然自若,处事不惊
报酬,酬谢
唾弃,鄙弃
探询,探问
窜匿,逃匿
才貌双全,才貌过人
吐哺握发,吐哺辍洗
摈弃,摈斥
别具一格,别出心裁
包容,包涵
飞谋荐谤,飞谋钓谤
尔虞我诈,尔诈我虞
包羞忍耻,包羞忍辱
彻夜,通宵
雕栏玉砌,雕梁画栋
投间抵隙,投隙抵罅
贪婪,贪心
拔类超群,拔萃出类
出人头地,出类拔萃
彪昺,彪炳
否极泰来,否极阳回
倡导,发起
豆乳,豆浆
低劣,卑下
出乎意料,出人意表
操演,操练
半数,对折
飞鹰奔犬,飞鹰走马
串同,串连
恫瘝在身,痌瘝在抱
大事完毕,大功告成
保卫,防卫
反差,对比
对联,春联
体格,体魄
推断,猜测
电炮火石,风驰电掣
不平,不服
天理循环,天道好还
丹书白马,丹书铁契
屙金尿银,屙金溺银
当选,被选
版块,版本
不必,不用
愁眉苦脸,愁眉锁眼
飞翔,飞腾
斥候,标兵
不声不吭,不声不响
处罚,惩罚
通今博古,通古博今
叠床架屋,床上安床
跋山涉水,风尘仆仆
不成材,不长进
断梗流萍,断梗浮萍
奋不顾身,粉身碎骨
垂涎欲滴,垂涎欲滴
遁入空门,遁迹空门
不然,否则
风驰电击,风驰霆击
弊端,短处
富强,繁盛
地广人希,地广人稀
天下太平,风平浪静
成千成万,成千累万
出众,非凡
带累,拖累
到处为家,断梗飘萍
躲藏,躲避
词华,词藻
堤防,提神
称誉,陈赞
挑战,挑拨
簇拥,蜂涌
道同契合,道同志合
丰功伟绩,丰烈伟绩
头痒搔跟,头痛医脚
方外之人,方外之士
涕泗横流,涕泪交加
剥夺,褫夺
停工,罢工
放虎归山,放虎遗患
趁便,趁机
拜谒,探望
出色,超卓
打开天窗说亮话,打开窗户说亮话
璀璨,粲焕
畅达,通畅
不刊之论,不易之论
不可终日,忐忑不安
避重就轻,避难就易
保护,袒护
分化,分解
拜谒,探问
保证,包管
得悉,得知
辞谢,退却
挺拔,挺立
得意扬扬,踌躇满志
草率收兵,草草收兵
陈旧,陈腐
独断专行,独行独断
不修边幅,拓落不羁
听天任命,听天安命
常规,通例
推测,猜度
条款,条目
出卖,发卖
倒屣相迎,倒屣迎宾
惩戒,惩责
丢三拉四,粗枝大叶
大显身手,大有作为
超然物外,超然象外
梯山航海,登山渡海
拜见,拜谒
保藏,储藏
抵制,抵抗
惨淡,惨然
保卫,保护
调剂,调解
吹捧,抬高
腾跃,腾踊
停息,停顿
丢脸,出丑
发上指冠,发怒冲冠
脱离,脱节
乘隙而入,趁虚而入
拆除,捣毁
妥善,得当
别有用心,包藏祸心
拜访,探望
大失人望,大失所望
徒手空拳,赤手空拳
别出机杼,独出心裁
处之怡然,处之泰然
同一,统一
催促,敦促
粗俗浅薄,鄙俚浅陋
雕虫小技,雕虫薄技
推波助浪,推波助澜
处决,处斩
附耳低言,附耳密谈
分斤掰两,分金掰两
雕虫小技,雕虫篆刻
负嵎,负隅
炳如日星,炳若日星
出口成章,唾地成文
天下太平,太平盛世
变幻无常,变幻莫测
粗野,粗鲁
投机倒把,投机取巧
洞穿,穿破
布衣蔬食,粗茶淡饭
封妻荫子,拔宅飞升
赌博,赌钱
斗嘴,辩论
反老还童,返老还童
发疯,癫狂
剃发,剃头
出售,发售
大煞风景,背山起楼
不合时宜,不通时宜
摆设,部署
比量齐观,等量齐观
察察为明,察察而明
对象,标的
风木之悲,风木含悲
豺狼当道,长夜漫漫
猖狂,跋扈
推托,退却
充塞,充实
图为不轨,图作不轨
扯后腿,捣乱
充实,充满
成列,摆列
宠爱,恩宠
从前,当年
创议,提议
天堑长江,长江天堑
不三不四,半间不界
碧血丹心,赤胆忠心
飞沙走砾,飞砂扬砾
推陈出新,标奇立异
彻上彻下,彻头彻尾
发现,察觉
凡间,尘寰
承当,负责
弊帚自珍,敝帚自珍
粗浅,肤浅
分离,辨别
特地,非常
发表,颁发
投奔,投靠
别出心裁,独出新裁
败露,透露
地主,田主
筹划,筹画
大人先生,大人君子
亭亭玉立,风仪玉立
别树一帜,独辟蹊径
分离,辞别
大半,泰半
充实,饱满
别出心裁,标新立异
腐烂,腐臭
打赌,赌钱
佛头着粪,佛头著粪
拨云撩雨,拨雨撩云
打算,贪图
丰姿绰约,丰神绰约
崇尚,推崇
发呆,发愣
摆布,操纵
不屈不挠,百折不挠
泛动,荡漾
锄奸,除奸
春回大地,春暖花开
夫唱妇随,比翼双飞
标新立异,独树一帜
伴侣,同伴
八面后珑,八面见光
充足,富足
沉溺,陶醉
同等,等同
方向,标的
充实,充沛
悲恸欲绝,悲痛欲绝
短兵相接,赤膊上阵
变动,变更
仿制,仿效
布匹,布疋
敷陈,陈说
超出,超过
充分,充溢
丑态百出,出乖露丑
分担,分摊
充沛,饱满
分袂,分辩
殚思极虑,殚精竭虑
大白,懂得
二缶钟惑,二缶锺惑
不顾一切,不顾死活
废除,拔除
躲债,避债
推卸,推绝
不休,不断
病病歪歪,病病殃殃
体谅,体贴
斗媚争妍,斗艳争芳
餐风咽露,餐风饮露
分析,分解
复盆难照,覆盆之冤
拜望,访问
倡导,创议
探望,访问
蜚短流长,飞短流长
体味,体认
操办,筹办
不可偻指,车载斗量
唇揭齿寒,巢毁卵破
断袖之癖,断袖余桃
体味,体验
聪惠,聪颖
傅粉施朱,涂脂抹粉
辞让,退却
大家风范,大将风度
鼎足三分,鼎足而三
才华横溢,才华盖世
充任,充当
称颂,陈赞
大公无私,大公至正
富足,富饶
头前,头里
打消,撤除
八面威风,抬头挺胸
出乎预料,出人意料
刺眼,夺目
停止,罢休
囤积居奇,屯积居奇
低三下四,低首下心
刺刺不休,喋喋不休
仓皇,吃紧
反应,反应
卑鄙无耻,卑鄙龌龊
吐露,表露
草木皆兵,风声鹤唳
操劳,操心
不动声色,坦然自若
负地矜才,负材矜地
逃跑,逃遁
动手,脱手
不言而喻,不言而谕
托言,托辞
贪赃枉法,贪赃舞弊
分崩离析,同床异梦
分甘同苦,同甘共苦
奉还,退回
底稿,草稿
听而不闻,闭目塞听
低首下心,垂头丧气
法令,法律解释
才力,才干
悲观失望,楚囚对泣
称誉,称赞
怫郁,愤怒
超群出众,超群绝伦
单纯,纯洁
标帜,标记
不期而遇,不约而同
繁华,繁盛
锋芒毕露,霸气外露
大吃大喝,暴饮暴食
勃然大怒,暴跳如雷
调谢,雕零
当耳边风,风吹马耳
不在话下,不足齿数
得寸进尺,贪多务得
白云苍狗,白衣苍狗
惩罚,贬责
听道途说,道听途说
必要,必需
出乖弄丑,出乖露丑
恬言柔舌,甜言蜜语
调养,调理
哺糟啜醨,餔糟歠漓
浮躁,烦躁
大肆咆哮,暴跳如雷
同意,承若
脱色,褪色
德行,操性
抚今思昔,抚今痛昔
地方,方位
出类拔萃,天之骄子
脱缰之马,脱缰野马
法令,法则
出乎意外,出人意料
丰富,丰硕
不动声色,不留余地
仓猝,匆匆
坦率,坦白
奋勇向前,挺身而出
创办,创立
凋落,残落
嗒焉自丧,垂头丧气
呈现,暴露
惨酷,残忍
捣蛋,淘气
悲喜交加,百感交集
倒映,反照
同甘共苦,通力合作
榜样,表率
耽误,逗留
巴结,讨好
挺拔,矗立
凋零,雕谢
犯罪,非法
别出机杼,别开生面
戴月披星,餐风饮露
促使,督促
天分,天才
吹嘘,吹牛
扶老携幼,负老提幼
天道好还,法网恢恢
发挥,阐扬
奔腾,奔驰
巴山越岭,翻山越岭
成千累万,成百上千
打扮,服装
不和,反面
大展宏图,大显身手
呈现,表示
剥极则复,剥极必复
才疏德薄,才轻德薄
倍日并行,倍道兼行
繁冗,繁忙
八仙过海,八仙过海
诚实,诚笃
诚笃,陈恳
繁文缛节,附赘悬疣
分茅列土,分茅裂土
地大物博,幅员辽阔
诚心,诚意
土阶茅屋,土阶茅茨
退却,退避
八仙过海，,八仙过海，各显神通
天网恢恢,天罗地网
波浪,波澜
坦护,庇护
兔脱,逃窜
忖度,揣测
愤恨,愤懑
冲击,冲锋
徒然,白费
奋发,奋斗
变化,变革
纯正,纯碎
典型,范例
堆积如山,比比皆是
不足为法,不足为训
白日,白昼
低贱,卑贱
不可一世,飞扬跋扈
昌隆,繁荣
恶人,恶徒
闭门不出,韬光隐晦
分离,差别
寸丝不挂,赤身裸体
不乏其人,触目皆是
闭关自守,闭境自守
保险,保障
本事,本领
悲伤,悲哀
吞噬,吞并
报答,酬金
涕泗横流,涕泗滂沱
别具一格,别具匠心
奔走呼号,奔走相告
不拘小节,吊尔郎当
不强,不彊
堤防,防御
东抹西涂,东涂西抹
分袂,别离
拜望,探望
兵戈,打仗
复杂,驳杂
不拘细行,不矜细行
图利,投机
杯弓蛇影,杯蛇幻影
田地,田野
别具只眼,别具慧眼
痛心入骨,痛心刻骨
冰冻三尺，非一日之寒,滴水穿石
大开,敞开
吊丧,吊问
敷陈,陈述
丁宁,丁宁
百废待举,百端待举
颓垣败井,颓垣败壁
成家立业,白手起家
不屑一顾,嗤之以鼻
反扑,反攻
富裕,富饶
嘀咕,沉吟
不三不四,不僧不俗
拨万论千,拨万轮千
百年树人,百载树人
别具一格,风格迥异
阐发,阐述
投井下石,投石下井
昌盛,昌隆
辞别,辞行
代替,替代
敦厚,淳朴
川流不息,纷至杳来
不露锋芒,大智若愚
但心,费心
分离,分袂
爆发,爆发
垂头丧气,愁眉苦脸
仓卒,匆匆中
裁云剪水,裁月镂云
沉浸,沉醉
打听,探访
惨酷,暴虐
怅然若失,怆然涕下
推心置腹,推诚置腹
推心致腹,贴心贴腹
不知死活,不知轻重
赴汤蹈火,赴火蹈刃
波涛汹涌,风急浪高
惩羹吹虀,惩羹吹齑
停留,逗留
惨怆,惨恻
堕落,腐烂
呆子,笨蛋
发号出令,发号布令
斗筲之人,斗筲之辈
不露圭角,不露锋芒
肥壮,肥胖
长期打算,长算远略
边关,边域
天夺之魄,天夺其魄
倒戈一击,恩将仇报
恩威并着,恩威并行
特征,特性
腐化,腐臭
愁肠寸断,愁肠百结
大辩不言,大辩若讷
处罚,惩处
点火,烽火
桃之夭夭,逃之夭夭
发达,富强
丹青,图画
别号,别名
担搁,迟延
呆笨,迟钝
出格,额外
谈天说地,谭天说地
冲突,抵触
福寿绵绵,福寿绵长
池鱼之祸,池鱼遭殃
推卸,辞谢
打破沙锅璺到底,打破沙锅问到底
不停,不断
探幽索隐,探赜索隐
点燃,焚烧
桃蹊柳曲,桃蹊柳陌
创巨痛深,痛不欲生
闭门却扫,闭门谢客
烦嚣,烦扰
飞鹰走犬,飞鹰走马
翻山越岭,风尘仆仆
都市,都邑
停止,停顿
同舟共济,团结一心
从天而降,突出其来
退避三舍,避君三舍
脆弱,薄弱
出乎意料,出人意料
斗而铸兵,斗而铸锥
打家劫舍,趁火打劫
撤退,退却
尔后,此后
德才兼备,才德兼备
特务,特工
胆战心慌,胆战心摇
恶劣,恶毒
封己守残,抱残守缺
复活,复生
抵赖,推辞
大同小异,彼此彼此
充塞,充溢
大略,大致
不容置喙,不许插嘴
碧绿,葱翠
败北,退步
奋不顾身,贪生怕死
呈现,浮现
推倒,推翻
不露声色,不露神色
推动,鞭策
二心,贰心
听从,服从
队伍,队列
嘲笑,讽刺
徒拥虚名,徒负虚名
擦抹,擦拭
吩咐,差遣
本立道生,端本正源
拔帜易帜,拔旗易帜
发源,发祥
痛心入骨,痛心切骨
别开生面,别树一帜
低三下四,俯首贴耳
冰消冻释,冰解冻释
大抵,大致
飞蛾扑火,飞蛾投火
副手,辅佐
发芽,抽芽
飞刍挽粟,飞刍挽粮
丰富,丰盛
大宗,大量
富饶,肥沃
垂涎欲滴,馋涎欲滴
愤怒,愤懑
调度,调解
天下太平,长治久安
东山再起,东山复起
奋斗,搏斗
不知利害,不知深浅
除暴安良,除残去秽
退守,防守
别有天地,别有洞天
呆滞,板滞
痴心妄想,非分之想
成则为王,成王败寇
特性,特点
调养,调治
大公无私成语,成仁取义
低头,俯首
长期,长远
报仇雪恨,报仇雪耻
不同凡响,不落俗套
不苟言笑,成熟稳重
豺狼塞路,豺狼当道
贩夫贩妇,贩夫走卒
顿脚捶胸,顿足捶胸
拔丛出类,拔萃出类
调剂,调节
出现,浮现
策画,筹划
残兵败将,残军败将
东拉西扯,巴三览四
停顿,逗留
呈现,表现
铁板铜弦,铜琶铁板
提升,提高
天佑,天助
点石成金,点铁成金
体例,方式
匆匆,匆忙
办法,方法
白首无成,白首空归
城门失火，殃及池鱼,城门鱼殃
天保九如,长生不老
分拨,分配
堤防,防卫
大吃一惊,大惊失色
图为不轨,犯上作乱
抵御,抵拒
闭关自守,闭门谢客
图谋,贪图
出生入死,粉身碎骨
探求,猜测
倘使,倘若
耳染目濡,耳濡目击
才气无双,才气过人
出类拔萃,拔群出萃
天资,禀赋
头上安头,床上安床
不二法门,独一无二
仇人,仇家
百万雄兵,百万雄师
痴人说梦,痴心妄想
不着边际,天南地北
断墨残楮,断简残编
八拜为交,八拜之交
不经之语,不经之谈
不可言传,不可言宣
腐朽,陈旧
充裕,富饶
调停,调处
调动,退换
冰清玉洁,大公无私
百花争妍,繁花似锦
大地回春,春暖花开
东张西望,东张西觑
宝塔,浮屠
纷乱,错杂
八面受敌,楚歌四面
大盗,暴徒
百思不得其解,百思不解
传风搧火,推波助澜
凡夫俗子,等闲之辈
絺章绘句,絺辞绘句
仇敌,雠敌
躲藏,逃匿
敞开,洞开
拜谒,探访
宠爱,痛爱
沉溺,沉进
杜门却扫,杜门谢客
吊丧,吊唁
腐烂,腐败
粗略,粗疏
陈说,陈述
富贵,繁荣
分别,分离
恶徒,暴徒
他人,别人
别出心载,别开生面
低眉顺眼,俯首帖耳
风餐露宿,餐风宿露
不偏不倚,持平之论
捶胸顿足,痛心疾首
出席,参预
仿效,仿照
报恩,报答
蠹国害民,蠹国殃民
吹箫乞食,吹篪乞食
打扮,粉饰
暴跳如雷,暴躁如雷
毕恭毕敬,顶礼膜拜
冰冷,冰凉
堤防,防范
残兵败将,残渣余孽
呈报,报告
妨害,妨碍
店东,店主
分担,分管
推却,推诿
疼,痛念
辞退,除名
涕泗横流,涕泗流涟
不分伯仲,不分轩轾
宝塔,浮图
操持,筹划
分外,非常
表现,阐扬
出亡,逃亡
甜美,甜蜜
尘世,尘间
啜泣,抽泣
报告,陈说
大相径庭,天渊之别
分化瓦解,分崩离析
本心,本旨
成婚,成家
悲泗淋漓,涕泗横流
操之过切,操之过急
独力难持,独木难支
焚琴煮鹤,背山造屋
东讨西伐,东讨西征
淘沙取金,淘沙得金
倒戈,反水
大亨,富翁
敦厚,敦朴
挑战,挑衅
悲观,颓废
不足为凭,捕风捉影
动手,发轫
不落窠臼,别出心裁
替换,调换
标记,标识
葱翠,葱郁
妥当,妥贴
不远万里,不远千里
淡泊明志,淡然处之
从头至尾,彻头彻尾
创制,缔造
拨乱视听,飞短流长
地老天荒,天老地荒
昙花一现,电光石火
遏渐防萌,防微杜渐
付托,托付
推测,测度
背恩弃义,背恩忘义
传诵,传颂
笔陡,陡峻
丰满,饱满
卑不足道,卑卑不足道
堆积,堆集
挺拔,笔直
斗量车载,比比皆是
冰消冻解,冰消冻释
差遣,打发
杜渐防微,杜绝后患
带动,策动
不可一世,咄咄逼人
对手,敌手
抚今思昔,抚今悼昔
创办,成立
放纵,放荡
半吐半露,半吞半吐
成王败寇,败则为寇
调度,调理
杯弓蛇影,草木皆兵
从军,参军
抚今思昔,抚今追昔
韬光养晦,韬匮藏珠
布被瓦器,粗衣淡食
富翁,财主
丰饶,富饶
残暴,残酷
变幻无常,变幻无穷
不够,不敷
碧血丹心,赤子之心
不幸,厄运
奋发向上,奋发图强
拔类超群,拔群出萃
从前,畴前
扶助,补助
粉妆玉砌,粉妆银砌
谈论,辩论
暴露,表露
甜言蜜语,糖衣炮弹
不刊之论,天经地义
同学,同窗
不拘一格,布局那么
大呼小叫,大喊大叫
蜩沸,鼎沸
放浪,放纵
别创新格,标新立异
扼守,把守
叹伤,悲叹
齿如含贝,齿若编贝
从容自如,从容自若
城实,敦朴
不上不下,不郎不秀
撤销,裁撤
不治之症,表示治不好的绝症
不堪造就,不宜深造
不顾安危,不顾死活
对子,对联
贪得无厌,贪求无厌
亭亭玉立,婷婷玉立
拜会,拜谒
愁眉苦脸,蹙额颦眉
悲哀,颓废
辞职,退职
分条析理,擘肌分理
抚今悼昔,抚今痛昔
同伙,同伴
才干,才识
凋射,凋落
哺养,哺育
保护,包庇
充斥,填塞
打斗,打架
草菅人命,草薙禽狝
不对,差错
打算,策画
粗心大意,草率将事
半文不白,半文半白
唇亡齿寒,巢毁卵破
飞蛾扑火,飞蛾赴火
反抗,抵挡
滔滔不竭,滔滔不绝
背后,背面
步碾儿,步行
迟徊观望,迟疑观望
出卖,贩卖
大权在握,大权独揽
粉妆银砌,粉装玉琢
贪图,贪婪
妨碍,挫折
负险固守,负隅顽抗
白黑不分,白黑颠倒
不甘寂寞,不甘示弱
大肆,放肆
百不获一,百里挑一
同气相求,臭味相投
挑剔,褒贬
把持不住,把持不定
本性,赋性
地动山摇,拔地摇山
沉灶产蛙,沉灶生蛙
刀锯鼎镬,鼎镬刀锯
保存,保管
撤废,撤销
聪敏,聪颖
图穷匕见,暴露无遗
托骥之蝇,讬骥之蝇
脱逃,逃走
得寸进尺,得陇望蜀
酬谢,酬金
副品,废品
分歧,差别
粉身碎骨,赴汤蹈火
奔跑,飞跑
呆板,呆笨
低微,卑下
风度,风采
甜言媚语,甜言美语
充实,充溢
标志,符号
佛教,佛教
拔本塞源,釜底抽薪
标记,符号
托词,遁词
蔽明塞聪,蔽聪塞明
头号,头等
顶嘴,顶撞
不以为耻,恬不知耻
同心合力,同甘共苦
头疼脑热,头痛额热
传扬,传颂
变幻多姿,变幻无常
不落窠臼,别开生面
坦白,坦直
恶意中伤,恶语中伤
擦掌摩拳,蠢蠢欲动
搀和,羼杂
堡垒,碉堡
不蔓不支,不蔓不枝
变化,变更
风云变幻,风谲云诡
耳食之言,耳食之论
残羹冷炙,残羹剩饭
不急不慢,不慌不忙
充分,充足
得势,得宠
对证,对质
颠扑不碎,颠簸不破
嘲谑,调侃
不留余地,拔本塞源
吹法螺,吹牛
体例,编制
同意,答应
大方,标致
不败之地,百战百胜
尘凡,尘寰
呈报,禀报
博物多闻,博物洽闻
保国安民,保境息民
残羹冷炙,残羹剩汁
唾壶击缺,唾壶敲缺
打量,端相
初阶,发端
不分伯仲,不相上下
停工,罢手
承当,负担
动员,发动
坦怀相待,推心置腹
丢盔弃甲,丢盔抛甲
杯水之敬,杯水之谢
步斗踏罡,步罡踏斗
冲锋陷阵,出生入死
昙花一现,电光火石
大批,大量
岑寂,沉寂
抵拒,抵挡
伐罪,讨伐
大海捞针,铁树开花
奔放,放恣
同床共枕,长枕大被
玷污,玷辱
德才兼备,才疏意广
茶饭不思,茶饭无心
仇恨,愤恨
铲去,铲平
断壁残垣,断壁颓垣
超以象外,超然物外
独断专行,闭门造车
单纯,纯净
浮现,表现
悲怆,颓唐
附属,附庸
不寒而栗,胆战心惊
富可敌国,富贵荣华
风和日丽,风和日丽
低头折节,摧眉折腰
贪吃,贪嘴
贪得无厌,贪惏无餍
榜样,范例
吐弃,放弃
悲泗淋漓,涕泗纵横
停息,停止
白天见鬼,白日见鬼
繁丝急管,繁弦急管
愁眉不展,愁眉锁眼
天网恢恢,天道好还
跗萼联芳,跗萼连晖
大意,大致
滔滔不绝,滔滔汩汩
台启,台览
推想,推求
抄写,钞写
垂手而得,触手可及
从军,服役
成立,扶植
天性,天资
不知进退,不知高低
凑合,对付
凋谢,凋零
别具一格,别出新裁
端本正源,端本澄源
推心置腹,赤诚待人
措施,步骤
发动,带动
地覆天翻,翻天覆地
变化不测,变化莫测
承先启后,承前启后
酬劳,酬报
保存,存储
短寿,短折
飞翔,飞舞
缚舌交唇,齰舌缄唇
偷合取容,偷合苟容
挑精拣肥,挑肥拣瘦
不但,不光
从容不迫,处之袒然
拨弄,摆布
冲锋陷阵,摧锋陷阵
饭店,饭馆
彬彬有礼,必恭必敬
大庭广众,稠人广坐
发射,放射
庇护,袒护
昌盛,繁荣
独断专行,称孤道寡
淡然置之,等闲视之
通告,通知
跌脚搥胸,顿足捶胸
停止,遏止
出死入生,赴汤蹈火
涕泪交加,涕泪交集
吊销,撤消
才气,本领
