敝绨恶粟,敝衣粝食
唇亡齿寒,巢倾卵破
打定,打算
冬日可爱,冬日夏云
不同,差别
风雨如晦,风雨如磐
布被瓦器,粗茶淡饭
出言无状,恶语伤人
凑趣,逢迎
笨蛋,蠢人
儿歌,童谣
城门失火,城门鱼殃
停泊,泊岸
头昏眼花,头晕目眩
雕章琢句,雕章缋句
拨乱反正,拨云见天
嘲讽,讽刺
胆小如豆,胆小如鼷
本末倒置,本末颠倒
二八年华,豆蔻年华
天差地远,天悬地隔
超以象外,超然象外
裁撤,除掉
痛之入骨,痛心入骨
恩威并济,恩威并行
啜泣,抽咽
暴乱,暴动
调整,调治
放肆,放荡
别具匠心,独辟蹊径
大胆,斗胆
拂拭,擦拭
耽延,耽搁
冲撞,冲犯
推脱,辞让
沉迷,陶醉
党羽,同党
次序,次第
别籍异财,别财异居
不相上下,八两半斤
大略,大约
奉为圭臬,奉为楷模
雕琢,雕饰
残毁,残毁
发奋,奋勉
天壤之别,天差地远
吐哺捉发,吐哺握发
富埒王侯,富有天下
颠倒是非,颠倒黑白
风流倜傥,风流跌宕
放浪形骸,放荡不羁
挺拔,特立
抱薪救火,抱薪救焚
噩梦,恶梦
独占,独吞
分门别类,比物连类
丁宁,打发
天灾人祸,飞灾横祸
偷盗,盗窃
挺立,特立
促使,推动
土地,地盘
比肩系踵,比肩继踵
大略,大要
粗犷,粗糙
防备,防御
特出,非常
推延,推迟
避坑落井,避阱入坑
烦嚣,纷扰
不徐不疾,不疾不徐
多才多艺,多材多艺
繁芜,错杂
操心,费心
坍台,塌台
打倒,颠覆
东奔西窜,东奔西逃
扼要,粗略
天才,禀赋
肤浅,菲薄
粉白黛绿,粉白黛黑
天资,本性
从容不迫,处之泰然
大势,大局
扶持,扶植
不识时务,不识时变
出格,特地
贪婪,贪念
变化无方,变幻莫测
道东说西,道西说东
停止,放任
擦掌磨拳,蠢蠢欲动
分辩,辩解
拔本塞源,本末倒置
得罪,触犯
太奶奶,曾祖母
不见圭角,不露锋芒
刀耕火种,刀耕火耘
不甚了了,不知所以
福不重至,福无双至
发言,谈话
奔走风尘,跋山涉水
调整,调理
北门之管,北门管钥
雕肝琢膂,雕肝镂肾
挫折,波折
畅所欲为,畅所欲言
宝刀不老,宝刀未老
财源,财路
遏制,遏止
粗茶淡饭,粗衣粝食
不法,犯罪
体例,体系
偷工减料,敷衍了事
博古通今,博学睿智
抚养,抚育
拜候,探望
踌躇,迟疑
同宗,本家
挑三拨四,挑三豁四
打得火热,打成一片
悲伤,颓丧
防御,防止
分派,分配
长篇大套,长篇大论
差别,差距
等第,等级
胆大心小,胆大心细
投机取巧,投机钻营
吊丧,吊祭
单薄,薄弱
东窗事发,图穷匕见
拖拉,拖沓
颓丧,颓败
翻山越岭,风餐露宿
弹指之间,电光石火
初试锋芒,初露锋芒
堕落,腐败
别具只眼,独具慧眼
填充,添补
促使,催促
传递,通报
逞强好胜,逞强称能
擦拳磨掌,蠢蠢欲动
尺度,标准
倡始,提倡
舛误,讹谬
砥砺名节,砥砺清节
凋谢,残落
方法,法子
发怒,愤怒
独具匠心,独出心裁
飞砂走石,飞砂转石
凤凰于飞,夫唱妇随
处之怡然,处之晏然
窜匿,逃避
腐化,腐烂
恬不知羞,恬不知耻
大快人心,痛快淋漓
法式,程序
不由自主,城下之盟
断圭碎璧,断缣零璧
插手,插足
吊唁,悼念
创痍满目,疮痍满目
唾手可取,唾手可得
曾经沧桑,饱经沧桑
别开生面,独出新裁
箪瓢屡空,箪瓢陋巷
不屑一顾,不念旧恶
防地,防线
拆字,测字
大意,粗略
大白,暴露
停辛伫苦,停辛贮苦
繁殖,繁衍
悲喜交集,百感交集
大力,鼎力
富庶,富饶
扮演,表演
豺狼当道,豺狼横道
同心同德,风雨同舟
不避汤火,赴汤蹈火
飞扬,飞腾
不见圭角,不露圭角
惨不忍睹,惨绝人寰
单人独马,单枪匹马
倡导,听任
凋落,雕残
天真无邪,天真烂漫
帮手,辅佐
不敢后人,不甘落后
避影匿形,避影敛迹
凋谢,雕零
不对,差池
同心协力,同心合力
大举,鼎力
多谋善断,当机立断
探讨,讨论
奋发蹈厉,蹈厉奋发
蜂屯蚁杂,蜂屯蚁聚
不亦乐乎,不可开交
大吃大喝,大快朵颐
童稚,童趣
东拼西凑,东挪西借
富人,富豪
唇揭齿寒,唇齿相依
同情,恻隐
避难所,避风港
初露头角,初露锋芒
冲荡,飞漱
悲哀,悲惨
懆急,烦躁
填充,补充
分开,分散
被褐怀玉,被褐怀珠
笔墨官司,笔枪纸弹
风光,风景
报答,报酬
发达,繁华
傍人篱壁,傍人门户
倘使,倘诺
体会,体认
通畅,通达
不愧屋漏,不欺屋漏
充实,充斥
同呼吸共命运,同命运共呼吸
探听,探问
代为说项,代人说项
出类拔萃,百里挑一
丹成相许,赤胆忠心
辩驳,驳斥
彼岸,此岸
腐朽,陈腐
不打自招,图穷匕见
痛快,称心
拜别,辞行
别开生面,独具一格
酬报,酬谢
出幽迁乔,出谷迁乔
谈笑自若,谈笑风生
大义灭亲,大公无私
不足为奇,多如牛毛
烦扰,纷扰
不期而然,出乎意料
付之一炬,付之丙丁
不徇私情,大义灭亲
悲催,悲剧
不知利害,不知进退
分辩,辨别
才情,才能
猜想,猜测
奔轶绝尘,奔逸绝尘
雕肝掐肾,雕肝镂肾
废除,捣毁
天壤之别,天悬地隔
同学,同砚
惩恶扬善,褒善贬恶
白嫩,白皙
粗劣,粗陋
纷至踏来,车水马龙
堂哉皇哉,堂而皇之
飞刍挽粒,飞刍挽粟
必需,必须
尘世,尘凡
耳熟能详,耳闻则诵
摧毁,粉碎
兵无常势,赌彩一掷
不寒而栗,胆颤心惊
东藏西躲,东躲西藏
耽搁,迟延
反目,反面
同伴,错误
头晕目眩,耳鸣目眩
担忧,操心
突出,超越
同乡,同亲
特有,独特
捕快,探员
条件,条款
称誉,表扬
奔驰,飞驰
富裕,敷裕
便服,常服
天翻地覆,翻天覆地
耳旁风,耳边风
分甘共苦,同心同德
特地,额外
藏踪秘迹,藏踪蹑迹
出现,发觉
洞穴,洞窟
贪生怕死,贪生畏死
揣摸,揣测
抱宝怀珍,抱瑜握瑾
比力,比较
吊民伐罪,除暴安良
大略,粗略
分摊,摊派
测试,测验
池鱼堂燕,池鱼林木
党首,党魁
叹息,叹气
鞭笞,鞭策
抚今追昔,谈古论今
保卫,抵御
方兴日盛,方兴未艾
特地,特殊
土崩瓦解,风声鹤唳
道貌俨然,道貌凛然
弹尽粮绝,濒临绝境
饱经沧桑,饱经风霜
粗劣,粗造
东迁西徙,东飘西徙
退却,退缩
成千上万,成千累万
岑寂,沉着冷静
夺职,褫职
代替,替换
二道贩子,贩夫贩妇
推求,猜测
拔山扛鼎,拔树撼山
诚心实意,诚心诚意
分明,大白
边疆,边陲
防卫,防止
本性,禀赋
不光,不单
嘲弄,调侃
把持,独揽
答允,答应
出一头地,出人头地
方今,而今
不假思索,不加思索
恩深义重,恩高义厚
采薪之忧,采薪之疾
店肆,店铺
白面书生,白面儒冠
草泽,草野
堵塞,断绝
体无完皮,体无完肤
他文笔流畅；故常～,代人捉刀
防守,防止
分庭抗礼,鼎足而立
发展,繁荣
土鸡瓦狗,土龙沐猴
嫡妻,德配
偷活,偷生
崇论吰议,崇论闳议
绰约多姿,绰约无比
宝贝,法宝
博览群书,博闻强识
不中听,不入耳
发聋振聩,醍醐灌顶
分别,分辨
二竖为灾,二竖为虐
饕口馋舌,饕餮之徒
长者,长辈
丰富多彩,多姿多彩
推测,猜测
布鼓雷门,班门弄斧
半路出家,半道出家
不约而合,不谋而合
推动,推进
持重,端庄
草草了事,草草收兵
雕刻,雕饰
低劣,卑劣
胆识,胆量
饿虎吞羊,饿虎扑食
摆脱,逃脱
从容不迫,待时而动
不负众望,不辱使命
反叛,反水
推陈出新,涤故更新
从此,此后
腾清,誊清
田庐,田里
风华正茂,风度翩翩
提纲挈领,提要钩玄
天之僇民,天之戮民
耻与为伍,耻与哙伍
波澜壮阔,波路壮阔
洞察其奸,洞烛其奸
奋发图强,奋发蹈厉
猜拳行令,猜枚行令
推广,推论
猖厥,猖狂
耳食之学,耳食之论
虫篆之技,雕虫小技
大醉,沉醉
体无完肤,遍体鳞伤
寸阴可惜,寸阴尺璧
不中抬举,不识抬举
兵连祸接,兵连祸结
提神,提防
土气,村炮
滔滔汩汩,滔滔滚滚
出言不逊,大言不惭
惦念,担心
本领,材干
发展,成长
卜夜卜昼,卜昼卜夜
罚款,罚金
杯觥交杂,杯觥交错
敦朴,诚实
东闪西挪,东闪西躲
敷衍塞责,敷衍搪塞
扶助,扶持
边境,边陲
猖狂,疯狂
推襟送抱,推诚相见
裁夺,顶多
辨别,辨认
变化无常,变幻无常
探听,探询
捕捉,逮捕
探访,访问
不分皂白,不管三七二十一
百折不回,百折不挠
倒退,停留
不断,不时
方兴未已,方滋未艾
繁华,繁荣
不法之徒,不逞之徒
涂歌里咏,涂歌里抃
贪官污吏,贪官蠹役
白云亲舍,白云孤飞
对比,比拟
不看僧面看佛面,不看金面看佛面
打草惊蛇,风吹草动
唾弃,放弃
待人处世,待人接物
仇恨,愤恚
探究,探索
抚育,捕鱼
到底,毕竟
擦脂抹粉,涂脂抹粉
传颂,称赞
同心同德,步调一致
扶摇直上,步步登高
伏贴,妥帖
不一而足,不壹而足
发回,发还
兵书,兵法
称王称伯,称王称霸
担当,负责
不安分,不安本分
大局,步地
腐败,贪污
拜将封侯,拜相封侯
分裂,对立
庇护,蔽护
怠慢,薄待
添加,补充
吐露,暴露
波涛,波澜
投宿,投寄
大庭广众,稠人广众
天资,天赋
分外,特地
筹商,筹议
打架,斗殴
从戎,参军
摊开,放开
透亮,透明
处分,惩罚
替古人担忧,替古人耽忧
充裕,敷裕
产品,产物
并吞,霸占
低头哈腰,点头哈腰
放手,放胆
不休,不竭
复蹈其辙,复蹈前辙
称呼,称说
璧赵,璧还
班荆道故,班荆道旧
不问不闻,不闻不问
铁板铜琶,铜琶铁板
百年不遇,铁树开花
不知就里,不知所以
成群结队,辍毫栖牍
炽烈,炽热
条理不清,颠三倒四
天摇地动,天旋地转
单身,独身
同日而言,同日而论
打听,探问
村塾,村学
挑三嫌四,挑三拣四
低劣,差劲
独具只眼,独具慧眼
成群结队,成群逐队
敌意,歹意
达人,达者
沉重,繁重
杜诗韩文,杜诗韩笔
暴露,透露
偷鸡摸狗,拔葵啖枣
地点,处所
同气连枝,同舟共济
初度,初次
调治,调解
嘲弄,嘲笑
出人头地,出头露面
扶正祛邪,扶正黜邪
推诿,辞让
风云,风波
通令,通饬
百思不解,百思莫解
佛口蛇心,包藏祸心
白日升天,白日飞升
别离,辞别
迟笨,迟缓
反应,反馈
代庖,代理
代办,代理
办理,统治
冲击,挫折
佛头加秽,佛头着粪
搪塞,敷衍
晨光,晨曦
滴水不漏,点水不漏
德隆望尊,德高望重
不打自招,此地无银三百两
乘兴而来,大煞风景
纷乱,纷扰
探究,讨论
变化多端,波谲云诡
调动,调遣
沧海桑田,白云苍狗
恩德,恩情
拖堂,拖课
分歧,差异
病国殃民,病民蛊国
睹景伤情,触目伤怀
仓库,堆栈
充分,敷裕
包孕,包括
拆卸,摧毁
保留,宝石
八街九陌,大街小巷
奉迎,逢迎
头昏脑闷,头晕目眩
韬光灭迹,韬光隐迹
不知高低,不识高低
抄写,抄录
不惑之年,豆蔻年华
探访,探询
长久,长远
嘈杂,烦嚣
复返,返回
惨酷,残暴
保票,包票
妇人醇酒,醇酒妇人
愤慨,愤激
丑恶,丑陋
充满,充足
天真烂漫,天真烂缦
博学多才,博览群书
彻上彻下,承上启下
丢卒保车,丢车保帅
废除,撤消
倒持干戈,倒持戈矛
风烛之年,风烛残年
凤凰于飞,凤皇于蜚
讨恶剪暴,讨恶翦暴
特殊,独特
不分轩轾,等量齐观
不理不睬,不瞅不睬
付之东流,荡然无存
不合时宜,不达时宜
不时,常常
非难,驳诘
拔本塞原,拔本塞源
串连,通同
凋零,腐臭
厕纸,草纸
成就,成果
才智,才调
耳染目濡,耳濡目染
不成体统,不拘小节
发财,发达
百年不遇,百年难遇
啜菽饮水,歠菽饮水
不自量力,螳臂挡车
沉痛,痛苦
百孔千疮,遍体鳞伤
透明,通明
办理,操持
宠爱,疼爱
焚膏继晷,通宵达旦
东游西荡,东游西逛
倒退,退却
粲花之舌,粲花之论
体认,体验
道貌俨然,道貌岸然
称扬,称道
同室操戈,同床异梦
闭明塞聪,闭目塞听
当前,方今
断齑块粥,断齑画粥
反躬自问,抚躬自问
博古通今,博学强记
分外,非分
尘土,尘埃
出卖,出售
大相径庭,天差地别
电掣星驰,电掣风驰
斗筲之人,斗筲之器
乘间伺隙,乘间抵隙
不知死活,不知进退
并行不悖,并驾齐驱
不可估量,不可衡量
不必介意,不足介意
粗心大意,粗枝大叶
不修边幅,不拘小节
聪慧,聪敏
推举,推选
卑宫菲食,菲食卑宫
不厌其详,不厌求详
不易之论,不经之谈
大义灭亲,铁面无私
东海扬尘,天翻地覆
贪馋,饕餮
投鼠之忌,投鼠忌器
场合,场所
层峦叠嶂,崇山峻岭
多量,大批
不高兴,痛苦
大张旗鼓,扯旗放炮
不才,鄙人
头等,头路
废除,拆除
跋山涉水,餐风露宿
拆除,撤除
繁芜,纷乱
辩白,辩解
撤离,撤退
充盈,充裕
产业,财富
富可敌国,富埒王侯
扶危济困,扶弱抑强
出类拔萃,超群绝伦
撤消,除掉
不名一文,赤贫如洗
丰满,丰盈
土话,方言
提要,撮要
兑换,承兑
博带褒衣,褒衣博带
躲避,逃匿
残毁,残缺
抱令守律,抱残守缺
放纵,放肆
不声不响,不声不气
倒戈,投降
分离,分辨
堂堂正正,大公无私成语
推托,辞让
二三其德,二三其意
触景生怀,触景生情
叹息,叹惜
撤除,除掉
低头,垂头
忖度,猜度
懂得,通晓
发展,发育
大处落墨,大处落笔
摈弃,放弃
奉为神明,奉如神明
不知高低,初生牛犊
促成,促进
地面,大地
颓唐,颓废
大惑不解,百思不解
鼎成龙升,鼎成龙去
头陀,梵衲
推测,揣测
土头土脑,土气
春风得意,春风满面
尺布斗粟,斗粟尺布
持久,长期
别树一帜,独树一帜
分列,陈列
才干,才气
趁夥打劫,趁火打劫
推诿,退却
防微杜渐,防萌杜渐
畅达,畅通
秃子,秃顶
呈报,陈诉
偷工减料,粗制滥造
天昏地暗,飞沙走石
呆子,蠢人
刀耕火耘,刀耕火耨
鄙夷,鄙视
打情骂俏,打情骂趣
负老提幼,负老携幼
处罚,惩办
大骂,痛骂
沉沦,沉迷
丁宁,叮嘱
驳倒,驳斥
偷盗,偷窃
刁滑,刁顽
体会,体验
对牛弹琴,对牛鼓簧
才貌双全,才貌超群
船主,船长
鞭挞,鞭笞
点火,焚烧
放任,放弃
黜幽陟明,黜幽陟明
低沉,低落
捣乱,捣鬼
底细,本相
蚍蜉撼树,螳螂挡车
插科使砌,插科打诨
趁势收篷,趁势落篷
杜门不出,韬光养晦
挺直,笔直
补偏救弊,补苴罅漏
分工,单干
蛾眉皓齿,蛾眉螓首
逃匿,逃避
处理,惩罚
幡然悔悟,翻然改悔
出类拔萃,超尘拔俗
愁眉苦眼,愁眉苦脸
防微杜衅,防萌杜渐
表里相合,表里相应
才能,材干
不乏其人,不计其数
非常,额外
停车,泊车
腾云跨风,腾云驾雾
不测之忧,不测之祸
悲哀,悲戚
残缺不全,百孔千疮
称道,表扬
调整,调解
必定,必然
不以为奇,不足为奇
凋落,凋零
田夫野叟,田夫野老
分拨,分派
田单,田契
扶携,提携
诚心,陈恳
分布,分散
不亢不卑,不卑不亢
同舟共济,风雨同舟
不刊之论,不刊之说
东挪西借,东挪西撮
布列,成列
不知所云,吞吞吐吐
番笕,肥皂
不合,不对
不屈,不平
废止,铲除
出乎意料,出乎预料
低三下四,低声下气
风和日丽,风和日暖
倡始,倡导
不辞劳怨,不辞劳苦
慈悲,慈爱
多量,大量
倒打一耙,恩将仇报
持盈保泰,持盈守成
推断,揣度
捶胸顿足,槌胸蹋地
沸反盈天,沸反连天
差池,差错
太甚,太过
八面见光,得心应手
出人意料,出其不意
不相往来,不相闻问
涕泗横流,涕泪交垂
持刀动杖,持刀执棍
不知起倒,不识起倒
寸晷,寸阴
不存不济,半死不活
编著,编辑
诽谤,贬抑
不快,烦恼
大体,大要
不动声色,泰然自若
耳濡目染,耳熏目染
丹方,方子
天天向上,成年累月
撤除,除去
沉闷,烦闷
凡人,凡夫
摈斥,摒除
拔山举鼎,拔山扛鼎
废品,废物
不快,烦闷
悲哀,颓丧
别具一格,独具一格
复杂,繁杂词语
掂斤播两,颠斤播两
常例,常规
妥善,妥帖
敌对,敌视
倒行逆施,本末倒置
倒戈,背叛
天下一家,天下为公
甜津津,甜滋滋
反咬一口,反面无情
不得要领,博士买驴
不可名状,不可言状
单纯,纯正
偷换,掉包
倘佯,徜徉
查察,查看
天地诛灭,天诛地灭
独到,独特
颓落,颓败
托钵,讨饭
涤秽布新,除旧布新
耽误,迟误
吞并,并吞
版图,邦畿
沉沦,耽溺
出现,表现
得意洋洋,抬头挺胸
否认,抵赖
丰厚,丰盛
保存,存在
蚍蜉撼树,螳臂挡车
徒劳往返,徒劳无功
出息,长进
恶意,敌意
不事边幅,不修边幅
推断,推测
揣摩,猜度
悲恸,悲痛
得步进步,贪得无厌
不在话下,不言而喻
背井离乡,颠沛流离
特别,额外
刀光剑影,刀光血影
辨别,辩认
戳破,点破
不修边幅,吊尔郎当
抱冤,抱屈
田连仟佰,田连阡陌
不一而足,不计其数
纯朴,纯碎
唾弃,摒弃
体面,场合
风貌,风采
愁肠九转,愁肠寸断
发抖,哆嗦
变嫌,变调
天灾地变,天灾地孽
吵架,翻脸
愤世嫉俗,愤世疾俗
触景伤心,触景生情
才疏学浅,赐墙及肩
不可估量,揣摩不透
窜匿,躲藏
不可开交,短兵相接
飞沙扬砾,飞砂扬砾
长命,长寿
听任,提倡
奋勇前进,奋发图强
沉李浮瓜,浮瓜沉李
聪惠,聪敏
团体,大众
饱以老拳,饱飨老拳
抵偿,补偿
天长日久,长此以往
吵杂,烦扰
同日而语,同日而道
怅然若失,百感交集
不相上下,分庭抗礼
调剂,调度
串通,巴结
标志,标识
才力,才略
不吝珠玉,不吝赐教
怅然,恻然
东诓西骗,东诳西骗
发扬,表现
同心同德,同甘共苦
得体,端庄
别具一格,别有风味
大发雷霆,忿然作色
对症下药,对症发药
单独,独立
透彻,透辟
统治,统辖
大器小用,大材小用
博古通今,博览古今
佃农,佃户
百折不挠,百折不移
彼众我寡,敌众我寡
探求,揣测
采取,采用
百感交集,百端交集
刺目,刺眼
大略,粗心
从容不迫,措置裕如
当心,把稳
摆架子,摆老资格
访候,访问
创制,创造
承当,担当
跋山涉川,跋山涉水
独出心裁,独辟蹊径
烦琐,繁琐
奉求,拜托
不自量力,蚍蜉撼树
通天大邑,通都大邑
佃户,田户
不可言喻,不堪言状
打扮,扮装
出奇划策,出谋划策
拜访,探问
不得善终,天诛地灭
推却,推绝
东征西讨,东讨西伐
停止,罢手
天崩地裂,天翻地覆
风刀雪剑,风刀霜剑
烦闷,纷扰
不管三七二十一,不顾一切
传为佳话,传为美谈
帮忙,帮手
打手势,打手式
贪得无厌,贪猥无厌
悲痛,沉痛
鞭长不及,鞭长莫及
忖度,揣摸
地主之谊,地主之谊
承当,担任
不赏之功,丰功伟绩
并驾齐驱,比翼双飞
悲痛,痛切
标新取异,标新领异
抚摩,抚摸
办理,处理
谈天论地,谈天说地
打探,探听
博识洽闻,博闻多识
团结一心,通力合作
聪明伶俐,聪明智慧
发号布令,发号施令
风中残烛,风前残烛
唇齿相依,巢倾卵破
吹毛索疵,吹毛索瘢
八面玲珑,八面见光
储备,储蓄
多数,大都
倒闭,崩溃
方今,此刻
崇论宏议,崇论闳议
春意盎然,春深似海
停下,停驻
处处,遍地
复杂,繁琐
博览群书,才高八斗
出场,退场
保养,调理
发现,发生
策划,策动
北门之管,北门锁钥
担惊受怕,提心吊胆
低沉,颓丧
代庖,代替
灯蛾扑火,飞蛾扑火
头先,头里
不胜桮杓,不胜酒力
地点,场所
猜度,猜想
愤世嫉俗,愤时嫉俗
场地,场所
地道,纯粹
东扯西拉,谈天说地
大约,大要
出席,参加
条记,笔记
丢弃,丢掉
打死老虎,打落水狗
匪石匪席,柏舟之誓
贬谪,贬黜
反求诸己,反躬自省
不和,顶牛
嗤笑,讽刺
从长商议,从长计议
残忍,粗暴
沧海桑田,翻天覆地
撤销,撤除
躲避,遁入
坌鸟先飞,笨鸟先飞
洞察一切,洞若观火
纯正,纯粹
仓卒,匆促
同侪,同辈
变化无常,变化无方
特等,独特
雕虫末伎,雕虫末技
变动,变化
推测,揣度
乘其不备,趁其不备
保持,把持
创制,成立
东央西告,东央西浼
耳食之见,耳食之论
条件,条目
不劳而获,不稼不穑
蚍蜉撼树,螳臂当车
斗艳争芳,斗艳争辉
悲痛欲绝,痛不欲生
被逼无奈,逼上梁山
别具一格,标新立异
不折不挠,百折不挠
徒然,顿然
贪婪无厌,贪婪无餍
白头偕老,白头到老
不定,大概
冲撞,触犯
短促,短暂
包庇,袒护
吞吃,吞噬
对比,比较
德隆望重,德高望重
不足为奇,层见迭出
比物丑类,比物连类
得不偿失,得不酬失
八面后珑,得心应手
天壤之别,天渊之别
豆萁燃豆,豆萁相煎
发誓,赌咒
痛不欲生,痛哭流涕
悲凉,悲惨
拔山扛鼎,拔山盖世
同日而论,同日而语
富有,富裕
半路,半途
飞流短长,飞短流长
储存,储藏
长枕大衾,长枕大被
从头到尾,从头至尾
村庄,村落
放恣,放浪
调风弄月,谈情说爱
冰冻三尺，非一日之寒,铁杵磨针
春笋怒发,春风得意
耳濡目染,耳熟能详
髫龄,龆年
饱练世故,饱谙世故
飞沙走石,飞砂走石
从来,本来
不拘小节,吊儿郎当
叱咤风云,叱嗟风云
富贵,繁华
颓垣废井,颓垣败井
睹景伤情,触景伤情
胆小如鼠,胆小如鼷
东趋西步,背道而驰
办事,服务
齿牙为猾,齿牙之猾
成亲,成家
同甘共苦,团结一心
成群结党,成群集党
才貌出众,才貌双全
长辔远御,长辔远驭
捣蛋,捣鬼
大展经纶,大显身手
背负,负担
愁云满面,愁眉不展
打破,突破
封豕长蛇,毒蛇猛兽
才高行厚,才高行洁
不合时宜,陈词滥调
访谒,访问
出生,出身
拌合,搀合
充斥,充满
奉公不阿,奉公守法
伴随,奉陪
薄幸,薄情
幅员,版图
巴头探脑,探头探脑
不睦,顶牛
挞伐,讨伐
词穷理屈,辞穷理屈
恩典,恩惠
大雨如注,大雨滂沱
床上施床,床下安床
冲克,冲撞
大发雷霆,暴跳如雷
推托,辞谢
奋起,抖擞
草木皆兵,风兵草甲
不仅,不光
分崩离析,豆剖瓜分
别具肺肠,独辟蹊径
杜渐防萌,防患未然
挑衅,挑逗
敌视,鄙视
便宜从事,便宜行事
独占鳌头,独霸一方
便宜,甜头
发端,发轫
不对,舛错
灯红酒绿,醇酒妇人
烦恼,烦闷
残余,残存
车马填门,车马盈门
成就,成效
避重就轻,避重逐轻
凋零,腐烂
超等,超级
担雪塞井,担雪填河
底死谩生,抵死谩生
废寝忘食,焚膏继晷
大度,大方
繁杂,繁芜
停止,停滞
从属,附属
恩威并用,恩威并行
拜望,访候
烦恼,烦懑
冲破,打破
包含,包孕
天赋,禀赋
百闻不如一见,耳闻不如目见
当兵,投军
放荡,猖狂
传扬,传播
本色,本质
头昏脑眩,头昏脑眩
恩威并用,恩威并着
贩夫走卒,贩夫驺卒
吃力,费劲
不时之需,备而不用
抵制,抵御
多如牛毛,层见迭出
统帅,统带
得意,风光
不法之徒,不轨之徒
图书馆,藏书楼
烦扰,烦躁
风云人物,风流人物
担惊受怕,耽惊受怕
废弃,废除
避免,防止
措手不及,猝不及防
抵抗,抵触
单子,单据
卑劣,卑贱
不事修饰,不事边幅
复杂,繁复
凡夫俗子,凡桃俗李
从兄弟,堂兄弟
抚心自问,抚躬自问
繁荣,蕃昌
杜门不出,韬匮藏珠
天外,太空
叮嘱,打法
带月披星,餐风宿露
分手,分离
不以为然,嗤之以鼻
宠嬖,宠爱
地区,地域
反脸无情,反面无情
充裕,富裕
粉妆玉砌,粉装玉琢
揣度,揣摸
繁盛,繁茂
不胜枚举,不遑枚举
参差,错落
大量,端相
同德一心,同心同德
天府之国,天府之土
才气,材干
不拘小节,拓落不羁
嗤笑,耻笑
不伦不类,不僧不俗
独当一面,独立自主
田父献曝,负暄之献
探望,访候
富丽,璀璨
把握,操纵
恶徒,歹徒
磋议,筹商
产生,出现
别树一帜,别树一旗
冯唐已老,冯唐易老
打击,防碍
蚍蜉戴盆,蚍蜉撼树
防卫,防守
抱瓮出灌,抱瓮灌圆
风前残烛,风烛残年
发达,昌隆
才智,本领
齿如含贝,齿如齐贝
储备,储藏
纷至沓来,车水马龙
保持,保留
惨不忍闻,耳不忍闻
倍道兼进,倍道而进
创巨痛仍,创巨痛深
不由自主,不能自已
传闻,听说
财殚力尽,财殚力竭
打家劫舍,打家截舍
分茅胙土,分茅锡土
传说,听说
夫子,夫役
不择手段,不择生冷
当机立断,操刀必割
奋斗,斗争
不知轻重,不识高低
创立,扶植
操奇逐赢,操赢致奇
大方,风雅
吩咐,调派
添油加醋,添盐着醋
半途而废,半途而返
德性,道德
板上钉钉,铁板钉钉
大富大贵,大红大紫
充裕,饱满
百孔千疮,赤地千里
土崩瓦解,豆剖瓜分
打算,筹划
惦念,惦记
风格,风致
停刊,停版
产生,爆发
发愤忘食,发愤忘餐
忐忑不安,踧踖不安
才力,才智
层见叠出,层见迭出
匆促,匆忙
添枝加叶,添枝增叶
愁眉苦脸,蹙额愁眉
戴天蹐地,戴玄履黄
独木不成林,独木不林
螭魅罔两,魑魅罔两
哺养,捕鱼
夫唱妇随,此唱彼和
风景,风物
出乎意料,出其不意
发展,发达
腐朽,腐败
调整,调节
倒横直竖,颠三倒四
大煞风景,焚琴煮鹤
弹指之间,曾几何时
丰富,复杂
鼎足而三,鼎足而立
特等,非凡
茶余酒后,茶余饭后
誊录,钞写
恻然,愁然
撤消,撤除
剥削,抽剥
大概,粗略
大动干戈,大张挞伐
大刀阔斧,大张旗鼓
饿殍遍野,饿莩遍野
废除,铲除
分别,差别
搀抢,搀枪
大纲,提要
步步高升,百尺竿头
独具匠心,独辟蹊径
调治,调节
多事之秋,多灾多难
不单,不只
锋芒毕露,锋芒逼人
出言无状,大吹大擂
本末倒置,蝉翼为重
沉迷,耽溺
发动,策动
不习水土,不服水土
标新立异,标新竞异
发号出令,发号施令
白搭,白费
怫郁,愤慨
同日而言,同日而语
阐幽抉微,阐幽明微
倡议,提倡
对付,敷衍
东碰西撞,东走西撞
八纮同轨,天下一统
东零西散,东零西落
翻滚,翻腾
出于无奈,必不得已
愁云满面,愁眉锁眼
步调,程序
初出茅庐,初露头角
慈爱,慈祥
天性,天赋
奋勉,奋发
彻内彻外,彻里至外
填充,填补
斗劲,比较
悲恸,痛哭
出售,贩卖
发动,发起
风行,风靡
餐风宿水,餐风宿露
怆然泪下,怆然涕下
动摇,波动
天打雷击,天打雷劈
不折不扣,彻头彻尾
法外施仁,法外施恩
并头莲,并蒂莲
齿如齐贝,齿若编贝
不可思议,不堪设想
出人意外,出其不意
带月披星,餐风饮露
粉身灰骨,粉身碎骨
拜候,探访
点火,点燃
出类拔萃,天下无双
嘲讽,耻笑
才华出众,才华盖世
差池,错误
担当,担负
不动声色,不露声色
不胫而走,风行一时
定命,定数
沉着,沉稳
特地,特意
分析,阐述
不落俗套,标新立异
厕足其间,厕身其间
出人意料,出人意表
不合,分歧
唇齿相依,耳不离腮
匪夷所思,咄咄怪事
豆分瓜剖,豆剖瓜分
晨光熹微,晨曦微露
包围,包抄
弹冠相庆,额手称庆
