剧本,脚本
无伤大体,无伤大雅
舐犊之爱,舐犊情深
无声无息,默默无闻
区域,地域
庞谧,箕踞
大相径庭,天差地别
图为不轨,居心叵测
守猎,狩猎
电掣星驰,电掣风驰
啼饥号寒,贫病交加
得心应手,熟能生巧
呆滞,机械
斗筲之人,斗筲之器
祸患,祸殃
机警,警惕
平缓,平静
抉剔,挑剔
穷苦,贫困
民脂民膏,民膏民脂
建树,树立
生活,糊口
怀才不遇,骥服盐车
趋承,趋附
胆战心惊,面无人色
担心,记挂
诘屈磝碻,诘屈聱牙
世界,天下
挽回,解救
评头论足,说三道四
魂灵,魂魄
偏斜,偏私
受孕,怀孕
惦记,牵挂
含垢包羞,含垢忍辱
谋图不轨,谋逆不轨
无所不晓,无所不通
推举,推选
拒人于千里之外,拒人千里
埋没,泯没
升堂入室,登堂入室
商讨,商酌
尽心尽力,憔神悴力
大量,洪量
大义灭亲,铁面无私
坚定,坚强
委顿,疲劳
精制,精良
偏执,偏激
式子,式样
东海扬尘,天翻地覆
贪馋,饕餮
抛荒,荒废
投鼠之忌,投鼠忌器
见微知类,见微知著
聚积,麇集
稳妥,稳当
胡说八道,胡说白道
侵夺,侵掠
少安毋躁,稍安毋躁
多量,大批
大众,群众
九牛一毛,太仓稊米
头等,头路
怙恶不悛,文过饰非
减少,省略
失败,曲折
戒备,警觉
奴颜婢膝,奴颜媚骨
哗啦啦,哗拉拉
情景,气象
和善,和蔼
合力攻敌,同仇敌忾
好景不常,好景不长
交口称赞,颂声载道
呆板,木讷
缅怀,记念
侵略,侵袭
撵走,驱除
模样,神态
拾人涕唾,拾人牙慧
急迫,迫切
坚强不屈,坚贞不渝
内幕,底蕴
群策群力,通力合作
丹书铁契,誓书铁卷
胡卢提,葫芦提
几何,好多
截然不同,迥乎不同
深不可测,神秘莫测
沃田,沃畴
汪洋恣肆,汪洋自恣
文字,翰墨
大刀阔斧,闻风而动
全盘,完全
活路,活门
堆积,聚集
说念,道
丧胆销魂,亡魂丧胆
曲缩,蜷缩
截鹤续凫,断鹤续凫
躲避,逃匿
好看,面子
崴蕤,葳蓁
疏忽,轻佻
扼要,简要
气概不凡,顶天立地
朴素,简朴
目中无人,目空一切
买卖,交易
江郎才尽,泯然众矣
会合,集结
忽地,猛然
焦急,焦虑
莫逆之交,金兰之契
倒戈,投降
合作,同盟
堂堂正正,大公无私成语
怀铅提椠,怀铅握椠
声气相投,声气相求
桀傲不恭,桀骜不逊
怒斥,痛斥
二三其德,二三其意
轻佻,轻狂
上升,上涨
交付,托付
教育,教训
叹息,叹惜
事宜,适当
娇小,微小
外行,生手
动手,起头
停工,收工
墨守成规,顽固不化
死不瞑目,死不闭目
惦念,记挂
俊丽,俊美
懂得,通晓
欢蹦乱跳,活蹦乱跳
大处落墨,大处落笔
强盛,旺盛
及锋而试,捷足先得
上天入地,踢天弄井
囊中物,瓮中鳖
疏弃,荒疏
突然,蓦地
地面,大地
京城,畿辇
颓唐,颓废
机器,机械
视下如伤,视人如伤
吻合,契合
酣嬉淋漓,酣畅淋漓
忙活,忙碌
解铃系铃,解铃还需系铃人
鼎成龙升,鼎成龙去
纹丝不动,闻风不动
奇异,特异
树立,设立
歪打正着,误打误撞
妄图,计划
地势,局势
挥金如土,挥霍无度
望而生畏,退避三舍
手到拈来,手到擒来
晦暗,黑暗
土头土脑,土气
谨小慎微,谨言慎行
无懈可击,无隙可乘
何啻,岂止
片甲不存,片甲无存
万事亨通,吉祥如意
妄自尊大,师心自用
倾轧,排除
平白无故,平白无辜
惊慌失措,湿魂洛魄
含血喷人,恶语中伤
借古讽今,含沙射影
娇傲,骄矜
问这问那,问长问短
亲切,贴近
焦金流石,燋金烁石
盘点,盘货
叫好,喝彩
推诿,退却
节省,节约
侍者,酒保
怙恶不悛,文过
劫掠,打劫
明了,明确
品头论足,品头题足
秃子,秃顶
名存实亡,徒负虚名
倒霉,晦气
巨人长德,钜人长德
太平,平静
大街小巷,街头巷尾
大略,疏忽
水滴石穿,滴水石穿
巧取豪夺,敲榨勒索
含含糊糊,模棱两可
刀耕火耘,刀耕火耨
疾苦,艰难
打情骂俏,打情骂趣
识途老马,驾轻就熟
坚忍,坚贞
侮辱,欺凌
度量,气量
金刚努目,青面獠牙
善长,特长
散步,漫步
大骂,痛骂
咄咄逼人,气势汹汹
无误,精确
剜肉医疮,挖肉补疮
删繁就简,芟繁就简
丁宁,叮嘱
权宜之计,缓兵之计
世易时移,事过境迁
偷盗,偷窃
警惕,警戒
刁滑,刁顽
当劳之急,迫在眉睫
逆天悖理,逆天违理
体会,体验
羝羊触藩,进退两难
对牛弹琴,对牛鼓簧
轻巧,轻快
玩弄,调侃
团圆,聚积
免除,解任
海屋添筹,海屋筹添
悍戾,蛮横
宛如,彷佛
熟习,熟谙
视为儿戏,视同儿戏
疲惫不堪,筋疲力尽
会集,集结
是是非非,是非曲直
低沉,低落
捣乱,捣鬼
大作,鸿文
坚持不懈,坚持不渝
掘地寻天,磨砖成镜
窘迫,贫窭
含笑九泉,死而无憾
偶而,无意
千疮百孔,满目疮痍
前俯后仰,哄堂大笑
其实难副,名不副实
结交,结识
闻名遐尔,鼎鼎大名
花天酒地,荒淫无道
怒气冲天,怒火中烧
机灵,精灵
威吓,恫吓
杜门不出,韬光养晦
努力,接力
得当,恰当
温和,温存
七上八下,忐忑不定
怕硬欺软,欺软怕硬
没大没小,目无尊长
冒冒失失,失张冒势
决一死战,决一雌雄
含混,混沌
三生有幸,洪福齐天
欢呼雀跃,欢欣鼓舞
蛾眉皓齿,蛾眉螓首
逃匿,逃避
岁月,韶华
同流合污,随俗浮沉
虽死犹荣,虽败犹荣
上任,就任
十拿九稳,稳操胜算
举世无双,当世无双
京都,首都
激勉,激发
坚定,顽固
毁灭,灭亡
思贤若渴,求贤若渴
讲授,讲解
万众一心,集腋成裘
精彩,精粹
审查,审阅
温柔,讲理
期侮,欺负
惊恐万状,皇皇不可终日
七零八落,乌七八糟
鸡皮鹤发,鸡肤鹤发
损失,耗损
聚拢,集合
讪谤,诋毁
搔首弄姿,水性杨花
瘦弱,衰老
嫁狗逐狗,嫁鸡逐鸡
微不足道,微乎其微
输肝写胆,输肝沥胆
牵记,纪念
摩登,美丽
墨客骚人,骚人墨客
昏暗,漆黑
腾云跨风,腾云驾雾
其势汹汹,饿虎扑食
疲乏,疲劳
递次,顺序
截发留宾,投辖留宾
忽略,漠视
敲榨勒索,敲诈勒索
奴婢,奴隶
玩忽,疏忽
镌刻,雕刻
气充志骄,气骄志满
斗量车载,汗牛充栋
调整,调解
境遇,碰到
精制,精细
凋落,凋零
违法,违纪
田夫野叟,田夫野老
机敏,机灵
田单,田契
名望,身分
亲密,亲热
情感,情绪
妻子,浑家
得手,顺利
弥天大罪,滔天罪行
敬爱,景仰
恢弘,盛大
畿辇,首都
万事亨通,万事如意
翘足引领,翘首引领
黄钟毁弃,黄钟长弃
俊美,美丽
唾面自干,逆来顺受
东挪西借,东挪西撮
时髦,漂后
鸡飞狗窜,鸡飞狗走
动乱,骚动
猬缩,畏惧
侵夺,抢夺
神不守舍,魂飞魄散
唯命是听,敬谨如命
闪动,闪灼
倒打一耙,混淆是非
无所不为,无所不施
腼颜人世,靦颜人世
畏首畏尾,胆小如鼠
扫除,驱逐
哪里,那边
寂寞,寂然
声名狼藉,身败名裂
畿辇,神都
商榷,商谈
叹为观止,拍案叫绝
没精打彩,萎靡不振
危如悬卵,危如累卵
低三下四,低声下气
缉拿,缉捕
多量,大量
失利,铩羽
好友,密友
史书,汗青
浓妆艳抹,浓装艳抹
强壮,矫健
倒打一耙,恩将仇报
海浪,海潮
减价,降价
拖累,牵连
多数,无数
聚会,聚集
太甚,太过
穷困,贫寒
藐视,轻蔑
屈驾,枉驾
惬意,舒服
忐忑不安,盲人摸象
无间可乘,无隙可乘
井井有序,井然有序
死而不悔,死而无悔
千头万绪,槃根错节
面誉背毁,面誉背非
刹那,片时
合作,配合
弄柳拈花,拈花惹草
接收,接纳
前程万里,锦绣前程
荆棘塞途,荆棘载途
涕泗横流,涕泪交垂
红颜浅薄,红颜薄命
忽略,忽视
截发留宾,截发锉藳
平和,温顺
生不逢辰,生不遇时
得心应手,手挥目送
教师,教授
善长,拿手
海中捞月,海底捞针
岁月,年代
大体,大要
弥天大谎,漫天大谎
片刻,片霎
五光十色,五花八门
剖析,明白
难舍难分,难舍难离
卖俏行奸,卖俏迎奸
生死与共,生死相许
耳濡目染,耳熏目染
戢鳞委翅,戢鳞潜翼
平心静气,态度冷静
弥山亘野,弥山遍野
慢条斯礼,慢腾斯礼
去粗取精,取精用宏
末了,末端
金钱万能,钱可通神
艰苦,艰辛
横行霸道,胡作非为
回文,回环
混蛋,王八蛋
神差鬼使,神差鬼遣
坚韧不拔,矢志不移
痛苦,难受
抵赖,狡赖
掂斤播两,颠斤播两
头领,首领
深入,深刻
冒失鬼,失魂鱼
得当,适宜
妥善,妥帖
深厚,深奥
实行,施行
亡故,死亡
三更半夜,深更半夜
敌对,敌视
及第,登科
局促不安,忐忑不安
假如,假设
屈曲,盘曲
天下一家,天下为公
话语,谈话
堆集,积蓄
即刻,登时
无所顾忌,无所顾惮
聚集,集合
沆瀣一气,狐群狗党
五色缤纷,五颜六色
气焰嚣张,肆无忌惮
打定,盘算
敬而远之,敬若神明
明哲保身,见死不救
神头鬼脸,神头鬼面
庆祝,道喜
甜津津,甜滋滋
伸展,伸张
顺利,顺遂
结驷列骑,结驷连骑
手无寸刃,手无寸铁
坚强,强项
军人,甲士
接二连三,接踵而至
神使鬼差,神差鬼遣
五颜六色,色彩斑斓
精粹,精美
千里寄鹅毛,千里送鹅毛
时值,物价
偷换,掉包
碰面,见面
嘉勉,奖励
没上没下,没大没小
鹤立鸡群,鹤行鸡群
顽皮贼骨,顽皮赖骨
书翰,函件
山穷水尽,弹尽粮绝
天地诛灭,天诛地灭
独到,独特
颓落,颓败
托钵,讨饭
缩短,降低
全体,群众
东奔西走,四海为家
片刻,片晌
厚实,建壮
坏人,歹人
见德思齐,见贤思齐
生理,生计
亲切,接近
卷曲,弯曲
得意洋洋,抬头挺胸
灭此朝食,破釜沉舟
区别,鉴识
徒劳往返,徒劳无功
倾向,偏向
恶意,敌意
实在,的确
东歪西倒,横七竖八
大意,马虎
推断,推测
坚持不懈,坚韧不拔
商量,探讨
匿伏,埋伏
交恶,决裂
花言巧语,轻诺寡信
和衷共济,通力合作
山高水险,艰难险阻
水火无交,水米无交
天灾人祸,洪水猛兽
得步进步,贪得无厌
忘恩负义,数典忘宗
积雪囊萤,聚萤映雪
大白,清爽
登时,速即
收尾,结尾
特别,额外
和蔼,温和
唯我独尊,目空一切
刀光剑影,刀光血影
和蔼可亲,平易近民
水滴石穿,磨杵成针
蹑手蹑脚,轻手轻脚
田连仟佰,田连阡陌
片言之语,片言只字
商讨,接头
划船,荡舟
奸滑,奸诈
千均一发,岌岌可危
美观,面子
患难与共,患难之交
欺负,污辱
市廛,市肆
天灾地变,天灾地孽
难以启齿,难言之隐
忸忸捏捏忸怩作态,忸怩不安
美好,美满
请示,请问
大局,景象
合家欢乐,天伦之乐
斯斯文文,温文尔雅
亲人,恩人
四处,随地
舒畅,舒适
山清水秀,湖光山色
申谢,道谢
文过饰非,涂脂抹粉
马入华山,马放南山
搜集,汇集
收效,生效
岁终,年末
凝合,凝聚
飘茵堕溷,飘茵落溷
时候,时间
大模大样,旁若无人
大量,审察
无缘无故,莫明其妙
死而后已,鞠躬尽瘁
屈从,抵抗
坚定不移,坚忍不拔
失约,爽约
假如,淌若
聚萤映雪,集萤映雪
花招,花样
听任,提倡
名不副实,名过其实
丧生,物化
全球,寰球
坚硬,强硬
温柔,轻柔
精湛,精熟
团体,大众
潜移默化,默转潜移
毛病,缺欠
横行霸道,肆无忌惮
使者,使臣
生吞活剥,生搬硬套
惊心动魄,毛骨悚然
气概,气派
挪用,调用
少间,顷刻
同日而语,同日而道
倾注,倾泻
判断,断定
调剂,调度
设身处地,身临其境
侵占,侵扰
扇枕温席,扇枕温衾
念念,思
乞丐,叫花子
欢乐,欢畅
漫无止境,贪得无厌
收集,网络
投亲靠友,求亲靠友
通晓,邃晓
忽略,纰漏
全部,统统
大难,浩劫
憬悟,觉悟
目生,陌生
委托,寄托
东诓西骗,东诳西骗
敬授人时,敬授民时
顺理成章,马到成功
吉光片羽,无价之宝
借客报仇,探丸借客
就任,就职
问安视寝,问寝视膳
同心同德,同甘共苦
怀想,缅想
文书,文告
思念,缅怀
凋零,衰落
得体,端庄
万世之师,万世师表
惠临,惠顾
披肝露胆,披露肝胆
舍身求法,铁面无私
盛名,闻名
汗流浃背,浃背汗流
疏弃,荒废
危坐,端坐
堂倌,跑堂
憨厚,敦朴
色鬼,色魔
决断,顶多
刀枪入库,散马休牛
拍案叫绝,拍桌惊叹
对症下药,对症发药
怠忽,疏忽
努力,极力
打定,计划
书函,书牍
单独,独立
丝毫,涓滴
地势,局面
透彻,透辟
目不斜视,目不邪视
倔强,坚决
统治,统辖
大器小用,大材小用
佃农,佃户
大概,马虎
和善,温暖
侨民,外侨
拳拳盛意,深情厚意
举手之劳,手到拈来
今天,即日
见风使舵,随声附和
十万火急,十二金牌
艰难,麻烦
好好先生,明哲保身
桀敖不驯,桀骜不驯
殊涂同致,殊途一致
拾人牙慧,随声附和
妙技,技能
毁约,爽约
欢腾,欢跃
神龙见首,神龙见首不见尾
命途多舛,时乖命蹇
茅屋,茅庐
徘徊,耽搁
商议,接头
千均一发,死里逃生
蔚成风气,蔚然成风
牝鸡晨鸣,牝鸡牡鸣
大材小用,怀才不遇
浓妆艳抹,花枝招展
久远,好久
无忧无虑,无虑无忧
豪放,豪爽
幻术,魔术
无可争辩,无可置疑
水准,水平
没精打采,精疲力竭
唯我独尊,妄自尊大
囫囵吞枣,生吞活剥
大方,美丽
确立,竖立
事势,局势
狠劲,玩命
手法,手腕
授与,接受
委屈,屈身
味同嚼蜡,平淡无味
七步成章,七步成诗
伟大,浩大
巨头,巨擘
东山再起,卷土而来
大名鼎鼎,威名远播
计划,计议
哪里,那处
好高骛远,舍近求远
年事,年纪
民众,群众
威德兼施,恩威并用
渺小,眇小
独出心裁,独辟蹊径
全体,团体
全神倾注,全神关注
伎俩,技巧
活龙活现,绘身绘色
名山大川,名胜古迹
岁月,时刻
窘境,逆境
取笑,打诨
通天大邑,通都大邑
佃户,田户
忽然,陡然
坚忍,将强
紧要,首要
烘托,陪衬
全盘,全面
加剧,加重
和睦,善良
推却,推绝
惟我独尊,目空四海
神号鬼哭,神嚎鬼哭
东征西讨,东讨西伐
望梅止渴,说梅止渴
假如,假诺
浓装艳裹,花枝招展
大彻大悟,豁然开朗
惬意,舒适
和缓,温和
见地,见识
年老,年迈
生吞活剥,生拉硬扯
何去何从,听之任之
无极,混沌
天崩地裂,天翻地覆
弯曲,盘曲
亲爱,敬仰
会集,汇集
面容,面目
毫不在意,满不在乎
打诨,讥笑
惊慌失措,面无人色
迷离徜恍,迷离惝恍
收工,竣工
满堂彩,满堂红
打手势,打手式
委婉,间接
腾云驾雾,驾雾腾云
九死无悔,坚持不懈
劲敌,强敌
贪得无厌,贪猥无厌
惊恐万状,胆战心惊
什围伍攻,十围五攻
丧胆游魂,亡魂丧胆
投机取巧,见风转舵
无功受禄,无功而禄
沁人心肺,沁入心脾
集中,鸠集
擅长,特长
漂亮,美丽
侵犯,进犯
气势,气概
厚颜无耻,恬不知耻
基础,底子
动怒,起火
大谬不然,荒诞不经
晶体,鉴戒
地主之谊,地主之谊
呶呶不休,滔滔不绝
气冲冲,气鼓鼓
横暴,狠恶
独具只眼,见微知著
墙内开花墙外香,墙里开花墙外香
停歇,苏息
就义,捐躯
平心而论,弄虚作假
思前想后,绞尽脑汁
悔不当初,悔之不及
无与伦比,无与类比
打扫,清扫
谈天论地,谈天说地
深湛,精深
目瞪口呆,目瞪口歪
取代,庖代
埋头,潜心
无机可乘,无隙可乘
竣事,结束
打探,探听
危急,紧急
囊空如洗,身无分文
美味,适口
妄诞,荒唐
团结一心,通力合作
伟大,宏伟
惊心动魄,惊魂动魄
怒目圆睁,金刚怒目
侮辱,欺压
七高八低,崎岖不平
接收,经受
杀马毁车,毁车杀马
监督,监视
缄口不言,钳口结舌
借约,欠据
哄堂大笑,捧腹大笑
昏花,模糊
穷苦,艰难
多数,大都
邯郸学步,邯郸重步
昏暗,晦暗
枪林刀树,枪林弹雨
俊俏,俊美
华陀再世,妙手回春
婚姻,婚配
屏蔽,屏障
党同伐异,结党营私
停下,停驻
目定口呆,目瞪口张
价值连城,无价之宝
太仓一粟,情系沧海
前仰后合,前合后仰
蔑视,藐视
回忆,记念
轻飘飘,飘飘然
美好,美妙
伟大,宏壮
还朴反古,还淳返朴
今是昔非,今是昨非
缄口不言,默默无言
民和年丰,民和年稔
代替,庖代
欢天喜地,欢欣鼓舞
担惊受怕,提心吊胆
低沉,颓丧
代庖,代替
凝结,凝聚
举措失当,对牛弹琴
头先,头里
瓦解,破裂
交恶,闹翻
为非作歹,胆大妄为
宁静,寂然
旗开得胜,首战告捷
手足无措,胆颤心惊
确凿不移,铁案如山
东扯西拉,谈天说地
大约,大要
事不宜迟,时不我待
和缓,温存
时刻,期间
丢弃,丢掉
打死老虎,打落水狗
叫好,喝采
三亲六故,亲朋好友
举贤任能,唯才是举
山清水秀,山青水秀
交谈,攀谈
机智,机灵
荆棘丛生,荆棘载途
收成,收货
上帝,天主
躲避,遁入
洞察一切,洞若观火
内行,好手
河鱼腹疾,跑肚拉稀
尽头,极度
赔罪,道歉
交口称誉,拍案叫绝
同侪,同辈
帝城,畿辇
特等,独特
雕虫末伎,雕虫末技
拘捕,逮捕
和煦,和谐
教学,教悔
建立,建造
含羞,腼腆
南辕北辙,戴盆望天
偷香窃玉,韩寿偷香
精致,精良
怒发冲冠,怒气冲天
门可罗雀,门庭若市
就地,马上
东央西告,东央西浼
怠倦,疲倦
大发雷霆,怒发冲冠
妄想,贪图
欺诈,欺骗
耳食之见,耳食之论
建设,配置
寂然无声,肃然无声
十室九空,饿殍遍野
思考,思虑
条件,条目
扫除,排出
惊愕失色,惊慌失措
室如悬磬,环堵萧然
精诚贯日,精贯白日
瞒上欺下,瞒天过海
斗艳争芳,斗艳争辉
底蕴,黑幕
欢娱,欢快
俭约,节省
世间,红尘
污蔑,诬陷
神秘,秘密
权臣,权贵
倾轧,排挤
清除,肃除
深厚,深挚
生活,生涯
名震一时,声誉鹊起
徒然,顿然
豁然大悟,豁然开悟
宛如,宛若
头等,甲第
境地,田产
岁月,时间
贪婪无厌,贪婪无餍
横暴,蛮横
三年五载,年复一年
探索,搜索
填补,弥补
泥船渡河,泥菩萨过江
决胜千里,稳操胜算
七尺之躯,五尺男儿
蜕化,蜕变
衰弱,铩羽
束修自好,束身自修
短促,短暂
击节称赏,拍案叫绝
岁入,岁收
培养,培育
吞吃,吞噬
十雨五风,十风五雨
年高德劭,德隆望尊
危于累卵,间不容发
俭朴,节减
无计可奈,无计奈何
蛙鸣蚓叫,蛙鸣鸱叫
叫嚣,叫嚷
德隆望重,德高望重
当前,目今
名扬四海,名满天下
缩头缩脑,缩手缩脚
呼吸相通,命运与共
俊秀,美丽
声势浩大,轰轰烈烈
恬不知耻,满不在乎
会议,体会
梢公,舵手
三言两语,三言二语
取信,守信
危言耸听,骇人闻听
排斥异己,排除异己
得不偿失,得不酬失
托词,藉词
头子,首领
天壤之别,天渊之别
潜移默化,近朱者赤
混乱,芜乱
十拏九稳,稳操胜算
豆萁燃豆,豆萁相煎
披星戴月,水宿风餐
情投意合,气味相投
痛不欲生,痛哭流涕
平居,平时
窘迫,贫乏
惊悸,惊慌
皎白,结拜
同日而论,同日而语
企图,打定
沃野千里,通都大邑
帝京,畿辇
神魂颠倒,精神恍惚
惠临,驾临
石投大海,石沉大海
慰问,请安
合情合理,惬心贵当
泣不成声,痛哭流涕
荆棘满途,荆棘载途
调风弄月,谈情说爱
神色自若,面不改色
后代,后辈
哂笑,讥笑
倏忽,遽然
前列,前线
名誉,声誉
见风驶舵,顺水推舟
精明,精通
坚苦,艰辛
铭刻心骨,铭心镂骨
耳濡目染,耳熟能详
髫龄,龆年
叫化,求乞
亲切,亲昵
肆意,随意
建筑,设备
权利,权柄
花样繁多,花样翻新
偏护,回护
生硬,结巴
颓垣废井,颓垣败井
前边,前面
晃然大悟,豁然大悟
天真烂漫,活泼可爱
拖拉,磨蹭
胆小如鼠,胆小如鼷
停息,平息
诋毁,谴责
时分,时间
当仁不让,身临其境
说短论长,说长道短
会商,商讨
搜集,收罗
觊幸,觊觎
山穷水尽,断港绝潢
恰当,稳当
努力,勤劳
亡故,断命
二三其德,见异思迁
万事大吉,大功告成
面缚舆榇,面缚衔璧
刀枪入库,海不扬波
惊慌失措,束手无策
天昏地暗,昏天黑地
生存,糊口
同甘共苦,团结一心
琼浆,美酒
和尚,头陀
片文只字,片言只字
军号,号角
墨客骚人,文人墨客
唾骂,批评
坏处,缺陷
眉飞色舞,神动色飞
气呼呼,气鼓鼓
坚如盘石,坚如磐石
威势赫赫,气势汹汹
骄矜,骄贵
失魂落魄,魂飞天外
妻儿老小,妻儿老少
捣蛋,捣鬼
华丽,绮丽
完工,竣工
大展经纶,大显身手
浩大,盛大
忽略,怠忽
黑乎乎,黑魆魆
调皮,顽皮
济困扶危,锦上添花
会聚,汇注
三媒六证,明媒正娶
好友,朋友
遣散,驱散
欢喜,欢娱
和缓,温顺
四体不勤,无所事事
教授,教练
挖苦,讥笑
目无余子,目空四海
拍手称快,皆大欢喜
忽地,突然
亲密,接近
完成,实现
叫嚣,呐喊
合并,团结
打破,突破
虎落平川,虎落平阳
含笑九泉,含笑入地
气宇,气度
积蓄,积贮
攀援,攀附
疾速,神速
确切,确实
活神活现,活龙活现
手艺,技术
大相径庭,迥然不同
含蓄,婉转
烹调,烹饪
轰隆,霹雳
打理,收拾
誓山盟海,誓海盟山
评释,说明
假使,即使
好似,好比
千言万语,千语万言
熟睡,甜睡
沐雨栉风,沐雨梳风
娓娓动听,娓娓道来
合适,适宜
傻里傻气,傻里巴机
徘徊,盘桓
挞伐,讨伐
虎落平阳,蛟龙失水
恩典,恩惠
海底捞月,海底捞针
攀登,攀高
大雨如注,大雨滂沱
纠纷,纠缠
屈服,投诚
画栋雕梁,雕梁画柱
民俗,民风
尾随,随同
前卫,前锋
你死我活,势不两立
师长,教授
磨练,锻练
散步,踱步
剿抚兼施,恩威并重
接续,继续
水患,水灾
截止,截至
善心,善意
举目无亲,踽踽独行
泾渭不分,莫伪莫辨
挑衅,挑逗
怀金拖紫,怀黄佩紫
说一不二,金口玉牙
厚谊,情谊
孰不可忍,拍案而起
目所未睹,见所未见
简洁,精炼
独占鳌头,独霸一方
害羞,畏羞
举案齐眉,鸿案相庄
奇伎淫巧,奇技淫巧
守身如玉,洁身自好
完全,齐全
污浊,浑浊
气宇轩昂,精神抖擞
拼凑,聚集
朴实,节约
眷恋,眷顾
噤若寒蝉,默默无声
守信,践约
勤苦,忙
内人,内助
颂扬,颂赞
判断,剖断
青云直上,青霄直上
担雪塞井,担雪填河
底死谩生,抵死谩生
大度,大方
始终不渝,海誓山盟
哪里,那儿
全部,扫数
妙不可言,妙趣横生
停止,停滞
恰巧,碰巧
明后,晶莹
眠花宿柳,眠花藉柳
实践,推行
丧魂落魄,惊慌失措
外观,外貌
恩威并用,恩威并行
骈首就系,骈首就逮
惟一,独一
决绝,拒绝
枉费心机,枉费心计
猛虎下山,饿虎扑食
狡如脱兔,矫若游龙
怠缓,缓慢
密集,群集
难堪,难过
话语,说话
崎岖,逶迤
唾弃,舍弃
当兵,投军
牛头不对马嘴,答非所问
低洼,崎岖
谋为不轨,谋图不轨
头昏脑眩,头昏脑眩
搜罗,搜集
恩威并用,恩威并着
清晰,清爽
同心协力,披肝沥胆
京师,首都
万古长春,万古长青
畿辇,神京
切当,妥当
潜逃,逃窜
倾盆,滂湃
期望,生机
抉目吴门,抉目悬门
东奔西走,萍踪浪迹
剧烈,猛烈
欺悔,欺负
抵制,抵御
买牛息戈,卖剑买牛
目不知书,目不识书
急不择路,慌不择路
武器,火器
枉口拔舌,枉口诳舌
统帅,统带
聚积,集中
店保,铺保
死后,身后
决窍,窍门
所行无忌,明火执仗
动身,启航
假充,假意
事过境迁,物是人非
骄奢放逸,骄奢淫泆
强抢,抢掠
担惊受怕,耽惊受怕
怒目,横眉
衰落,退步
恼怒,恼火
天各一方,山陬海澨
和气,和顺
惟我独尊,目无余子
迷失,迷离
污秽,肮脏
机关,结构
呕心沥血,煞费苦心
度外之人,素昧平生
伤害,欺侮
神魂颠倒,魂牵梦萦
合手,握
合同,条约
灯红酒绿,荒淫无度
抵抗,抵触
撒播,散布
单子,单据
清醒,苏醒
年高德勋,德隆望尊
买卖,贸易
扞卫,护卫
说三道四,说长话短
横三竖四,颠三倒四
物化,逝世
亲密无间,耳不离腮
欧美,泰西
健步如飞,大步流星
切磋琢磨,推本溯源
禁止,禁绝
全部,十足
减少,缩短
浓妆淡抹,浓抹淡妆
省俭,节约
唯妙,曼妙
品头评足,说三道四
单枪匹马,无依无靠
千钧一发,岌岌可危
极端,特别
浅显,浅薄
少许,极少
千秋万载,积年累月
危言耸听,骇人听闻
君命,圣旨
大块朵颐,食前方丈
揭示,透露
妄图,打算
举义,起义
检修,检验
平凡,平庸
舍本逐末,轻重倒置
精心,经心
万般,千般
杜门不出,韬匮藏珠
寂静,阒然
短文,随笔
无丝有线,无私有弊
得心应手,挥洒自如
天外,太空
叮嘱,打法
守口如瓶,讳莫如深
迷奚,迷希
死而复生,起死回生
迷惑,迷茫
偏幸,偏爱
浓密,深刻
敬终慎始,谨小慎微
杀绝,袪除
碎屑,碎片
为民除害,替天行道
好梦难圆,好梦难成
尸体,尸骸
删繁就简,简明扼要
地区,地域
忽略,无视
体验,经验
侵夺,抢劫
扇枕温衾,扇枕温被
急于求成,迫不及待
丁宁,交代
没精打采,精疲力尽
会面,碰面
对天盟誓,歃血为盟
横行霸道,独霸一方
精力,精神
军舰,艨艟
恩人,朋友
大量,端相
同德一心,同心同德
天府之国,天府之土
降临,驾临
秘诀,诀要
举动,举止
名实难副,名过其实
轻财好义,轻财重义
沁人肺腑,清沁肺腑
梦境,黑甜乡
精神奕奕,精神焕发
借据,借条
瘦骨嶙峋,鸡骨支床
横亘,横跨
舒坦,舒畅
独当一面,独立自主
和议,和谈
无情无义,绝情绝义
望风披靡,望风而靡
乞食,讨饭
五彩斑斓,五颜六色
实在,确切
无远不届,无远弗届
是非黑白,青红皂白
接连不断,绵绵不绝
气喘吁吁,气喘如牛
箝口,缄口
恶徒,歹徒
见兔顾犬,迷途知返
就教,请示
丢盔弃甲,弃甲丢盔
洪水,洪流
冥思苦想,冥思苦索
巨制鸿篇,鸿篇巨制
悄悄,静静
亲睦,和蔼
数典忘祖,邯郸学步
恃势欺人,欺善怕恶
恰当,适合
清澄,清澈
时乖运拙,时乖运蹇
宁愿,情愿
景仰,神往
倾诉,诉说
门口罗雀,门堪罗雀
南山有鸟,南辕北辙
内心,实质
侵吞,侵扰
攀高结贵,趋炎附势
前进,进取
焦灼,紧张
碰运气,试试看
禁圉,禁御
清晰,清楚
涸辙之鱼,涸辙之鲋
机变如神,机智善变
懂得,清晰
闪动,闪耀
摔倒,跌倒
随地,随处
漫不经心,视若无睹
回顾,回首
借口,砌词
女中丈夫,巾帼须眉
活龙活现,绘影绘声
谬论,谬误
借口,饰辞
积羽沉舟,群轻折轴
地动山摇,山摇地动
史册,汗青
很是,极度
命在旦夕,命在朝夕
何处,那儿
威胁利诱,威逼利诱
屈从,盲从
名誉扫地,威信扫地
急公好义,见义勇为
打家劫舍,打家截舍
决定,定夺
惊呀,骇怪
判若天渊,天差地别
