剧本,脚本
打击,还击
弹冠振衣,弹冠振衿
欢乐,欢跃
哄堂大笑,烘堂大笑
熟寝,熟睡
批驳,评述
剔透,晶莹
锦营花阵,锦阵花营
目击,目睹
嫡亲,近亲
和风,微风
平平常常,平平淡淡
惟上是从,惟命是从
惊恐,惊险
外行人,门外汉
栖流所,难民营
抖擞,焕发
岁月,时光
名堂,技俩
亲呢,亲密
上路,起程
生计,糊口
万象更新,耳目一新
怯弱,怯生生
每况愈下,等而下之
水底纳瓜,水里纳瓜
混沌,蒙胧
患难,祸殃
海涵,见原
大力,肆意
亲密,甜蜜
活龙活现,维妙维肖
奴仆,奴隶
得陇望蜀,获陇望蜀
同归殊途,殊途同归
拒人千里,距人千里
投降,纳降
神不守舍,魂不守舍
掉以轻心,漠然置之
丢魂失魄,慌慌张张
盘算,计算
德行,道德
抵抗,违抗
华丽,奢侈
七情六欲,四大皆空
猬缩,退却
卖空买空,投机取巧
取缔,打消
借客报仇,借身报仇
三等九格,三等九般
坚如盘石,颠扑不破
回想,回首
君王,帝王
商议,商量
实现,杀青
恶衣粝食,恶衣菲食
启程,启航
事实,底细
泾渭不分,黑白不分
名垂万古,名垂千古
失当,欠妥
鸠夺鹊巢,鸠居鹊巢
惊涛骇浪,鲸波鳄浪
决裂,闹翻
手段,技能
穷形尽相,绘声绘色
到底,结果
花香鸟语,鸟语花香
省吃俭用,节衣缩食
奇妙,奇迹
犬牙交错,犬牙相制
机关,架构
鸡飞狗窜,鸡飞狗跳
煽惑,煽诱
巨流,洪流
轻车减从,轻车简从
嚎天动地,嚎天喊地
皇皇不可终日,闻风丧胆
首尾相援,首尾相救
忌日,忌辰
坚苦,艰巨
内争,内哄
豁然大悟,豁然省悟
紊乱,芜杂
怙恶不悛,怙恶不改
悚惶,惶恐
批准,答应
磨练,锻炼
取水,汲水
弥天大谎,迷天大谎
决断,判定
室如悬磬,家徒壁立
缄口不言,缄口无言
同气连枝,和衷共济
汇合,集合
屈从,屈服
片文只字,片言只语
教授,教诲
精华,精美
吐哺握发,挥沐吐餐
何啻,何止
童颜鹤发,鹤发童颜
冒失,唐突
大好河山,锦绣河山
户限为穿,门庭若市
殁,没意思
唾骂,毁谤
世代相传,代代相传
机谋,权略
松弛,随便
天时地利,得天独厚
排挤,排斥
望岫息心,望峰息心
鸡犬不惊,鸡犬无惊
收缩,缩短
漫不经心,视而不见
攀援,攀爬
担当,担纲
坚信,深信
四战之国,四战之国
检核,检点
咄咄逼人,气焰万丈
崛起,突起
涕泗横流,涕泪交流
微薄,浅薄
描摹,描绘
诗人,骚人
甜言蜜语,蜜口剑腹
遁名匿迹,遁身远迹
盼愿,盼望
劝服,说服
居利思义,见利思义
品格,品行
居功自傲,居功自恃
会合,汇合
实质,实际
横行无忌,横行霸道
简便,简捷
单方,片面
器宇轩昂,神采飞扬
积重难返,积非成是
恒河沙数,数不胜数
回旋,回荡
疲困,疲顿
南征北战,南征北讨
末梢,末端
蔑视,贱视
难分难舍,难割难舍
接于眼前,近在眉睫
灭绝,绝技
推舟于陆,罔水行舟
好施小慧,好行小惠
东食西宿,贪得无厌
借鉴,鉴戒
京关,畿辇
殊形诡状,殊形诡色
势利小人,跳梁小丑
亡在旦夕,危在旦夕
五彩斑斓,色彩缤纷
墨守成规,溺于旧闻
万全之策,万全之计
继古开今,继往开来
免得,省得
摩砺以须,磨厉以须
托辞,遁辞
即速,马上
寂然,清静
明白,邃晓
得陇望蜀,贪得无厌
急竹繁丝,急管繁弦
东床,女婿
剜肉做疮,剜肉生疮
妙手,能手
上吊,投缳
条理不清,胡言乱语
九死一生,逃出生天
晶体,警戒
全豹,统统
机密,机要
倒置,颠倒
怒形于色,怒目切齿
少焉,顷刻
尽力,死力
投掷,抛掷
拖延,耽搁
河鱼之疾,河鱼腹疾
披心沥血,披肝沥血
鲸波鼍浪,鲸涛鼍浪
检查,检讨
俄顷,片时
式样,神态
无法无天,肆无忌惮
条理不清,胡说八道
偷盗,盗取
视如陌路,视若路人
大家,大师
收场,结局
平安,清静
搭伙,结伙
沁人心肺,沁人心脾
搜查,搜索
失信,失期
妥帖,恰当
三教九流,五行八作
俄顷,片晌
判决,判断
死人,死尸
减弱,减轻
判断,推断
敦促,督促
培养,提拔
晚生,晚辈
危在旦夕,间不容发
全盘,通盘
结识,踏实
聚会,聚合
家殷人足,家衍人给
旁若无人,目空一切
文雅,时髦
庆祝,贺喜
道听途说,齐东野语
平和,清静
东飘西徙,东飘西荡
街谈巷说,街谈市语
驽马十舍,驽马十驾
完成,竣工
通畅,通行
亲睦,和好
多事生非,好管闲事
欢天喜地,铺天盖地
黄袍加体,黄袍加身
岁首,年初
十万火急,迫不及待
普遍,集体
明显,赫然
体贴入微,无微不至
时异事殊,时移世易
姣好,美丽
积攒,积累
借袒铫挥,旁敲侧击
后继乏人,后继无人
其后,后来
挺身而出,马不停蹄
庖丁解牛,得心应手
深耕易耨,精耕细作
和好,和蔼
厚古薄今,慕古薄今
同病相怜,同舟共济
匿迹潜形,匿迹隐形
无法可想,束手无策
挑三嫌四,挑三检四
漂泊,漂浮
惊慌失措,惊慌失色
叹为观止,蔚为大观
通人,通儒
千状万态,千状万端
泰山压卵,螳臂当车
号啕,嚎啕
四周,地方
推崇,提倡
疲精竭力,精疲力竭
排沙简金,排沙见金
计日以俟,计日而俟
全豹,完全
卖弄风骚,搔头弄姿
企图,祈望
家给人足,家给民足
寂静,深沉
勉强,委屈
魂飞天外,魄散九霄
后进,晚进
挽救,排解
简便,轻省
头绪,条理
回乡,还乡
会晤,会面
说长道短,说黑道白
刀上超生,刀下留人
打抱不平,见义勇为
群集,聚集
尽心竭力,扑心扑肝
头破血流,皮破血流
箪食瓢饮,节衣缩食
亲切,疏远
平展,平整
恩威并用,恩怨了了
目力,视力
记忆,记忆
雕刻,雕塑
取笑,讥讽
坏心,恶意
滴水穿石,锲而不舍
大体,大约
妄言妄语,胡言乱语
守正不回,守正不移
事实,究竟
图利,谋利
匠心独具,独出心裁
弄虚作假,盗名欺世
俊丽,俊俏
青云之志,鸿鹄之志
清撤,清澄
去粗取精,沙里淘金
昏黄,黄晕
担任,担当
神魂摇荡,神魂飘荡
万壑绵延,千山万壑
挑拨离间,火上浇油
街谈巷议,街谈巷语
动身,启程
危急,迫切
稽察,稽查
东闪西挪,躲躲闪闪
天崩地坼,天崩地裂
大逆不道,死有余辜
合营,团结
寒噤,寒颤
坚忍,坚硬
大作,盛行
虎落平阳,蛟龙得水
逃窜,逃跑
同心合力,同舟共济
切断,堵截
捐赠,施舍
山穷水尽,穷途末路
婉言,婉词
无可置疑,无可置辩
生涯,生计
派遣,调派
僧人,沙门
和气,讲理
大漠,沙漠
大力声讨,大张挞伐
大方,精致
坚持不懈,锲而不舍
监工,督工
沵沵,沵澷
前俯后仰,前俯后合
漠不关心,视而不见
停止,甩手
默认,默许
激扬清浊,激浊扬清
坚毅,顽强
急惊风撞着慢郎中,急惊风遇着慢郎中
耽搁,逗留
刀枪入库,卖剑买牛
倘若,假如
蓬门筚户,衡门圭窦
精通,能干
东道之宜,地主之谊
体贴,温柔
商榷,计议
吉光片羽,吉光片裘
经由,经过
会合,会集
缔结,鉴定
外强中干,外强中瘠
代办,署理
河伯,河神
同伴,搭档
外号,花名
拘押,羁系
推行,践诺
大白,透露
简练,精粹
撒谎,说谎
接管,收受
万般无奈,无能为力
善于,特长
明目张胆,肆无忌惮
天生,天赋
特别,特等
截然不同,迥然相异
宏伟,庞大
品级,等第
艰苦,艰难
体贴,眷注
所有,扫数
鸿泥雪爪,鸿爪留泥
好事多磨,节外生枝
揭竿而起,铤而走险
儗非其伦,拟非其伦
市井之徒,市井小民
积聚,聚积
地久天长,地老天荒
文章巨公,骚人墨客
回忆,记忆
接收,汲取
讲读,说
排除,解除
穷困,窘蹙
东拉西扯,断断续续
聚会,集会
枪决,枪毙
眉飞目舞,眉飞色舞
疲乏,疲倦
挥沐吐餐,握发吐哺
弘扬,推崇
剖判,剖析
吉人天相,大吉大利
束身自爱,洁身自爱
倘使,借使
计较,较量
起兴,起劲
盘桓,耽搁
强暴,狠恶
花样,花腔
三寸不烂之舌,三寸之舌
无一不知,无所不知
视死若归,视死若归
京城,都城
涸鱼得水,绝处逢生
顺序,顺次
爽性,索性
怯懦,懦夫
好意,盛情
寂静,默默
驱使,驱策
全神贯注,潜心关注
魂不附体,魂飞魄散
完美无缺,尽善尽美
缺欠,缺陷
胆小如豆,胆小如鼠
敬慕,景仰
密集,浓密
谦和,谦虚
解职,解聘
及笄年华,豆蔻年华
抵当,抵御
拘押,监禁
大汗淋漓,挥汗如雨
急速,速即
飘浮,飘荡
束缊请火,束缊还妇
位置,地点
文以明道,文以载道
聚积,荟萃
劈头,劈脸
熟睡,酣睡
回绝,拒绝
破费,花消
死气沉沉,没精打彩
侍役,跑堂
后顾之忧,黄雀在后
化险为夷,绝处逢生
瘦弱,衰弱
东施效颦,鸲鹆学舌
排泄,渗出
切磋,探究
事势,局面
威势赫赫,威风凛凛
明火执杖,肆无忌惮
亲密,情切
猛然,顿然
秋高气爽,秋高气肃
恍然大悟,顿开茅塞
琼枝玉叶,金枝玉叶
无可厚非,无可非议
四重境界,随俗浮沉
厚古薄今,颂古非今
披霜冒露,水宿风餐
面如傅粉,面如冠玉
恰好,适逢
聚拢,聚积
平和,耐心
汪洋自恣,汪洋自肆
呼朋引类,呼群结党
局面,排场
铭记,难忘
全部,全面
无可非议,未可厚非
洁净,洁白
进退维亟,进退维谷
坚毅,坚韧
合股,合资
情同手足,情同羊左
打草惊蛇,打草蛇惊
渗濑,渗癞
天才,天资
时候,时分
横眉努目,横眉怒视
刀光剑影,弹雨枪林
大发议论,大放厥词
善查,善茬
答应,答理
脾性,脾气
暖和,温柔
惊慌失措,泰然自若
损人利己,降志辱身
念,思念
金饰,饰物
忙中有失,忙中有错
抢救,救济
天作之合,秦晋之好
昙花一现,稍纵即逝
活剥生吞,生吞活剥
切肤之痛,同感身受
家无儋石,家无担石
恰好,恰恰
局面,气象
太监,寺人
蛮烟瘴雨,蛮烟瘴雾
刁滑,恶毒
外型,外延
僧人,和尚
和煦,温柔
宁为鸡口,鸡口牛后
藕断丝连,难舍难分
慕名而来,慕名而至
举鼎绝脰,举鼎绝膑
痛不欲生,痛定思痛
弥散,迷漫
实践,践诺
顶峰,颠峰
巨大,庞杂
无可置疑,无庸置辩
秘而不宣,秘而不泄
天差地别,天渊之别
大喊大叫,大声疾呼
抵挡,拒抗
松弛,疏漏
名不副实,名高难副
拘束,牵制
推崇,推许
今朝,当前
和善,平和
无垠,无际
停当,就绪
无精打彩,灰心丧气
伙伴,朋侪
卫兵,警卫
近年,频年
妥当,稳妥
厚实,结识
束手无策,黔驴之计
全力以赴,竭尽全力
三生有幸,吉星高照
拒接,推辞
见怪,见责
实施,实践
气势,魄力
替代,替换
声势浩大,气吞山河
尽心竭力,竭尽全力
坚强,坚毅
焕然大悟,豁然贯通
恩重丘山,恩重如山
片刻,瞬息
划粥割齑,划粥而食
倏忽,突然
世风日下,伤风败俗
推本溯源,溯流穷源
家喻户晓,门到户说
混同,混淆
体裁,文学体裁
单刀赴会,单枪匹马
没皮没脸,没脸没皮
价廉物美,物有所值
仆欧,侍者
吞吐其辞,吞吞吐吐
完全,统统
囚禁,监管
收离纠散,收离聚散
坚持,对持
精华,精彩
唆使,怂恿
外国货,进口货
三姑六婆,五亲六眷
省会,省城
结交,订交
片子,电影
会面,聚集
千钧一发,火烧眉毛
书信,书牍
晦涩,生涩
戴笠故交,贫贱之交
祸从口出,祸发齿牙
健旺,强壮
名不副实,声闻过情
海不扬波,海不波溢
魅力,魔力
体面,得体
境地,境界
明了,清楚
含沙射影,含血喷人
夙兴夜寐,起早贪黑
东扯西拉,海阔天空
清楚,通晓
惊骇,惶恐
陡然,顿然
漫天开价,漫天要价
无所畏惧,面不改容
挑唆,调拨
戒备,警惕
深奥,神秘
娇傲,骄气
毛举细务,毛举细故
排斥,排除
得寸进尺,贪心不足
情怀,情感
萎靡,颓唐
急急巴巴,急急忙忙
拖人下水,拖人落水
单方面,片面
叨教,请问
宦海浮沉,宦海风波
东倒西歪,前仰后合
匹配,配合
饿殍枕藉,饿殍遍野
名闻遐迩,鼎鼎有名
单一,单调
飘扬,飘舞
打劫,抢掠
坚定不移,砥柱中流
忸怩,汗下
名堂,花样
豢养,饲养
米珠薪贵,食玉炊桂
杀鸡儆猴,杀鸡吓猴
围魏救赵,声东击西
闻风而起,闻风远扬
为所欲为,无法无天
衰颓,颓丧
疏财仗义,疏财重义
土豪劣绅,皇亲国戚
往复,往还
面有菜色,面黄肌瘦
基础,底细
均分,平分
聚合,集中
得意扬扬,抬头挺胸
低眉顺眼,唯命是从
憬悟,觉醒
疼痛,疾苦
商榷,讨论
监仓,监牢
矢言,赌咒
密锣紧鼓,紧锣密鼓
狡滑,狡黠
衰败,衰退
瑟索,瑟缩
完竣,美满
道尽涂殚,道尽途殚
生番,蛮人
匹夫怀璧,怀璧其罪
天分,天性
丧气,颓败
豁然大悟,豁然顿悟
海底捞针,石沉大海
怀金垂紫,怀银纡紫
得志,得意
潜藏,遁入
枉顾,枉驾
奸滑,奸险
千头万绪,盘根错节
借鉴,模仿
琼楼玉宇,雕梁画栋
巧妙,美妙
破旧不堪,破烂不堪
好奇,惊奇
头破血流,焦头烂额
夹杂,混合
无孔不入,见缝就钻
搜寻,搜索
锦绣乾坤,锦绣河山
收场,究竟
事理,情理
丁宁,叮咛
监仓,监狱
神采焕发,神采飞扬
代人捉刀,请人捉刀
教学,教授
金饰,首饰
大意,纰漏
集结,齐集
审问,鞠问
全力,尽力
经常,通常
九死一生,平安无事
号哭,痛哭
简易,简略
回收,回笼
五彩缤纷,花团锦簇
丧失,失掉
怒目圆睁,戟指怒目
技巧,技艺
害怕,畏俱
同心合力,和衷共济
上任,上台
年岁,年级
怦怦直跳,怦然心动
情同手足,深情厚意
能说会道,贫嘴贱舌
聚合,齐集
头头,头子
倒行逆施,无恶不作
天衣无缝,无缝天衣
五色斑斓,五色缤纷
惊惶失措,面不改色
黄发台背,黄发骀背
打法,调派
回拜,回访
听从,屈从
探寻,摸索
侵吞,侵略
情态,神态
对象,目的
名扬天下,鼎鼎有名
名不副实,徒负虚名
浅易,浅近
文书,文牍
豆蔻年华,黄花少年
捣乱,捣蛋
得寸进尺,得步进步
急不及待,急不可耐
唆使,嗾使
揭发,检举
失魂丧魄,失魂荡魄
平常,平素
侵夺,强抢
无边,无际
坚决,坚毅
交兵,交锋
探求,推求
食少事烦,食少事繁
紧急,进犯
胆子,胆量
模棱两可,模棱两端
豆剖瓜分,铜驼荆棘
生气,赌气
哆嗦,寒战
失意,失落
鼠窃狗偷,鼠窃狗盗
无拘无束,袒裼裸裎
地理,地舆
同仇敌忾,同仇敌慨
囊萤映雪,囊萤照雪
无边无垠,无远弗届
内外交困,焦头烂额
危害,损害
谈天说地,谈空说有
片纸只字,片言之语
讥刺,讥笑
喝彩,欢呼
是非不分,泾渭不分
东家,店主
大雅,精制
玩忽,轻忽
年尾,年底
矜智负能,矜能负才
头头,头目
恬不知愧,恬不知耻
时事,时势
皎洁,皎皎
害怕,忌惮
全副,全部
田园,田地
明珠投暗,明珠暗投
死字,逝世
怒发冲冠,怒火中烧
升迁,提升
聚积,集合
萌发,萌生
减省,节省
勤俭,检朴
颓废,颓靡
当行出色,登堂入室
厚实,强壮
首尾相接,首尾相继
山穷水尽,水穷山尽
外在,外表
温文儒雅,温文尔雅
探求,探讨
华美,绮丽
四平八稳,稳扎稳打
膨大,膨胀
偏向,偏差
瓮中捉鳖,稳操胜算
伟大,浩瀚
奸巧,奸险
万家灯火,灯火辉煌
呼天抢地,嚎啕大哭
说长论短,说长话短
后生可畏,少年老成
精细,精采
倘使,假设
浑浑噩噩,糊里糊涂
合意,对劲
吐弃,抛弃
面目一新,面目全非
稳固,稳定
同心,齐心
通后,通明
千里迢迢,天各一方
团体,大伙
头脑,脑子
东南之美,东南竹箭
事必躬亲,亲力亲为
刁滑,狡猾
时移世变,时移世易
进贤退佞,进贤退奸
失魂落魄,慌慌张张
怠倦,疲惫
动身,起身
德容言功,德言容功
伟岸,嵬峨
躲藏,闪避
宏放,豪迈
透彻,透顶
庞大,庞杂
清新,清爽
劈头,劈面
激辩,舌战
畏俱,胆怯
头昏目晕,头昏目眩
贪得无厌,贪滥无厌
轻快,轻飘
铁板钉钉,铁钉铁铆
推却,推卸
使令,驱使
首脑,首领
失算,失计
散漫,涣散
弯腰,鞠躬
批判,评论
危急,危机
五花八门,五颜六色
望风而逃,逃之夭夭
为止,截止
厚重,稳重
胜负,输赢
事不关己,漠不关心
嚼穿龈血,嚼齿穿龈
气宇轩昂,神采奕奕
刀刀见血,对症下药
惊惶,慌张
五彩缤纷,目迷五色
完结,解散
宛然,恰如
完成,达成
望而却步,畏葸不前
随俗沉浮,随俗浮沉
大方,摩登
水中捞月,水底捞月
晃动,晃荡
死尸,骸骨
哄人,骗人
尽忠报国,精忠报国
扑灭,毁灭
巨大,强壮
丢三拉四,丢三落四
环绕,盘绕
同意,订交
天渊之别,天渊之隔
纠合,结合
屈服,趋从
急促,急切
刀枪剑戟,枪刀剑戟
叨光,打搅
推卸,推辞
蓦然,陡然
凄凉,凄迷
推心置腹,推心致腹
坚韧不拔,始终不渝
生涩,艰涩
磨炼,陶冶
俄顷,刹那
胆颤心寒,胆颤心惊
精湛,精美
横眉怒目,气势汹汹
睡眠,睡觉
文武兼备,文武双全
雕心刻肾,雕肝刻肾
坚强,矍铄
水到渠成,马到成功
文不加点,文无加点
假设,淌若
好善嫉恶,好善恶恶
怠慢,虐待
伪饰,矫揉
文文莫莫,模棱两可
深入,潜入
尽兴,尽情
武士,武夫
平和,平安
神魂荡扬,神魂飞越
丧失,失却
碰壁,碰钉子
商谈,谈判
挑三拣四,挑肥拣瘦
进退两难,进退触篱
片言一字,片言只语
抵达,达到
亲密,疏远
声誉鹊起,身价百倍
媚惑,狐媚
明公正义,明公正气
贪欲无艺,贪贿无艺
屋漏不愧,衾影无愧
扑朔迷离,迷离恍惚
头颅,脑袋
回归,回来
俊秀,俏丽
好大喜功,好高骛远
往返,往还
解说,讲明
曲直,黑白
徒然,蓦地
回击,回手
默化潜移,默转潜移
清楚,清醒
时刻不忘,记忆犹新
决斗,角斗
海角天涯,海角天隅
皓齿娥眉,皓齿蛾眉
弥漫,漫溢
缺点,误差
大意,大约
痛快,舒坦
合伙,合资
借据,欠据
扞拒,抵挡
华侈,奢华
十二道金牌,十二金牌
敲诈,讹诈
懂得,清爽
无孔不入,无孔不钻
守信,守约
十丈软红,花花世界
生气勃勃,生龙活虎
情景,景况
较如画一,较若画一
完全,完整
坚甲利刃,甲坚兵利
收获,获利
散发,散逸
王冠,金冠
拭目以待,拭目而待
生命攸关,生死攸关
南山之寿,寿比南山
吊儿郎当,好逸恶劳
截然有异,迥然不同
平庸,等闲
活扣,活结
祈祷,祷告
扫除,排挤
十万火急,急如星火
断梗流萍,断梗飘萍
时光,时日
努力,勤奋
决绝,断绝
锻炼,陶冶
代理,署理
契合金兰,契若金兰
吉星高照,洪福齐天
洁白,皎洁
横冲直闯,横行直撞
污浊,污秽
无与伦比,登峰造极
抵触,矛盾
坚固,坚忍
善于,善长
头昏目晕,头昏眼花
惊喜欲狂,惊喜若狂
举不胜举,举不胜举
普通,浅显
单一,单纯
宁肯,情愿
推脱,退却
洁身自爱,独善其身
含蓄,委婉
受贿,纳贿
叮属,派遣
喋喋不休,津津乐道
无恶不作,无恶不造
停业,破产
含义,含义
平均,平衡
慰劳,慰问
倘若,假使
急人之困,急人之难
目不暇接,目不给视
拒绝,推辞
俭朴,减省
舒缓,轻松
妄自尊大,目空一切
内容,实质
散布,散播
溯流从源,溯流徂源
屏弃,抛弃
剜肉补疮,杀鸡取蛋
急迅,火速
大腹便便,脑满肥肠
倘诺,假使
救火投薪,救焚投薪
精制,精美
完善,完整
难以逆料,难以预料
判若两人,判若鸿沟
批判,挑剔
收罗,网罗
今是昨非,今非昔比
蔑视,轻篾
假冒,混充
万马奔腾,声势浩大
蔑视,轻视
目眩神摇,目眩魂摇
贪吃,贪馋
束之高阁,漠然置之
狧糠及米,舐糠及米
目下,目前
丹书铁券,丹书铁契
怀念,缅怀
松懈,缓和
停泊,停靠
缄口,钳口
生死不渝,生死相许
威风凛凛,气势滂沱
健壮,强盛
情不自禁,身不由己
怠慢,散逸
呆滞,死板
精深,精湛
清明,清朗
甜酸苦辣,酸咸苦辣
泉币,货币
全心全意,尽心尽力
挑肥拣瘦,饥不择食
密切,情切
稍纵则逝,稍纵即逝
污辱,玷污
纠纷,纠结
泥猪瓦狗,泥猪疥狗
情投意合,道同志合
其时,那时
美丽,锦绣
坚甲利兵,强兵劲旅
横行霸道,武断专行
得心应手,轻而易举
文雅,文静
东张西觑,东瞧西望
倾筐倒箧,倾箱倒箧
束身自好,洁身自好
寄托,托付
瞟见,瞥见
好高骛远,脚踏实地
没头没脑,糊里糊涂
交谊,情谊
俭约,扑素
淌下,滴下
大方,精制
没没无闻,默默无闻
送命,送死
偷窃,盗窃
拈花弄月,拈花摘叶
无可挽回,无能为力
但心,担忧
为虎作伥,为虎添翼
稳当,稳重
深夜,深宵
坚贞,将强
杀一儆百,杀鸡吓猴
挑拨离间,推波助澜
侵占,进犯
代价,价钱
浑金璞玉,浑金白玉
机敏,机智
和悦,平和
东望西观,东瞧西望
杜口,绝口
话中有话,话里有话
急不可待,迫不及待
忙,忙乱
万万,绝对
恢复,收复
食不果腹,饥肠辘辘
勉励,激发
途径,门路
内务,内政
敬让,谦让
千疮百孔,千疮百痍
生不逢时,生不遇时
得胜,获胜
花晨月夕,花朝月夕
强词夺理,蛮不讲理
授受不亲,男女有别
欠缺,瘦削
收场,结尾
确信,笃信
特点,特色
恶衣粗食,恶衣粝食
回船转舵,随机应变
年级,年龄
同心协力,团结一心
五彩斑斓,花色斑斓
会聚,汇聚
深沉,深邃
恍然大悟,顿然醒悟
名满天下,闻名遐迩
事过境迁,时移俗易
图谋不轨,违法乱纪
全豹,全面
东主,店东
危殆,紧急
举目四望,极目远眺
洞察一切,洞察其奸
崎岖,蜿蜒
外号,诨名
权术,权谋
桀黠,狡滑
旁搜博采,旁收博采
交往,往还
同心一力,齐心协力
会商,计议
脚不沾地,脚不点地
天下匈匈,天下汹汹
牛鬼蛇神,群魔乱舞
节减,节流
商讨,谈判
打家劫舍,杀人越货
患病,生病
乞求,乞请
稽迟,迁延
后辈,晚辈
蜿蜒,逶迤
吞吐其词,吞吞吐吐
说笑,谈笑
三跪九叩,打躬作揖
颓丧,颓废
瓮中捉鳖,稳操左券
清贫,贫穷
守口如瓶,默不作声
企图,计划
急迫,火速
聚会,荟萃
食品,食物
花园,花圃
躲避,遁藏
艰难,贫窭
目光如豆,目光短浅
瞬息,短暂
平日,平素
纪律,顺序
举直措枉,举直错枉
凭据,凭证
急迫,火急
弥天大罪,滔天之罪
弄兵潢池,潢池弄兵
搜检,检查
慎重,稳重
时令,时节
几何,几多
手忙脚乱,颠三倒四
特殊,额外
瓦缶雷鸣,黄钟长弃
见仁见智,见智见仁
陪同,随同
色厉内荏,色厉胆薄
木料,木材
精密,精美
实践,施行
失察,失策
彭湃,澎湃
精兵简政,缩衣节食
穷人,贫民
身首异地,身首异处
二桃杀三士,借刀杀人
脑满肠肥,鸠形鹄面
多如牛毛,数以万计
叮咛,派遣
数往知来,温故知新
当时,那时
后患无穷,祸不单行
后悔,悔怨
描写,描摹
东家,店东
袅袅,褭褭
穷苦,贫苦
加膝坠渊,生杀予夺
裘弊金尽,裘敝金尽
誓言,誓词
梦中说梦,胡言乱语
善价而沽,待价而沽
会商,商洽
食不充肠,食不充饥
胡言乱语,轻诺寡言
茅塞顿开,醍醐灌顶
度过,渡过
侮慢,藐视
缓慢,舒缓
冒失,大意
伙食,膳食
通前彻后,通前澈后
杞人忧天,杞天之忧
歪七扭八,歪歪扭扭
假使,假如
年事,年龄
打躬作揖,点头哈腰
披览,披阅
浅易,简易
杜撰,诬捏
跌宕风流,跌荡风流
活动,活泼
奴役,束缚
后人,后人
刎颈之交,患难之交
兔死狗烹,得鱼忘筌
平平稳稳,稳稳当当
桀敖不驯,桀骜不恭
明白,清楚
回礼,还礼
吼叫,呼啸
批评,评述
门客,食客
对牛弹琴,鸡同鸭讲
搭钮,铰链
交卸,交接
商酌,商量
举一反三,抛砖引玉
物竞天择,适者生存
精巧,精美
大手大脚,铺张浪费
地久天长,天长日久
温情脉脉,温柔敦厚
坚固,稳定
简略,简陋
明朗,晴朗
时时刻刻,每时每刻
天性,天禀
奢想,奢求
深湛,精湛
天庭,天廷
坚定,坚贞
难以为继,青黄不接
守卫,守御
积习沉舟,聚蚊成雷
乞丐,托钵人
温文,温顺
仆从,奴仆
书牍,简牍
万籁俱寂,万籁无声
市场,市集
器宇轩昂,气宇不凡
韬光晦迹,韬光隐迹
叫唤,呼喊
暖和,温存
失魂落魄,魂不附体
大抵,大要
目定口呆,目睁口呆
怀宝迷邦,怀才不遇
为国捐躯,舍身求法
蓬荜生光,蓬荜生辉
浓厚,深厚
敬而远之,灸手可热
耳听八方,耳听八方
契约,订定合同
首尾相应,首尾相援
慌手慌脚,慌里慌张
无理取闹,无风起浪
懦弱,衰弱
水沟,水渠
危害,危机
三山五岳,名山大川
善意,美意
停当,妥善
时刻,经常
洁己从公,洁己奉公
浅易,简便
条文,条规
宏亮,清脆
瘦削,瘦弱
就地,当场
含血喷人,含血噀人
冥思遐想,绞尽脑汁
机会,机遇
婚丧喜事,红白喜事
巧取豪夺,横征暴敛
徒劳无益,水中捞月
使性傍气,使性谤气
集中,集结
欺世惑众,盗名窃誉
铁杵磨成针,铁棒磨成针
独揽,驾驭
和蔼,善良
偷天换日,批红判白
十年生聚,生聚教训
判定,判断
徒有其名,徒有虚名
聘任,聘请
商酌,接洽
南面称孤,南面称尊
忽视,蔑视
刹那,瞬间
贫困,贫寒
势成骑虎,进退两难
金榜挂名,金榜题名
惊风怒涛,惊风骇浪
禁受,经受
惊慌,慌乱
省悟,觉醒
低垂,低落
减削,节流
恩深义重,恩深似海
碰到,际遇
糊里糊涂,胡里胡涂
典籍,史籍
耽延,耽误
免却,省却
善良,温和
丝毫不差,毫发不爽
会商,计划
姗姗来迟,缓不济急
年底,年终
减省,节俭
抢救,挽回
调理,调节
突然,顿然
见风使舵,随波逐流
无地自处,无地自容
断送,舍弃
独往独来,独来独往
欢乐,痛快
巧诈,狡滑
平分,等分
借债,借款
熟娴,熟闲
天长日久,年深日久
狠劲,狠命
动魄惊心,惊心动魄
判别,区别
商榷,接洽
四亭八当,四平八稳
恰如其分,适可而止
室徒四壁,家徒壁立
万籁俱寂,阒寂无声
师严道尊,师道尊严
痛楚,难过
切当,确切
名正言顺,堂堂正正
怙恶不悛,恶性难改
恶浊,肮脏
亡立锥之地,无立锥之地
书院,私塾
披头散发,蓬首垢面
倾城倾国,绝色佳人
时髦,美丽
减少,缩小
天涯海角,海北天南
培植,教育
时代,时期
挑精拣肥,挑精选肥
交集,焦躁
亲近,接近
万死一生,危于累卵
头一无二,独一无二
大量,豪爽
晤面,谋面
拖延,耽误
同舟共济,同衾共枕
坚忍不拔,海枯石烂
名誉,声名
计划,谋略
急切,遑急
及其,极端
唯利是从,唯利是视
后起之秀,青出于蓝
取长补短,舍短取长
汗流浃踵,汗流至踵
大肆挥霍,铺张浪费
昏黄,朦胧
倒霉,恶运
清泉濯足,烧琴煮鹤
惧怕,胆寒
媚媚动听,绘声绘色
十室九空,满目荒凉
宏伟,宏大
平常,平方
皮伤肉绽,皮开肉绽
判别,识别
刀下留人,好生之德
当断不断,首鼠两端
大汗淋漓,汗如雨下
