剧本,脚本
目不斜视,目不邪视
统治,统辖
大器小用,大材小用
佃农,佃户
侨民,外侨
拳拳盛意,深情厚意
举手之劳,手到拈来
今天,即日
十万火急,十二金牌
麻烦,艰难
桀骜不驯,桀敖不驯
殊涂同致,殊途一致
技能,妙技
神龙见首,神龙见首不见尾
命途多舛,时乖命蹇
茅屋,茅庐
接头,商议
千均一发,死里逃生
蔚成风气,蔚然成风
牝鸡晨鸣,牝鸡牡鸣
无忧无虑,无虑无忧
豪放,豪爽
幻术,魔术
无可置疑,无可争辩
水准,水平
生吞活剥,囫囵吞枣
狠劲,玩命
委屈,屈身
七步成章,七步成诗
浩大,伟大
巨擘,巨头
那处,哪里
恩威并用,威德兼施
全神倾注,全神关注
绘身绘色,活龙活现
窘境,逆境
取笑,打诨
通天大邑,通都大邑
田户,佃户
紧要,首要
烘托,陪衬
加剧,加重
推却,推绝
惟我独尊,目空四海
神号鬼哭,神嚎鬼哭
望梅止渴,说梅止渴
浓装艳裹,花枝招展
见地,见识
年老,年迈
无极,混沌
面容,面目
迷离徜恍,迷离惝恍
满堂彩,满堂红
打手势,打手式
委婉,间接
驾雾腾云,腾云驾雾
劲敌,强敌
什围伍攻,十围五攻
丧胆游魂,亡魂丧胆
投机取巧,见风转舵
无功受禄,无功而禄
沁人心肺,沁入心脾
气概,气势
厚颜无耻,恬不知耻
底子,基础
动怒,起火
晶体,鉴戒
地主之谊,地主之谊
呶呶不休,滔滔不绝
横暴,狠恶
墙内开花墙外香,墙里开花墙外香
停歇,苏息
就义,捐躯
思前想后,绞尽脑汁
悔不当初,悔之不及
无与伦比,无与类比
清扫,打扫
谈天论地,谈天说地
取代,庖代
埋头,潜心
探听,打探
囊空如洗,身无分文
美味,适口
荒唐,妄诞
惊心动魄,惊魂动魄
怒目圆睁,金刚怒目
侮辱,欺压
七高八低,崎岖不平
杀马毁车,毁车杀马
监督,监视
欠据,借约
捧腹大笑,哄堂大笑
邯郸学步,邯郸重步
枪林弹雨,枪林刀树
华陀再世,妙手回春
婚姻,婚配
屏蔽,屏障
党同伐异,结党营私
停下,停驻
太仓一粟,情系沧海
前仰后合,前合后仰
轻飘飘,飘飘然
还朴反古,还淳返朴
今是昔非,今是昨非
民和年丰,民和年稔
提心吊胆,担惊受怕
头先,头里
交恶,闹翻
旗开得胜,首战告捷
铁案如山,确凿不移
时刻,期间
丢弃,丢掉
打死老虎,打落水狗
叫好,喝采
举贤任能,唯才是举
山清水秀,山青水秀
交谈,攀谈
机灵,机智
荆棘丛生,荆棘载途
收货,收成
上帝,天主
洞察一切,洞若观火
内行,好手
河鱼腹疾,跑肚拉稀
同侪,同辈
雕虫末技,雕虫末伎
含羞,腼腆
南辕北辙,戴盆望天
偷香窃玉,韩寿偷香
东央西告,东央西浼
肃然无声,寂然无声
十室九空,饿殍遍野
室如悬磬,环堵萧然
精诚贯日,精贯白日
瞒上欺下,瞒天过海
斗艳争芳,斗艳争辉
世间,红尘
权臣,权贵
倾轧,排挤
深厚,深挚
生活,生涯
名震一时,声誉鹊起
豁然大悟,豁然开悟
头等,甲第
境地,田产
贪婪无餍,贪婪无厌
三年五载,年复一年
填补,弥补
泥船渡河,泥菩萨过江
决胜千里,稳操胜算
七尺之躯,五尺男儿
蜕变,蜕化
束修自好,束身自修
拍案叫绝,击节称赏
岁入,岁收
培育,培养
吞吃,吞噬
十雨五风,十风五雨
年高德劭,德隆望尊
危于累卵,间不容发
无计可奈,无计奈何
蛙鸣蚓叫,蛙鸣鸱叫
叫嚣,叫嚷
当前,目今
名扬四海,名满天下
缩头缩脑,缩手缩脚
呼吸相通,命运与共
梢公,舵手
三言两语,三言二语
取信,守信
危言耸听,骇人闻听
排斥异己,排除异己
得不偿失,得不酬失
潜移默化,近朱者赤
十拏九稳,稳操胜算
豆萁燃豆,豆萁相煎
痛不欲生,痛哭流涕
皎白,结拜
沃野千里,通都大邑
神魂颠倒,精神恍惚
惠临,驾临
石投大海,石沉大海
合情合理,惬心贵当
泣不成声,痛哭流涕
调风弄月,谈情说爱
面不改色,神色自若
后代,后辈
声誉,名誉
见风驶舵,顺水推舟
铭心镂骨,铭刻心骨
髫龄,龆年
叫化,求乞
肆意,随意
权利,权柄
花样繁多,花样翻新
生硬,结巴
颓垣废井,颓垣败井
前边,前面
豁然大悟,晃然大悟
拖拉,磨蹭
觊幸,觊觎
二三其德,见异思迁
大功告成,万事大吉
面缚舆榇,面缚衔璧
海不扬波,刀枪入库
天昏地暗,昏天黑地
团结一心,同甘共苦
琼浆,美酒
和尚,头陀
军号,号角
墨客骚人,文人墨客
气呼呼,气鼓鼓
坚如盘石,坚如磐石
骄贵,骄矜
妻儿老小,妻儿老少
黑乎乎,黑魆魆
调皮,顽皮
会聚,汇注
三媒六证,明媒正娶
遣散,驱散
四体不勤,无所事事
拍手称快,皆大欢喜
完成,实现
打破,突破
虎落平川,虎落平阳
气宇,气度
攀援,攀附
疾速,神速
技术,手艺
含蓄,婉转
烹调,烹饪
轰隆,霹雳
打理,收拾
誓山盟海,誓海盟山
好似,好比
千言万语,千语万言
沐雨栉风,沐雨梳风
娓娓动听,娓娓道来
傻里傻气,傻里巴机
挞伐,讨伐
蛟龙失水,虎落平阳
攀登,攀高
大雨如注,大雨滂沱
画栋雕梁,雕梁画柱
民俗,民风
尾随,随同
前卫,前锋
教授,师长
剿抚兼施,恩威并重
接续,继续
水患,水灾
善意,善心
举目无亲,踽踽独行
挑衅,挑逗
怀金拖紫,怀黄佩紫
说一不二,金口玉牙
厚谊,情谊
孰不可忍,拍案而起
独占鳌头,独霸一方
畏羞,害羞
举案齐眉,鸿案相庄
奇技淫巧,奇伎淫巧
污浊,浑浊
眷恋,眷顾
噤若寒蝉,默默无声
忙,勤苦
颂扬,颂赞
青霄直上,青云直上
担雪塞井,担雪填河
底死谩生,抵死谩生
明后,晶莹
眠花宿柳,眠花藉柳
外观,外貌
骈首就系,骈首就逮
惟一,独一
狡如脱兔,矫若游龙
怠缓,缓慢
崎岖,逶迤
唾弃,舍弃
当兵,投军
崎岖,低洼
谋图不轨,谋为不轨
头昏脑眩,头昏脑眩
万古长春,万古长青
潜逃,逃窜
倾盆,滂湃
东奔西走,萍踪浪迹
剧烈,猛烈
抵制,抵御
目不知书,目不识书
急不择路,慌不择路
武器,火器
枉口拔舌,枉口诳舌
统帅,统带
店保,铺保
死后,身后
窍门,决窍
动身,启航
假充,假意
骄奢放逸,骄奢淫泆
耽惊受怕,担惊受怕
怒目,横眉
恼怒,恼火
天各一方,山陬海澨
迷失,迷离
肮脏,污秽
结构,机关
度外之人,素昧平生
合手,握
合同,条约
单据,单子
年高德勋,德隆望尊
扞卫,护卫
亲密无间,耳不离腮
欧美,泰西
切磋琢磨,推本溯源
禁止,禁绝
全部,十足
浓妆淡抹,浓抹淡妆
节约,省俭
唯妙,曼妙
说三道四,品头评足
无依无靠,单枪匹马
少许,极少
君命,圣旨
大块朵颐,食前方丈
举义,起义
精心,经心
万般,千般
无丝有线,无私有弊
天外,太空
打法,叮嘱
迷奚,迷希
死而复生,起死回生
偏爱,偏幸
谨小慎微,敬终慎始
碎屑,碎片
为民除害,替天行道
好梦难圆,好梦难成
无视,忽略
侵夺,抢劫
扇枕温被,扇枕温衾
碰面,会面
对天盟誓,歃血为盟
精力,精神
军舰,艨艟
天府之国,天府之土
降临,驾临
秘诀,诀要
举动,举止
名实难副,名过其实
轻财好义,轻财重义
清沁肺腑,沁人肺腑
梦境,黑甜乡
精神奕奕,精神焕发
瘦骨嶙峋,鸡骨支床
横亘,横跨
独当一面,独立自主
和议,和谈
无情无义,绝情绝义
望风而靡,望风披靡
无远不届,无远弗届
是非黑白,青红皂白
绵绵不绝,接连不断
气喘吁吁,气喘如牛
箝口,缄口
弃甲丢盔,丢盔弃甲
洪水,洪流
冥思苦索,冥思苦想
巨制鸿篇,鸿篇巨制
悄悄,静静
邯郸学步,数典忘祖
时乖运拙,时乖运蹇
宁愿,情愿
神往,景仰
倾诉,诉说
门口罗雀,门堪罗雀
内心,实质
碰运气,试试看
禁圉,禁御
涸辙之鱼,涸辙之鲋
机变如神,机智善变
摔倒,跌倒
随处,随地
回首,回顾
女中丈夫,巾帼须眉
积羽沉舟,群轻折轴
命在旦夕,命在朝夕
那儿,何处
威胁利诱,威逼利诱
屈从,盲从
名誉扫地,威信扫地
急公好义,见义勇为
打家劫舍,打家截舍
惊呀,骇怪
五内如焚,五内如裂
色如死灰,色若死灰
无孔不入,无空不入
蹑蹻担簦,蹑屩担簦
尖锐,明锐
觊望,觊觎
无穷,无尽
添盐着醋,添油加醋
竞走,赛跑
伪币,假票
大富大贵,大红大紫
大发雷霆,气急败坏
九囿,九有
停刊,停版
驾驭,驾御
翘望,翘首期盼
井水不犯河水,是非分明
失事,误事
寒耕暑耘,寒耕热耘
诘问,诘难
外观,外面
戴天蹐地,戴玄履黄
独木不林,独木不成林
难分难解,难解难分
巧取豪夺,敲骨吸髓
栋梁之材,瑚琏之器
施主,檀越
谋害,迫害
弄脏,污秽
调节,调整
兢兢业业,埋头苦干
贫饔,贫瘠
纠正,订正
无冬无夏,无间冬夏
判若鸿沟,泾渭分明
妙策,巧计
食不甘味,寝食不安
鼎足而三,鼎足而立
舒张,舒展
齐足并驰,齐足并驱
曲懋,曲糵
解囊相助,解衣缩食
磨砺以须,磨刀霍霍
大动干戈,大张挞伐
目光如炬,目光炯炯
伸直,挺直
无微不至,精细入微
实验,死亡实验
劝说,挽劝
频繁,频仍
坚壁清野,焦土政策
呼唤,呼喊
善始善终,慎终于始
遣词措意,遣辞措意
矢口否认,矢口抵赖
取利,牟利
盘石之安,磐石之安
大纲,提要
文武兼备,文武兼资
模型,模子
时节,节令
弧线,曲线
绵延,蜿蜒
情同手足,深情厚谊
民不聊生,民穷财尽
青红皁白,是非曲直
局限,局部
水清无鱼,曲高和寡
渭阳之思,渭阳之情
犬马之劳,犬马之力
具备,具有
东走西撞,东碰西撞
恃强凌弱,恃强欺弱
惊耳骇目,惊见骇闻
东零西散,东零西落
情性,情趣
地痞,泼皮
浓妆,浓艳
互通有无,取长补短
忙月,旺月
杀人如麻,视如草芥
天打雷击,天打雷劈
尸身,尸首
束缚,握住
万人空巷,万头攒动
声嘶力竭,大声疾呼
河干,河畔
强迫,欺压
后进,晚生
点火,点燃
冒死,拼命
吮疽舐痔,吮痈舐痔
亭亭玉立,袅袅婷婷
经纶满腹,满腹经纶
金屋藏娇,金屋贮娇
倾斜,歪斜
贴近,切近
拿腔作势,拿腔做势
市情,市面
定命,定数
三亲六故,三亲六眷
居功自傲,恃功矜能
蜻蜓点水,轻描淡写
世风日下,每况愈下
文坛,文学界
结子,结识
鸠僭鹊巢,鸠居鹊巢
难舍难分,藕连丝断
神气十足,大摇大摆
湿淋淋,湿漉漉
豆分瓜剖,豆剖瓜分
面如土色,面无人色
弹冠相庆,额手称庆
情趣横生,妙趣横生
惊惶,惊惶
磐石之固,磐石之安
扫墓,省墓
全璧归赵,完璧归赵
三军,全军
岁丰年稔,岁稔年丰
退兵,退军
吊唁,丧祭
好吃懒做,贪吃懒做
十室九空,饿莩遍野
亲亲热热,卿卿我我
卖友求荣,损人利己
万家生佛,生佛万家
万箭攒心,五内俱焚
亲上加亲,亲上成亲
恬淡,澹泊
忽地,忽地
厚情,多情
明效大验,明验大效
尔后,而后
含情脉脉,温情脉脉
桀骜不羁,桀骜不逊
岛瘦郊寒,郊寒岛瘦
屁滚尿流,屎滚尿流
为虎作伥,为虎傅翼
妒能害贤,妒贤嫉能
挑三拨四,调三窝四
黍离麦秀,黍油麦秀
汇合,汇注
惊涛巨浪,骇浪惊涛
大度包容,大度汪洋
能言巧辩,巧辩能言
耳顺之年,花甲之年
短小精干,短小精悍
天无二日,天无二日
泰极生否,泰极而否
问寒问暖,偷寒送暖
审问,鞫问
判不可摇,南山可移
四时,四序
判别,鉴别
单薄,微薄
孑然一身,茕茕孑立
浆酒藿肉,浆酒霍肉
千载一会,千载一逢
东拉西扯,谈天说地
盛筵必散,盛筵难再
深情,情意
道尽途穷,穷途末路
推涛作浪,挑拨离间
千万买邻,千钱买邻
趟浑水,蹚浑水
而已,汉典
外售,外销
敬重,钦佩
打发,调派
恶疾,顽疾
邯郸匍匐,邯郸重步
汗牛充栋,积简充栋
贴近,情切
派别,派系
短命,短寿
片瓦不留,片瓦不存
冬衣,冬装
面庞,面貌
计日以待,计日以期
接济,救援
穷猿奔林,穷猿投林
声价十倍,声价百倍
极力,死力
文章山斗,文章巨公
目眩头晕,目眩头昏
敌我矛盾,阶级矛盾
境况,情状
堂堂皇皇,明火执仗
耸峙,送礼
含垢忍污,含垢忍耻
丢三忘四,丢三落四
趋势附热,趋炎附热
多半,大都
夹枪带棍,话中有话
品德,道德
眉开眼笑,眉花眼笑
大进,猛进
无限,无尽
递加,递增
害病,生病
望而却步,望而生畏
为难,刁难
煞有介事,盛气凌人
攀爬,攀缘
水汪汪,水灵灵
旌旗蔽天,旌旗蔽日
佳音,捷报
蜷曲,蜷缩
文韬武略,经韬纬略
穷苦,清贫
丁一卯二,丁是丁，卯是卯
飘扬,飘零
大师,巨匠
加官晋爵,金榜题名
升高,提升
拘押,监管
凸显,突显
鲸波鳄浪,鲸波鼍浪
弹劾,毁谤
视死如归,万死不辞
精明,夺目
家散人亡,家破人亡
王冠,皇冠
欢欣,欢喜
伪君子,假道学
目使颐令,目指气使
委托,交托
怀宝迷邦,怀道迷邦
救助,抢救
悄然,静静
骄傲,骄气
男大当娶,男大当婚
决斗,纠纷
锦囊妙计,神机妙算
为德不卒,为德不终
万古流芳,万古留芳
危险,危机
抉择,拣选
殚精毕力,殚精竭力
泉源,起源
积少成多,集腋成裘
妙笔生花,曲尽其妙
大彻大悟,大梦初醒
千载一遇,千载一逢
视如敝屣,视如草芥
损兵折将,大败亏输
厄运,恶运
黑呼呼,黑洞洞
权衡利弊,权衡轻重
琴瑟不调,琴瑟失调
少有,少见
换取,换得
刀耕火种,火耨刀耕
声势,声威
溯流穷源,溯源穷流
击毙,枪毙
碰巧,碰劲
外地,当地
强暴,强横
海滩,沙滩
洽谈,洽商
决意,决心
单位,单元
秦楼楚馆,青楼楚馆
金口御言,金口玉言
同窗,同砚
经久不息,经年累月
外表,外貌
始终如一,全始全终
面善,面熟
轻狂,轻薄
刷新,鼎新
胆破心寒,胆破心惊
忘却,忘怀
祁奚之举,祁奚之荐
水火之中,火热水深
五步成诗,七步成诗
泥首,顿首
后生可畏,大器晚成
奇谈怪论,胡言乱语
恨相知晚,恨相见晚
免除,受命
偏心,偏幸
巨子,巨头
文章山斗,文章魁首
失言,食言
急脉缓受,急脉缓灸
合拢,合上
恩深义重,恩重如山
名公巨卿,达官贵人
警告,警备
凝滞,结巴
年久月深,年深月久
进攻,进击
挑战,搦战
儿女夫妻,结发夫妻
前景未卜,前途未卜
声调,腔调
收买,进货
兽类,禽兽
轻口薄舌,轻嘴薄舌
甩掉,丢掉
无为而治,无为自化
见溺不救,见死不救
介意,当心
偷梁换柱,批红判白
卧虎藏龙,地灵人杰
霜露之思,霜露之感
惊讶,惊讶
核对,核查
滂沱,滂湃
他日,未来
怯懦,怯生生
嘉言善状,嘉言懿行
迥殊,特殊
马耳东风,耳边风
奇幻,魔幻
决一胜负,决一雌雄
举棋不定,当断不断
披星戴月,栉风沐雨
片瓦无存,片瓦不存
对消,抵消
平凡,俗气
扫除,解除
少女怀春,情窦初开
五洲四海,五湖四海
傻瓜,呆子
圈套,骗局
天寒地冻,滴水成冰
韬戈偃武,韬戈卷甲
厚今薄古,竞今疏古
乞助,求助
奸商,市侩
神秘,深邃
退让,退却
敲牛宰马,杀猪宰羊
绝对,十足
生事,闹事
诺诺连声,点头哈腰
铁画银钩,铁画银钩
外交,社交
请安,慰劳
千人所指,十手所指
千条万端,千条万缕
束手就殪,束手待毙
师傅,师父
书生,文士
借刀杀人,借剑杀人
首尾相应,前呼后应
名贵,罕见
漂荡,飘动
摹本,模本
市井小人,市井之徒
随和,和蔼
扭转,回旋
谋利,投机
警句,警语
横行霸道,横行不法
罕有,罕见
申明,说明
视为畏途,望而生畏
青眼,青睐
跌脚搥胸,跌脚搥胸
厮杀,拼杀
清楚,明明
升起,升空
取得,获得
都会,都邑
女子,佳
东张西望,东观西望
时易世变,时移世易
无计所奈,无计奈何
外圆内方,外柔内刚
迷离徜仿,迷离惝恍
大巧若拙,大直若屈
徒然,徒劳
金蝉脱壳,缓兵之计
独力难支,独木难支
大地回春,大地春回
悔之晚矣,悔之不及
铜驼荆棘,铜驼草莽
多愁善感,多愁多病
面不改色,神色自如
滑溜,滑熘
眉飞眼笑,眉花眼笑
视人如子,视民如子
劝导,疏导
天台,晒台
片甲不归,片甲不回
唾弃,吐弃
侵陵,侵吞
温席扇枕,温枕扇席
荡然无存,瓦解冰消
娉娉袅袅,娉婷袅娜
衰颓,颓废
昏厥,昏迷
进退无据,进退失据
精采,杰出
昙花一现,好景不长
碰鼻,碰壁
断章取义,望文生义
名实相副,名符其实
卖头卖脚,抛头露面
豪宕,豪迈
今世,当代
潢池弄兵,潢池盗弄
晃悠,晃荡
贪如虎狼,贪得无厌
握素怀铅,握素披黄
寒噤,寒战
声嘶力竭,大喊大叫
街市,市井
输肝剖胆,输肝沥胆
灯炷,灯芯
怀金垂紫,怀黄佩紫
提醒,示意
内乱,内争
魂亡胆落,魂飞魄散
砥柱中流,坚如磐石
晤面,会面
坦直,坦率
昊天罔极,恩重如山
虎穴龙潭,虎窟龙潭
渺无人烟,渺无人踪
抛清,撇清
河滨,河边
推到,推翻
清晨,清早
汜博,盛大
佳丽,佳人
混浊,混浊
记住,记着
三衅三沐,三衅三浴
化妆,化装
树欲静而风不停,树欲息而风不停
典型,典范
灭绝,杀绝
情由,起因
大雅,精致无比
确凿,实在
牝鸡司旦,牝鸡司晨
舍生取义,为国捐躯
东拉西扯,七拼八凑
桃红柳绿,鸟语花香
吞没,泯没
尽忠报国,为国捐躯
鸡飞蛋打,水尽鹅飞
急切,迫急
横行直撞,横行直走
齐驱并进,齐头并进
俗不可医,俗不可耐
山河,江山
思想,思维
鼠目寸光,目光如豆
矫枉过正,矫首昂视
答案,谜底
无伤大体,无关宏旨
清都绛阙,清都紫微
呐喊,大叫
束身自爱,束身自修
泥猪瓦狗,泥猪癞狗
史册,史乘
同志,同道
前言,媒介
对立,散乱
无理取闹,无风作浪
请问,就教
填街塞巷,填街溢巷
患难与共,患难相扶
兼收并蓄,兼收并畜
太平盛世,清平世界
妄生穿凿,望文生义
交往,交游
堆积如山,无穷无尽
生灵涂炭,荼毒生灵
文件,文献
囚徒,囚犯
儿子,女儿
浑身,满身
卖俏行奸,卖俏营奸
农民,农夫
大义灭亲,天公地道
东床坦腹,东床娇客
精细,邃密
豪放不羁,豪迈不羁
恒河沙数,满坑满谷
梦幻泡影,海市蜃楼
靡然从风,靡然成风
打搅,打扰
生日,寿辰
暮气,死气
胡言乱道,胡言汉语
典质,抵押
狮虎当道,虎狼当道
孩子,孩童
气凌霄汉,气逾霄汉
模仿,模拟
大肆铺张,铺张浪费
全力以赴,尽锐出战
喊冤叫屈,叫苦连天
饿虎扑羊,饿虎见羊
书房,书斋
委实,委的
胆丧魂惊,胆裂魂飞
饰非掩过,饰非文过
大展宏图,大有作为
涤故更新,鼎新革故
万寿无疆,寿比南山
盘川,盘费
得病,患病
缺席,退席
女大须嫁,女大当嫁
含冤莫白,含冤负屈
接力,尽力
打赌,赌博
精辟,简练
无言,莫名
积储,积贮
梦寐以求,求之不得
耳鬓厮磨,花前月下
近悦远来,迩安远至
手简,手书
商号,市肆
时常,时时
片霎,顷刻
声价十倍,身价百倍
后果,恶果
书记,秘书
未尝,未曾
疏落,疏散
斡旋,调处
退让,妥协
天才,天性
豪情,激情
禁得住,禁得起
戒备森严,无懈可击
拿云捉月,拿云握雾
三病两痛,五劳七伤
善人,吉人
前夕,前夜
味如鸡肋,弃之可惜
乔迁,迁居
底子,基础底细
吊儿郎当,玩世不恭
排忧解难,排难解纷
断子绝孙,绝子绝孙
是曲,曲直
借贷,假贷
活络,生动
千了万当,千了百当
剜肉做疮,剜肉成疮
手表,腕表
仆役,厮役
面如土色,面色如土
嫡派,嫡系
东声西击,声东击西
精湛,深通
铺张扬厉,铺排张扬
评论,评述
深重,极重
随处,到处
痛改前非,弃暗投明
极度,万分
命悬一线,生死存亡
其乐无穷,大喜过望
没顶,灭顶
黑天墨地,黑天摸地
五尺之童,五尺之僮
天阻,天险
顺风扯帆,顺风张帆
晃动,起伏
浓密,茂盛
烁玉流金,烁石流金
倒廪倾囷,倒箧倾筐
多言买祸,祸从口出
偏见,定见
嫉贤妒能,妒贤嫉能
旧瓶装新酒,旧调重弹
怯懦,胆小
十年寒窗,十载寒窗
呼噪,哗闹
倘若,假若
前景,前程
面孔,面目
生存,活命
横眉冷目,横眉努目
进退无据,进退失踞
强人所难,强奸民意
门高莫对,齐大非偶
画蛇添足,画蛇著足
天罗地网,网罗密布
断断续续,时断时续
眉目如画,眉眼如画
涕泪交流,涕泪交零
强本弱支,强本弱枝
盘考,盘问
对象,目标
蓬筚生辉,蓬闾生辉
萎缩,萎缩
桑弧蒿矢,桑弧蓬矢
久惯牢成,久惯老诚
喋喋不休,娓娓而谈
拖延,稽迟
披荆斩棘,含辛茹苦
恼恨,恼火
万无一失,弹无虚发
慰勉,激励
大氅,斗篷
水手,水兵
书札,书翰
弃旧谋新,弃旧图新
合手,取
见机,识趣
删除,省略
昏黄,朦拢
天伦叙乐,天伦之乐
吊死问疾,吊民伐罪
声威大震,名闻遐迩
无立足之地,无立锥之地
飘泊无定,飘蓬断梗
旗鼓相当,平起平坐
集团,团体
凭单,凭据
玩弄词藻,耍笔杆子
箝口,钳口
同业,同行
盲人摸象,盲人说象
通顺,通畅
打蛇打七寸,擒贼先擒王
图利,牟利
虔敬,虔诚
闪光,闪耀
挥动,动摇
歪缠,胡闹
哄动,惊动
胶柱调瑟,胶柱鼓瑟
点睛之笔,神来之笔
伎俩,手法
身首分离,首身分离
掉以轻心,淡然处之
迷魂夺魄,迷魂淫魄
枉费心思,枉费心力
无源之水,无米之炊
奢侈品,挥霍
闻名海外,名满天下
积累,积蓄
上策,善策
身故,身死
会聚,集聚
低头下心,低首下心
身首异处,首足异处
囊萤积雪,积雪囊萤
偶而,权且
推行,实施
千丝万缕,盘根错节
亡命,逃亡
搪突,冒犯
谎言,坏话
送暖偎寒,送暖偷寒
回信,答信
急不及待,急不可待
四体百骸,四肢百骸
骄傲自大,骄横跋扈
推后,推迟
短命,短折
结盟,结好
巧妙绝伦,精巧绝伦
饥附饱扬,饥附饱飏
地利人和,天时地利
万籁俱寂,阗寂无声
拈酸吃醋,拈酸泼醋
偷梁换柱,冒名顶替
喂养,饲养
生死关头,紧要关头
千锤百炼,精益求精
排闼,推门
停业,收歇
建议,提议
升级,晋级
瞬息,刹那
动人心脾,动人心魄
疏通,疏导
家眷,家族
景星凤皇,景星庆云
天方夜谭,无稽之谈
悔恨,后悔
换骨脱胎,脱胎换骨
饿虎擒羊,饿虎攒羊
名高难副,名高难符
乔装打扮,乔妆打扮
通儒,通士
切切,万万
同美相妒,文人相轻
寒冬,穷冬
青翠,青葱
漂亮,精彩
破瓦寒窑,蓬门荜户
埋头,静心
名噪一时,声名大噪
鸿篇钜制,鸿篇巨著
寝息,睡觉
好运,红运
神采奕奕,神采英拔
书柜,书厨
基本,基本
激昂,激越
拟于不伦,拟不于伦
倾轧,排斥
惊叹不已,惊叹不止
万人攒动,万头攒动
间不容息,间不容缓
确乎不拔,确固不拔
囤积居奇,投机倒把
天崩地坍,天崩地解
劫难,磨难
居丧,居忧
晚世,近世
通合一气,通同一气
飘籓坠溷,飘茵堕溷
特性,特色
全愈,痊愈
提纲,提要
完婚,匹配
生意盎然,生气勃勃
低劣,恶劣
土话,土音
全体,满堂
天真未凿,浑金璞玉
三从四德,三纲五常
失望,灰心
外江人,外江佬
肚量,襟怀
目不斜视,目不别视
唐突西子,唐突西施
怠惰,怠懈
派别,门户
匹夫匹妇,平民百姓
透风,通风
奸险,巧诈
名次,排名
卖出,售卖
旁推侧引,旁敲侧击
牛蹄中鱼,牛蹄之鱼
嗜好,癖好
拿手好戏,精于此道
退伍,退役
水师,海军
万紫千红,花团锦簇
剖解,解剖
描摹,描述
急如星火,急于星火
倒悬之急,倒悬之苦
悍妇,泼妇
火耕水耨,火耕流种
豪放,宏放
武器,军火
晚点,误点
五尺竖子,五尺童子
屠杀,杀戮
勉强,牵强
拈轻怕重,挑肥拣瘦
倾家荡产,敲髓洒膏
怀真抱素,怀质抱真
得寸则寸,得尺得寸
记载,记录
赏析悦目,欢欣鼓舞
面红耳热,面红耳赤
失之交臂,当面错过
浓彩重墨,浓墨重彩
进退迍邅,进退两难
平白无辜,清清白白
伟岸,巍峨
平易近人,屈己从人
事理,道理
暮景桑榆,桑榆暮景
买通,打通
韩信将兵,多多益善
微言大义,微言精义
前世,宿世
道不拾遗,道不掇遗
偏畸,偏袒
所有这个词,全豹
图书,文籍
无事生非,无中生有
目不转视,目不转睛
剿灭,歼灭
混杂,夹杂
刁恶,狠毒
失礼,失仪
溺毙,灭顶
杀一儆百,杀鸡儆猴
鼠肚鸡肠,鸡肠小肚
黮暗,黮闇
虎体熊腰,虎背熊腰
混名,诨名
赏光,赏脸
为民除害,为民除患
歹心,歹意
吻合,切合
大户,豪门
多嘴,多言
娶妻,授室
扼杀,抹杀
洞如观火,洞若观火
含笑,微笑
前门去虎，后门进狼,前门拒虎，后门进狼
焦心劳思,焦心热中
视线,视野
舍身,捐躯
得救,获救
求援,求助
违抗,违犯
通风报信,通风报讯
屎流屁滚,屎滚尿流
文从字顺,顺理成章
吞云吐雾,喷云吐雾
石友,密友
无往不克,无往不胜
海水不可斗量,海水难量
打听,密查
突围,解围
浓妆艳服,浓妆艳裹
东张西望,东瞧西望
豁然开朗,顿开茅塞
无可厚非,未可厚非
头伙,端倪
惊心动魄,摄人心魄
计上心来,计上心头
勤劳,勤快
爬梳剔抉,爬罗剔抉
疲惫不堪,疲乏不堪
久别重逢,旧雨重逢
哆嗦,惊怖
切当,得当
赛马,跑马
扫荡,涤荡
佳偶,匹俦
骏骨牵盐,骥服盐车
德容言功,德言工容
当众出丑,当场出彩
倒屣相迎,倒屣而迎
起初,起首
外传,据说
夙夜不解,夙夜匪解
煞有介事,矫揉造作
劝化,陶染
卖弄风情,卖弄俊俏
投杼之惑,投杼之疑
七湾八扭,七湾八拐
天下莫敌,天下无敌
拣精剔肥,拣精拣肥
记挂,但心
书法,书道
计日以待,计日而待
蠹国殃民,蠹国病民
顺眼,顺心
大智大勇,单刀赴会
教学相长,兼容并包
得陇望蜀,贪多务得
松驰,随便
身价不菲,身价百倍
渎职,溺职
奇形怪状,骇状殊形
鸿毛泰岱,鸿毛泰山
唯一,唯独
打水,汲水
得其所哉,求仁得仁
吉日良辰,黄道吉日
鸲鹆学舌,生搬硬套
望衡对宇,衡宇相望
平心静气,平心易气
搅动,搅拌
警惕,警卫
偷偷摸摸,鸡鸣狗盗
加快,加速
九九归一,九九归原
逃逸,逃窜
商榷,会商
庶务,碎务
朴实无华,朴素无华
挥金如土,大手大脚
得体,多礼
欢欣若狂,欢喜若狂
加膝坠泉,加膝坠渊
审定,核定
订亲,订婚
加倍,加强
失色,忘形
浑身,全身
呼天唤地,嚎天动地
计功补过,将功补过
漫骂,谩骂
救急,济急
绨袍之义,绨袍恋恋
墨守成规,拟规画圆
秃头,秃顶
山高水险,千难万险
痛饮,浩饮
赫赫有名,名扬天下
鸣钟列鼎,鸣钟食鼎
哆嗦,觳觫
杀内,节欲
品茗,喝茶
违令,违命
瓯饭瓢饮,箪食瓢饮
疏朗,轻松
