信口开喝,信口开河
序言,绪论
选拔,选取
偃武行文,偃武兴文
名噪一时,烜赫一时
训练有方,训练有素
记号,暗号
名望,名誉
忧国忘家,卖国求荣
一溜,一转
明媚,明朗
源源而来,源远流长
安身,容身
心爱,喜欢
言之谆谆，听之藐藐,言者谆谆，听者藐藐
人才济济,济济彬彬
悠远,久远
渺茫,迷茫
应天从人,应天从物
迷途知反,迷而知返
卖剑买牛,马放南山
一事无成,一窍不通
交融,融合
卷旗息鼓,掩旗息鼓
形似,近似
秘而不言,秘而不露
异乡,异域
音尘,音问
暗算,密谋
言论,言谈
衣服,衣物
学徒,学生
皎洁,皎白
怨声载道,人言啧啧
悠悠自得,悠闲自在
入境问俗,入竟问禁
禁不住,禁不起
小心,晶体
笑话,见笑
呓语,梦呓
雄兵,雄师
言之凿凿,言辞凿凿
朽木不可雕,朽木不雕
安常习故,墨守成规
一蹴即至,一蹴而就
又作别论,又当别论
喜怒哀乐,喜怒无常
人命危浅,日薄西山
一得之愚,一隅之见
犹豫不决,举棋不定
按序,挨次
油漆,越发
喧嚣,喧嚷
揭示,揭露
认真,谨慎
心算,默算
局面,现象
今后,以来
见利忘义,监守自盗
细小,渺小
旖旎风光,锦绣河山
用意,居心
免职,解雇
一无所得,一无所成
即将,行将
加官进爵,加官进禄
弱小,矮小
柔弱,荏弱
谬采虚声,谬采虚誉
安宁,安祥
一帆顺风,一往无前
日不暇给,日理万机
模样,容貌
兴致勃勃,兴趣盎然
妈妈,姆妈
假仁假义,假装好人
一落千丈,日落千丈
妙想天开,想入非非
新仇旧恨,血海深仇
寂寞,寂静
形貌,描述
嘉言善行,嘉言懿行
一言九鼎,九鼎大吕
血肉模糊,血肉横飞
言行不一,言行相诡
秀雅,秀丽
遐迩着闻,遐迩闻名
朦拢,隐晦
狡猾,奸险
渊涓蠖濩,渊蜎蠖伏
人仰马翻,马仰人翻
筋疲力竭,精疲力尽
极点,极端
扬长而去,远走高飞
杨花心性,杨花水性
敬重,敬佩
精妙绝伦,精美绝伦
优良,优越
绪言,引子
一家之说,一家之辞
暗渡陈仓,明修栈道
心旷神怡,心悦神怡
引领,引颈
意识,认识
仙姿佚貌,仙姿玉质
俊秀,姣好
玉液,美酒
摇晃,摇荡
既往不咎,既往不究
原故,源由
鸡零狗碎,细枝末节
佳偶,鸳侣
掩人耳目,瞒天过海
新奇,希奇
意在言外,意在言表
相关,相干
一针见血,要言不烦
决断,决计
惺忪,模糊
熬煎,磨折
缘由,缘故
有条有理,有条不
循规蹈矩,安分守己
友好,友谊
嘉话,美谈
娇嫩,娇贵
显贵,显赫
遗臭万代,遗臭无穷
依序,挨次
加倍,越发
岳峙渊渟,岳镇渊渟
意想,预想
睚眦必报,鸡肠小肚
军旅生涯,戎马生涯
积存,积蓄
衣服,衣裳
掩盖,隐瞒
一脉相连,息息相关
安顿,就寝
民心,民气
兢兢业业,业业兢兢
仁言利博,仁言利溥
井底之蛙,井蛙之见
行所无事,若无其事
朦拢,模糊
仪态万千,仪态万方
兴致勃勃,津津有味
敏捷,急迅
咬牙切齿,磨牙凿齿
日久岁深,日久月深
焦心,交集
娇小,渺小
遗闻,逸事
然则,然而
见笑大方,贻笑大方
暗澹,黯淡
几多,几许
忙碌,忙乱
街谈巷语,街谈巷谚
人神共愤,民怨沸腾
相当,极度
如虎添翼,猛虎添翼
明净,明丽
压倒,压服
如牛负重,人困马乏
惊惶,惊慌
尖锐,敏锐
聚合,集结
忙绿,忙乱
芒然自失,茫然自失
名贵,稀有
眉开眼笑,笑逐颜开
一帆风顺,节外生枝
忍受,忍耐
衣衫蓝缕,衣衫褴褛
抑塞,郁闷
人命关天,性命关天
简捷,简略
名人,名流
下手,入手
诘屈謷牙,诘诎聱牙
见风转舵,见风使舵
凶险,阴恶
倚门倚闾,倚闾而望
骄傲,傲岸
继承,接收
严慎,谨慎
人亡家破,家散人亡
没精打彩,没精打采
纡佩金紫,纡金曳紫
安放,安插
急流,激流
积善,行善
荫蔽,隐敝
经世之才,经国之才
漠视,小看
简易,简便
义父,寄父
向平之愿,向平愿了
响和景从,响答影随
心花怒开,心花怒发
怡然自乐,怡然自得
演叨,虚伪
系累,系缚
绚丽,艳丽
扪虱而言,扪虱而谈
疾速,迅速
戏弄,讥讽
源源不断,源源不绝
一本正经,油嘴滑舌
民富国强,民殷国富
意想,意象
一如既往,依然故我
人为刀俎，我为鱼肉,任人宰割
一以当十,一以当百
业业矜矜,业业兢兢
紧急,进攻
一文如命,一钱如命
消融,熔解
羞耻,羞辱
爱戴,仰慕
熔化,溶解
激情,热忱
引水入墙,引狼入室
翱翔,遨游
形而上学,玄学
一反其道,一反既往
仰制,抑止
就职,接事
佳构,精品
养育,孕育
明锐,犀利
一去不复返,人去楼空
借款,借钱
名实相副,名副其实
逍遥自得,潇洒悠闲
介绍,先容
人世,人间
简洁,简练
一声不吭,闷葫芦
呴湿濡沫,相濡以沫
妊妇,孕妇
下里巴人,阳春白雪
喜见于色,喜形于色
安家乐业,安土乐业
抉目胥门,抉目吴门
金相玉式,金相玉质
郢人斤斧,郢匠挥斤
狡猾,圆滑
见解,意见
靡靡之声,靡靡之音
摩肩接踵,挨肩擦背
健壮,坚硬
相关,有关
记实,记录
毛将焉附,相辅相成
一日千里,日新月异
胸有成竹,目无全牛
详细,精确
摇摆,摇动
影踪,脚迹
一鸣惊人,名满天下
交战,交兵
积甲如山,积甲山齐
现时,目今
厌恶,嫌恶
一改故辙,一反常态
揭开,显现
绚丽,幽美
酒宴,酒筵
兴旺,茂盛
浃沦肌髓,浃髓沦肌
以攻为守,以退为进
绝顶,极度
蓄积,积贮
基本,基础
居高临下,建瓴高屋
相像,相仿
晓喻,晓谕
源源不断,源远流长
心照不宣,心领神悟
家喻户习,家谕户晓
瑕玷,瑕疵
斤斤计较,计较锱铢
金衣玉食,鲜衣美食
心心相印,心领神会
小巫见大巫,相形见绌
拘禁,拘捕
惊诧,惊愕
形影不离,形影相随
救助,救济
医治,医疗
一脸茫然,茫然自失
英姿焕发,英姿飒爽
优孟衣冠,衣冠优孟
形态,形状
心仪,心动
闲云野鹤,悠闲自在
假道灭虢,灭虢取虞
信服,坚信
悠然自在,悠闲自在
碍手碍脚,碍手绊脚
决策,有计划
践踏,蹂躏
一片散沙,一盘散沙
稀疏,稀薄
效率,效劳
一路福星,一路顺风
安逸,闲适
友邦,盟国
悬念,疑团
闲荡,闲逛
漫天彻地,漫天匝地
技巧,技能
精益求精,一丝不苟
心如刀绞,心痛如割
引用,援用
接二连三,接连不断
疾言厉色,疾言遽色
暗室逢灯,绝渡逢舟
像貌,仪表
面誉背毁,面谀背毁
噤口卷舌,噤口不言
佳音,喜讯
学富五车,学贯中西
兴亡,茂盛
由衷之言,心口如一
冥思苦索,瞑思苦想
熔化,融解
洋装,西服
矫枉过直,纠枉过正
印象,纪念
忧伤,忧愁
金科玉律,金口玉言
言不及义,信口开河
健壮,矫健
旧调重弹,因循守旧
有备无患,积谷防饥
谨慎小心,小心谨慎
一毛不拔,解囊相助
以暴易乱,以暴易暴
悠闲自得,欣然自得
训斥,训责
见多识广,见闻广博
牟取,谋取
鸠合,集结
一语破的,入木三分
虚亏,软弱
尽心尽力,竭尽全力
精良,精巧
金鼓连天,金鼓齐鸣
洗澡,洗浴
形容,描述
价格,价钱
井井有条,井井有序
鲜活,新鲜
喜笑颜开,喜上眉梢
饥渴交攻,饥渴交迫
雍容典雅,雍容文雅
语妙天下,语妙绝伦
买空卖空,卖空买空
习性,习惯
险诈,奸险
遗簪坠屦,遗簪弊屦
英雄辈出,逸辈殊伦
名垂千古,名垂后世
家无担石,家无斗储
景象,形势
遇害,遇难
姣美,俊俏
截止,结果
一心一计,一心一意
经营,谋划
欲取故予,欲擒故纵
养精蓄锐,休养生息
相像,形似
遗臭万年,人所不齿
晓行夜宿,晓行夜住
毛举细事,毛举细故
忍辱负重,忍气吞声
卖弄,矫饰
于是,以是
向导,诱导
先生,教员
解救,援救
进退中度,进退中绳
系风捕影,系风捕景
忧伤,忧虑
锦团花簇,锦簇花团
相貌,面目
心理,心绪
星河,银河
渔阳鞞鼓,渔阳鼙鼓
借风使船,见机行事
有益,蓄谋
炎阳,骄阳
意前笔后,意在笔前
一清二楚,泾渭分明
将心相随,降心相从
毅力,坚强
解说,解释
黯然失神,黯然失色
纤细,苗条
结余,节余
摇,日光
进可替不,进可替否
门可罗雀,门堪罗雀
日许多时,日许时间
异常,极端
雍容大雅,雍容闲雅
敏感,敏锐
燕巢幕上,燕巢飞幕
训导,教诲
纠葛,纠纷
嫁狗随狗,嫁狗逐狗
绝少分甘,绝甘分少
以夷制夷；暗箭伤人,借刀杀人
安置,就寝
养精蓄锐,用逸待劳
融为一体,熔于一炉
友好,有爱
坚毅,坚贞
一柱承天,一柱擎天
鲜艳,美丽
尽善尽美,尽如人意
严俊,严刻
一成不变,一定不易
肩舆,轿子
解析,明白
一帆顺风,一路顺风
一帆风顺,一路顺风
若隐若现,隐约可见
偃意,安适
形象,现象
心如死灰,心灰意懒
描画,描绘
心手相应,游刃有余
热烈,猛烈
药到回春,妙手回春
入国问俗,入邦问俗
一无所能,一无所成
下降,下沉
润泽,润湿
隐瞒,隐敝
引火烧身,惹火烧身
明确,明晰
雪泥鸿迹,雪鸿指爪
安邦定国,燮理阴阳
用场,用处
聚精会神,一心一意
言听计从,言从计纳
人山人海,人流如潮
幼芽,新苗
一气呵成,一气浑成
悒悒不乐,郁郁寡欢
金石之言,金石良言
安邦定国,安邦治国
瘗玉埋香,香消玉殒
以卵击石,以卵敌石
消灭,消失
逍遥自得,逍遥自在
依从,允从
一口同声,异口同声
讯问,鞠问
门无杂客,门无杂宾
胁制,压迫
揭破,揭露
誉满全球,名满天下
僵李代桃,将李代桃
言从计听,言从计行
一无可取,金无足赤
骄慢,娇傲
一望无际,一马平川
景仰,向往
妙不可言,美不可言
兴兵,兴师
蓄积,积蓄
摇旗呐喊,鸣锣喝道
埋没,埋葬
举世无敌,举世无双
面面相看,面面相觑
性子,性质
有滋有味,津津有味
叙说,叙述
遗臭万年,遗臭万载
心如刀绞,心如刀割
兼收并蓄,兼而有之
人心涣散,一盘散沙
埋没,湮灭
认真,有劲
人面兽心,人面狗心
一名不文,一贫如洗
心焦,焦虑
巡捕,警察
举案齐眉,相敬如宾
没齿不忘,铭心刻骨
买笑寻欢,买笑追欢
相反,相悖
名片,柬帖
兴味索然,心灰意冷
行家里手,训练有素
检束,检点
讯息,信息
安息,安眠
衣绣夜行,衣锦夜行
安宁,安靖
鱼游釜底,鱼游沸鼎
原原本本,有头有尾
密切,紧密
坚忍,鉴定
解铃系铃,解铃须用系铃人
描画,描写
一表人才,一表非凡
心怀叵测,笑里藏刀
金玉良言,金石良言
坚忍,坚实
一无所有,一贫如洗
美味,鲜味
毅力,坚韧
幽灵,阴魂
坚强不屈,坚刚不屈
一路平安,安然无恙
假日,沐日
形式,形状
心思,心术
匠意于心,胸中有数
下不了台,下不来台
悬崖峭壁,悬崖绝壁
应承,应允
喜信,喜讯
缄默,默然
建功立业,建功立事
玉容,美貌
貌是心非,貌是情非
兄死弟及,兄终弟及
人大不同,截然不同
蒹葭倚玉,蒹葭玉树
疾苦,艰苦
以卵投石,以卵敌石
安宁,安闲
偃旗卧鼓,偃旗息鼓
疑惑,疑心
一日之雅,一面之交
家徒壁立,一贫如洗
隐约其词,隐约其辞
迷蒙,迷茫
金碧辉映,金碧辉煌
隐藏,埋葬
修理,修茸
一无可取,一团漆黑
抉目胥门,悬首吴阙
相背,相悖
心怀若谷,虚怀若谷
心浮气盛,心高气傲
兴盛,热闹
弥天大谎,瞒天过海
有气无力,没精打采
人工,人造
尽职,尽责
雄健,雄浑
简明,精练
敏捷,矫捷
一直,一向
修炼,修齐
预订,预约
影响,教化
叫嚷,叫喊
柔肠寸断,柔肠百结
眉目传情,眼去眉来
命根子,命脉
心劳日拙,江河日下
闲聊,闲谈
谋略,有计划
警告,晶体
骄侈暴佚,骄侈淫虐
眼力,眼光
意料,预想
消除,消弭
惊惶失措,惊惶失措
胁制,要挟
援军,救兵
举手之劳,易如反掌
余恨,遗恨
优柔,柔嫩
鸦雀无声,鸦雀无闻
捐躯疆场,马革裹尸
弦外之音,音在弦外
妊娠,孕珠
蛮人,野人
异卉奇花,异草奇花
捷报频传,节节胜利
一无所有,妙手空空
热泪盈眶,泫然泪下
安定,安适
希望,意向
游移,夷由
纠结,郁结
名望,名声
茅屋采椽,茅茨不翦
有眼不识泰山,有眼无瞳
疥癞之疾,癣疥之疾
掩目捕雀,掩耳盗铃
一无可取,美中不足
挤眉弄眼,眉来眼去
一成不变,原封不动
意义深长,语重心长
像模像样,有模有样
家喻户晓,尽人皆知
沿用,沿袭
优厚,优越
修旧利废,修旧起废
兴盛,荣华
建壮,结实
坚忍,坚韧
梦话,梦呓
热情,热诚
息黥补劓,洗心革面
俭朴,简谱
野心,蓄意
一索得男,一索成男
人声鼎沸,人欢马叫
韫椟而藏,韫椟藏珠
萧条,萧疏
幽暗,暗淡
精华,精髓
积存,积累
隐匿,湮灭
偃意,享受
乡里,乡亲
假如,如若
言简意该,言简意赅
用功,辛勤
有头无尾,有始无终
玄妙,奥密
训导,教导
举直厝枉,举直错枉
消融,溶解
蒙胧,模糊
游蜂戏蝶,游蜂浪蝶
桀傲不恭,桀骜不恭
积岁累月,积年累月
以夷制夷,借刀杀人
运乖时蹇,运拙时乖
兼包并容,兼容并包
凶险,凶恶
家世,门第
原由,因由
安置,安设
解散,结束
星驰电发,星驰电走
一日千里,雨后春笋
信马游缰,信马由缰
以泽量尸,马革裹尸
局促,狭窄
应召修文,玉楼赴召
如果,借使
卖剑买牛,买牛卖剑
积德,行善
样貌,容貌
嗷嗷待哺,饥寒交迫
鱼生空釜,鱼釜尘甑
藉藉无名,默默无闻
忧心如捣,忧心如焚
日朘月减,日朘月削
奸刁,狡滑
一无所能,一无所长
宣泄,泄露
安置,安排
希图,意图
计策,计谋
效率,效用
依靠,以来
沿路,沿途
急人之困,急人之急
洁身自爱,洁身自好
一起,一切
相机行事,见缝插针
依样画葫芦,依模画样
一献三售,一献三酬
心怀,心胸
鸡犬不宁,鸡飞狗跳
孝敬,孝顺
以刑去刑,以刑止刑
安危,欣慰
惜墨若金,惜字如金
鸦雀无声,一声不响
谨小慎微,敬小慎微
见几而作,见几而作
忧郁,忧愁
尽心尽力,尽心竭力
面黄肌瘦,鸠形鹄面
日暮途穷,一蹶不振
任命,任用
约会,约聚
信守,坚守
人面兽心,人头畜鸣
急景流年,急景雕年
京都,京师
一簧两舌,信口开河
下马看花,脚踏实地
细针密线,细针密缕
原故,原因
精明,醒目
景仰,羡慕
新故代谢,新陈代谢
心地,心肠
因利乘便,因势利导
安家落户,安家立业
隐藏,隐伏
假仁假义,貌合神离
缄口不言,秘而不宣
假诺,要是
邪魔,魔鬼
决断如流,应付裕如
一起,一路
效尤,效颦
交融,融会
如振落叶,易如反掌
举手投足,九牛二虎之力
较亲,较胜
喜新厌旧,见异思迁
熔化,消溶
尽力而为,尽心竭力
明确,精确
疆土,疆域
哀毁瘠立,哀毁骨立
暗害,密谋
音书,音问
积极,踊跃
日久年深,日积月累
怨声载道,怨气冲天
有观看,阅览
免职,解职
言简意少,言简意赅
决一死战,马革裹尸
桀骛,蛮横
具有,拥有
优伤,忧闷
涌现,显现
精制,精巧
惊惶无措,惊惶失措
抹杀,销毁
愉快,喜悦
与世推移,与时偕行
胁肩低眉,胁肩低首
心怀鬼胎,奸诈贪婪
行囊,行装
丫头,梅香
坚如磐石,安如磐石
将就,免强
殒命,陨命
详尽,细致
减削,节省
斜睨,斜视
儒雅,讲理
悬崖勒马,迷途而返
一长二短,一长半短
预期,预料
见地,眼光
玉颜,美貌
漫天盖地,漫天匝地
现时,眼前
热心,热枕
衔橛之变,衔橛之虞
安之若命,命中注定
悉心,精心
以后,以来
爱憎分明,泾渭分明
昔日,昔时
惹火上身,惹火烧身
一脉相连,休戚与共
兴兵动众,行师动众
一语破的,一语说破
目光如豆,眼光浅短
血肉相连,息息相关
艰巨,艰难
寻根究底,寻本挖源
现在,目前
越过,逾越
显摆,炫耀
进犯,进攻
言三语四,信口开河
人丁,人口
局促,狭小
描述,描写
交流,相易
鸠合,集中
一字不易,一字不爽
坚不可摧,安于盘石
匀实,均匀
接济,援救
心惊肉跳,毛骨悚然
救助,援救
下笔成文,下笔成篇
精良,优异
人烟稀少,杳无人烟
喧嚣,嚷闹
如箭在弦,箭在弦上
应用,行使
忍饥,挨饿
隐藏,掩盖
懊丧,懊恼
人烟稀少,人迹罕至
熙熙攘攘,门庭若市
景仰,敬佩
鸣金收军,鸣金收兵
扰乱,搅扰
兴盛,兴起
嫉妒,嫉恨
骄佚奢淫,骄泰淫泆
急躁,焦炙
驯服,驯顺
掩恶扬善,掩恶扬美
一面之款,一面之雅
牙签犀轴,牙签玉轴
渔人,渔夫
热情,殷勤
兴妖作乱,兴妖作怪
极刑,极刑
如胶似漆,形影相随
言行一致,言行相符
要旨,要挟
心机,心术
一改故辙,一反既往
计议,有计划
朽木粪土,朽木粪墙
训诲,教诲
心痛,肉痛
绵亘,绵延
营私作弊,营私舞弊
疾苦,坚苦
习俗,习惯
紧要,要紧
明净,结净
惊惧,惊慌
一无所知,目不识丁
相当,相称
一夫之用,以一当十
民风,习惯
细则,细目
心计,心术
酩酊大醉,酩酊烂醉
向来,一向
因时制宜,因地制宜
人云亦云,鹦鹉学舌
摸不着头脑,摸头不着
一倡百和,一呼百应
险诈,狡诈
交战,接触
安老怀少,敬老爱幼
界线,界线
喧赫,杰出
沿袭旧规,萧规曹随
新婚燕尔,新昏宴尔
暮年,末年
记忆,纪念
假手于人,假手旁人
几何,几许
剧变,巨变
安放,就寝
严酷,严刻
假如,若是
游历,漫游
阴毒,凶暴
日中必昃,月盈则食
与日俱进,日新月异
降尊纡贵,降贵纡尊
门可罗雀,门可张罗
以火救火,以煎止燔
急救,援救
闷闷不乐,郁郁寡欢
聚精会神,目不转睛
结尾,结束
家传户诵,家传户颂
岌岌可危,摇摇欲倒
讲述,叙述
命若悬丝,奄奄一息
晕厥,眩晕
样貌,面目
竞赛,角逐
学以致用,用非所学
心口不一,言不由衷
家园,家乡
集腋成裘,聚沙成塔
香闺绣户,香闺绣阁
爱国如家,爱民如子
下流,下游
剧场,戏院
谋害,暗杀
锦衣玉食,金衣玉食
漫无止境,漫无边际
紧急,急迫
月俸,月给
沿用,因袭
继承,接受
按图索骏,按图索骥
雁过拔毛,尖酸刻薄
安步,漫步
以火止沸,以汤沃沸
逍遥,悠闲
巡礼,巡行
交友,结交
胁制,抑制
鸠集,集合
贤慧,贤达
仙丹,妙药
剧烈,激烈
限制,截至
以微知著,见微知著
惊奇,惊异
容易,简陋
媒人,月老
引咎自杀,引咎自责
消灭,灭亡
寄予,寄托
以管窥天,以锥刺地
减价,削价
戏蝶游蜂,油头光棍
摇摇摆摆,摇摇晃晃
借势,借重
美艳,幽美
一笑千金,艳色绝世
讯问,鞫讯
摇晃,摇曳
心怀鬼胎,心中有鬼
学以致用,学以实用
坚苦卓绝,艰苦卓绝
杳无信息,杳无消息
一会儿,一刹
一孔之见,以蠡测海
一板一眼,有板有眼
敬爱,兴趣
隐藏,荫藏
一般,一些
以小人之心，度君子之腹,以己度人
应天顺民,应天从物
一块,一同
迷迷糊糊,模模糊糊
下属,下级
筋疲力尽,一步一挨
梦幻泡影,镜花水月
研精殚力,研精毕智
门生,学生
家喻户晓,人人皆知
教育,教化
巡警,警察
一块,一齐
摇旗呐喊,偃旗息鼓
颜面,美观
以耳为目,以耳代目
兴味,兴会
有口皆碑,异口同声
有勇有谋,骁勇善战
暗记,暗号
吉星高照,吉祥如意
睚眦必报,小肚鸡肠
机缘,机遇
应承,许可
交织,交错
郤驷,隙驷
安置,计划
悠长,久远
明火执械,明火持杖
敬服,爱护
如愿以偿,久旱逢甘雨
拘押,拘捕
约束,拘谨
行动,运动
兴师动众,惊师动众
性子,性格
序文,引言
愉悦,喜悦
一念之差,阴差阳错
有目共睹,一目了然
价值千金,价值连城
激浊扬清,隐恶扬善
锦囊佳制,锦囊佳句
简政放权,精兵简政
夏天,夏季
蓄谋,蓄意
严阵以待,诱敌深入
计伐称勋,计功程劳
心惊胆战,惊恐万状
愚蠢,鸠拙
虚伪,矫饰
行动,行径
渺茫,渺小
见缝插针,细针密缕
消沉,降低
有天无日,有天没日
麻木不仁,麻痹不仁
友情,友爱
傲睨万物,昂首望天
忌讳,隐讳
家书,家信
容光焕发,精神焕发
毛病,谬误
一旦,一朝
雨后初霁,雨过天晴
明火执械,明火执仗
饔飧不给,饔飧不继
交口称誉,交口称赞
喜爱,爱重
冒充,假装
靖言庸违,靖言庸回
衣衫不整,衣衫褴褛
薏苡之谤,薏苡明珠
吸引,迷惑
斜阳,夕阳
息息相通,息息相关
简明,简略
幽微,细微
假造,虚构
怏怏不乐,怏怏不悦
也许,几许
余暇,闲散
心中有数,胸中有数
显然,明晰
相像,肖似
狡猾,奸狡
名垂青史,名标青史
挟制,要挟
建树,建立
坚固,结壮
记取,记着
疑神疑鬼,疑三惑四
交班,接班
冥行擿埴,暗中探索
永不磨灭,永垂不朽
信心百倍,意气风发
限日,限期
一日千里,与日俱增
下坂走丸,下阪走丸
畿辇,京华
街谈巷议,交头接耳
消逝,消失
因时制宜,见风使舵
秘密,隐秘
心胆俱碎,惊恐万状
盲人扪烛,盲翁扪籥
一应俱全,面面俱到
样板,样本
一蹶而就,迎刃而解
冒失,马虎
减削,节约
悬门抉目,抉目悬门
一落千丈,日就衰败
勉力,极力
兴致索然,意兴索然
有备无患,以防万一
扔掉,遗弃
衣冠禽兽,行同狗彘
如渴如饥,如饥似渴
爱吝,爱恡
几多,若干
疾速,迅疾
越来,越发
安于故俗,墨守成规
议论纷纭,议论纷错
教育,训诫
警惕,机警
民脂民膏,民膏民脂
精粹,英华
向来,一直
一石二鸟,一箭双雕
诘屈磝碻,诘屈聱牙
邪门歪道,邪魔外道
心怀叵测,居心不良
谋图不轨,谋逆不轨
永别,永诀
拒人于千里之外,拒人千里
埋没,泯没
修饰,润色
笑容可掬,眉开眼笑
娇小玲珑,小巧玲珑
形容,描绘
人莫予毒,莫予毒也
睚眦之忿,睚眦之恨
见微知类,见微知著
麇集,聚积
紧急,殷切
挟制,劫持
一面如旧,一见如故
言归正传,闲话休说
言人人殊,莫衷一是
膝行匍伏,膝行蒲伏
如坐春风,如沫春风
缅怀,记念
熙熙攘攘,攘攘熙熙
云涌风飞,云涌飙发
坚强不屈,坚贞不渝
一之为甚,一之已甚
信任,坚信
依样画葫芦,如法泡制
迥乎不同,截然不同
习染,熏染
旭日初升,旭日东升
埋天怨地,怨天尤人
有名无实,久假不归
一定不移,一定不易
忍受,容忍
详实,详确
接风,洗尘
颖异,颖悟
一言半语,一声不响
吉事,喜事
洗垢求瑕,洗垢索瘢
忧虑,忧患
言犹在耳,记忆犹新
心寒胆战,心寒胆碎
一时半刻,一时半晌
目空一切,目中无人
以身作则,言传身教
一览无余,一目了然
买卖,交易
献曝,献芹
行不顾言,言不顾行
江郎才尽,泯然众矣
协调,融合
预备,有计划
哀转叹息,唉声叹气
焦虑,焦急
莫逆之交,金兰之契
新月,眉月
运筹决策,运筹画策
桀傲不恭,桀骜不逊
哑口无言,默默无闻
校正,校阅
歼灭,湮灭
遇难呈祥,遇难成祥
一概,绝对
言不达意,言不逮意
烟波浩渺,惊涛骇浪
尽心,用心
详细,具体
及锋而试,捷足先得
以戈舂黍,以指测河
任其自流,任其自然
景仰,向慕
畿辇,京城
机器,机械
相映生辉,相映成趣
忙碌,忙活
解铃系铃,解铃还需系铃人
一伙,疑虑
湮没无闻,默默无闻
相差,相差
激战,鏖战
厌恶,厌烦
信宿,翌晚
如渴如饥,如饥如渴
安置,安装
乳名,小名
胸次丘壑,胸有丘壑
骄矜,娇傲
焦金流石,燋金烁石
小屈大伸,小屈大申
心如古井,心如止水
明确,明了
巨人长德,钜人长德
埋没,淹没
预见,预料
疾苦,艰难
以其人之道；还治其人之身,将计就计
坚忍,坚贞
意气扬扬,洋洋得意
一熏一莸,一薰一莸
言犹在耳,余音绕梁
胁迫,劫持
偃武修文,偃武崇文
面貌,容貌
免除,解任
一无所有,一无所成
栩栩如生,栩栩欲活
戏子,优伶
人云亦云,矮人观场
幸好,幸而
精良,优良
坚持不懈,坚持不渝
掘地寻天,磨砖成镜
一样,相同
结识,结交
扬武耀威,扬威耀武
鲜明,明晰
一针见血,言必有中
一鳞半甲,一鳞片甲
机灵,精灵
麇集,蚁集
没大没小,目无尊长
信誓旦旦,言而有信
决一死战,决一雌雄
一无所知,一窍不通
寻根究底,蔓引株求
激发,激勉
心仪,喜欢
讲解,讲授
精粹,精彩
鸡皮鹤发,鸡肤鹤发
鹰睃狼顾,鹰视狼顾
严紧,紧密
业务,交易
聚拢,集合
月尾,月终
侠肝义胆,见义勇为
嫁鸡逐鸡,嫁狗逐狗
简明扼要,言简意赅
延颈举踵,延颈企踵
嘻皮笑脸,嬉笑怒骂
举世瞩目,引人注目
新人,新秀
哀愁,忧愁
精细,精制
运斤成风,运用自如
日中则昃,日中必移
机灵,机敏
哑口无言,目瞪口呆
巡查,巡逻
哀丝豪竹,哀感顽艳
一册,一本
妙想天开,异想天开
许久,迂久
鸡飞狗窜,鸡飞狗走
欲速不达,一蹴而就
仙逝,牺牲
以邻为壑,嫁祸于人
鸦雀无声,寂然无声
按照,依照
冉冉,慢慢
下气怡声,下气怡色
以德报怨,以直抱怨
日历,日期
一客不烦两家,一客不烦二主
音讯,消息
勇往直前,义无返顾
意愿,愿望
缉拿,缉捕
语重情深,语重心长
欣喜,喜悦
日和风暖,日暖风恬
惹人注目,引人注目
减价,降价
依样葫芦,依本画葫芦
目迷五色,眼花撩乱
傲头傲脑,桀骜不驯
喜爱,热爱
捐躯,献身
井然有序,井井有序
一厢情愿,如意算盘
面誉背毁,面誉背非
弦外有音,弦外之意
休战,息兵
接纳,接收
荆棘塞途,荆棘载途
一张一弛,以逸待劳
遗志,遗愿
截发留宾,截发锉藳
一曝十寒,有始无终
弥天大谎,漫天大谎
英姿飒爽,意气风发
悬念,系缚
卖俏行奸,卖俏迎奸
戢鳞委翅,戢鳞潜翼
弥山亘野,弥山遍野
慢条斯礼,慢腾斯礼
末了,末端
销声匿迹,销声敛迹
倚门卖俏,卖俏倚门
艰辛,艰苦
遗址,遗迹
雄心勃勃,野心勃勃
愚笨,鸠拙
朽木难雕,朽棘不雕
以理服人,言之成理
学如登山,学如穿井
假如,假设
意气相投,意气相倾
日上三竿,日高三丈
喜眉笑眼,笑逐颜开
余烬复起,卷土重来
依依惜别,依依难舍
稀少,希奇
人缘,缘分
敬而远之,敬若神明
木已成舟,已成定局
明哲保身,见死不救
言行一致,言而有信
杳如黄鹤,杳无消息
遗簪坠履,遗簪堕履
结驷列骑,结驷连骑
军人,甲士
解除,消弭
凶信,凶讯
接二连三,接踵而至
一无所知,一问三不知
暗地,暗自
弱不禁风,弱不胜衣
愚昧,蒙昧
一暴十寒,有始无终
行色仓皇,行色匆匆
奖励,嘉勉
没大没小,没上没下
怨天忧人,怨天尤人
阎君,阎罗
见德思齐,见贤思齐
翱游,遨游
矮子看戏,矮人观场
傲慢,骄气
巡察,巡缉
因敌为资,因敌取资
言近意远,言近旨远
夭桃秾李,夭桃襛李
交恶,决裂
形象,景色
岳峙渊渟,如岳临渊
弦外之音,弦外之意
聚萤映雪,积雪囊萤
响应风从,一呼百应
艺人,演员
讥笑,揶揄
夜郎自大,井蛙语海
傲睨一世,傲睨一切
洋化,西化
削足适履,截趾适履
面子,美观
学塾,学堂
颐性养寿,颐神养寿
安然若素,漠然置之
一网尽扫,一网打尽
