剧本,脚本
徒然,徒劳
金蝉脱壳,缓兵之计
大地回春,大地春回
悔之晚矣,悔之不及
铜驼荆棘,铜驼草莽
多愁善感,多愁多病
视人如子,视民如子
劝导,疏导
天台,晒台
唾弃,吐弃
侵陵,侵吞
温席扇枕,温枕扇席
荡然无存,瓦解冰消
衰颓,颓废
昏厥,昏迷
进退无据,进退失据
精采,杰出
昙花一现,好景不长
碰鼻,碰壁
断章取义,望文生义
名实相副,名符其实
卖头卖脚,抛头露面
豪宕,豪迈
今世,当代
潢池弄兵,潢池盗弄
晃悠,晃荡
握素怀铅,握素披黄
寒噤,寒战
声嘶力竭,大喊大叫
街市,市井
输肝剖胆,输肝沥胆
怀金垂紫,怀黄佩紫
提醒,示意
魂亡胆落,魂飞魄散
砥柱中流,坚如磐石
晤面,会面
坦直,坦率
昊天罔极,恩重如山
虎穴龙潭,虎窟龙潭
渺无人烟,渺无人踪
抛清,撇清
河滨,河边
清晨,清早
佳丽,佳人
混浊,混浊
记住,记着
化妆,化装
典型,典范
灭绝,杀绝
情由,起因
确凿,实在
舍生取义,为国捐躯
东拉西扯,七拼八凑
桃红柳绿,鸟语花香
吞没,泯没
尽忠报国,为国捐躯
鸡飞蛋打,水尽鹅飞
急切,迫急
横行直撞,横行直走
齐驱并进,齐头并进
俗不可医,俗不可耐
山河,江山
思想,思维
鼠目寸光,目光如豆
答案,谜底
无伤大体,无关宏旨
清都绛阙,清都紫微
呐喊,大叫
束身自爱,束身自修
泥猪瓦狗,泥猪癞狗
史册,史乘
同志,同道
前言,媒介
对立,散乱
无理取闹,无风作浪
兼收并蓄,兼收并畜
太平盛世,清平世界
妄生穿凿,望文生义
交往,交游
堆积如山,无穷无尽
生灵涂炭,荼毒生灵
文件,文献
囚徒,囚犯
儿子,女儿
浑身,满身
农民,农夫
大义灭亲,天公地道
东床坦腹,东床娇客
恒河沙数,满坑满谷
梦幻泡影,海市蜃楼
靡然从风,靡然成风
打搅,打扰
生日,寿辰
暮气,死气
胡言乱道,胡言汉语
典质,抵押
孩子,孩童
模仿,模拟
大肆铺张,铺张浪费
喊冤叫屈,叫苦连天
书房,书斋
委实,委的
胆丧魂惊,胆裂魂飞
饰非掩过,饰非文过
大展宏图,大有作为
涤故更新,鼎新革故
万寿无疆,寿比南山
盘川,盘费
得病,患病
缺席,退席
女大须嫁,女大当嫁
含冤莫白,含冤负屈
接力,尽力
打赌,赌博
精辟,简练
无言,莫名
积储,积贮
梦寐以求,求之不得
耳鬓厮磨,花前月下
近悦远来,迩安远至
手简,手书
商号,市肆
时常,时时
片霎,顷刻
声价十倍,身价百倍
后果,恶果
书记,秘书
未尝,未曾
疏落,疏散
斡旋,调处
退让,妥协
天才,天性
豪情,激情
禁得住,禁得起
戒备森严,无懈可击
拿云捉月,拿云握雾
前夕,前夜
味如鸡肋,弃之可惜
乔迁,迁居
吊儿郎当,玩世不恭
排忧解难,排难解纷
断子绝孙,绝子绝孙
借贷,假贷
活络,生动
千了万当,千了百当
剜肉做疮,剜肉成疮
手表,腕表
仆役,厮役
面如土色,面色如土
嫡派,嫡系
东声西击,声东击西
精湛,深通
评论,评述
深重,极重
随处,到处
痛改前非,弃暗投明
极度,万分
其乐无穷,大喜过望
没顶,灭顶
黑天墨地,黑天摸地
五尺之童,五尺之僮
天阻,天险
顺风扯帆,顺风张帆
晃动,起伏
浓密,茂盛
烁玉流金,烁石流金
倒廪倾囷,倒箧倾筐
偏见,定见
嫉贤妒能,妒贤嫉能
怯懦,胆小
十年寒窗,十载寒窗
呼噪,哗闹
倘若,假若
前景,前程
面孔,面目
生存,活命
横眉冷目,横眉努目
进退无据,进退失踞
强人所难,强奸民意
画蛇添足,画蛇著足
断断续续,时断时续
涕泪交流,涕泪交零
强本弱支,强本弱枝
盘考,盘问
对象,目标
萎缩,萎缩
桑弧蒿矢,桑弧蓬矢
久惯牢成,久惯老诚
喋喋不休,娓娓而谈
拖延,稽迟
披荆斩棘,含辛茹苦
恼恨,恼火
万无一失,弹无虚发
慰勉,激励
大氅,斗篷
水手,水兵
书札,书翰
见机,识趣
删除,省略
昏黄,朦拢
吊死问疾,吊民伐罪
声威大震,名闻遐迩
飘泊无定,飘蓬断梗
旗鼓相当,平起平坐
集团,团体
凭单,凭据
箝口,钳口
同业,同行
盲人摸象,盲人说象
通顺,通畅
打蛇打七寸,擒贼先擒王
图利,牟利
虔敬,虔诚
闪光,闪耀
挥动,动摇
歪缠,胡闹
哄动,惊动
胶柱调瑟,胶柱鼓瑟
点睛之笔,神来之笔
伎俩,手法
掉以轻心,淡然处之
迷魂夺魄,迷魂淫魄
枉费心思,枉费心力
无源之水,无米之炊
积累,积蓄
上策,善策
身故,身死
会聚,集聚
身首异处,首足异处
偶而,权且
推行,实施
千丝万缕,盘根错节
亡命,逃亡
搪突,冒犯
谎言,坏话
送暖偎寒,送暖偷寒
回信,答信
急不及待,急不可待
四体百骸,四肢百骸
推后,推迟
短命,短折
结盟,结好
地利人和,天时地利
拈酸吃醋,拈酸泼醋
偷梁换柱,冒名顶替
喂养,饲养
生死关头,紧要关头
千锤百炼,精益求精
停业,收歇
建议,提议
升级,晋级
瞬息,刹那
疏通,疏导
家眷,家族
景星凤皇,景星庆云
天方夜谭,无稽之谈
悔恨,后悔
换骨脱胎,脱胎换骨
乔装打扮,乔妆打扮
通儒,通士
切切,万万
同美相妒,文人相轻
寒冬,穷冬
青翠,青葱
漂亮,精彩
破瓦寒窑,蓬门荜户
埋头,静心
名噪一时,声名大噪
鸿篇钜制,鸿篇巨著
寝息,睡觉
好运,红运
神采奕奕,神采英拔
书柜,书厨
基本,基本
激昂,激越
倾轧,排斥
间不容息,间不容缓
确乎不拔,确固不拔
囤积居奇,投机倒把
劫难,磨难
居丧,居忧
晚世,近世
特性,特色
全愈,痊愈
提纲,提要
完婚,匹配
生意盎然,生气勃勃
低劣,恶劣
土话,土音
全体,满堂
三从四德,三纲五常
失望,灰心
肚量,襟怀
目不斜视,目不别视
唐突西子,唐突西施
怠惰,怠懈
派别,门户
匹夫匹妇,平民百姓
透风,通风
奸险,巧诈
名次,排名
卖出,售卖
旁推侧引,旁敲侧击
牛蹄中鱼,牛蹄之鱼
嗜好,癖好
退伍,退役
水师,海军
万紫千红,花团锦簇
剖解,解剖
描摹,描述
急如星火,急于星火
倒悬之急,倒悬之苦
悍妇,泼妇
豪放,宏放
武器,军火
晚点,误点
五尺竖子,五尺童子
屠杀,杀戮
勉强,牵强
拈轻怕重,挑肥拣瘦
倾家荡产,敲髓洒膏
怀真抱素,怀质抱真
记载,记录
面红耳热,面红耳赤
失之交臂,当面错过
进退迍邅,进退两难
平白无辜,清清白白
伟岸,巍峨
事理,道理
暮景桑榆,桑榆暮景
买通,打通
韩信将兵,多多益善
前世,宿世
道不拾遗,道不掇遗
偏畸,偏袒
图书,文籍
无事生非,无中生有
目不转视,目不转睛
剿灭,歼灭
混杂,夹杂
刁恶,狠毒
失礼,失仪
溺毙,灭顶
杀一儆百,杀鸡儆猴
虎体熊腰,虎背熊腰
混名,诨名
赏光,赏脸
歹心,歹意
吻合,切合
大户,豪门
多嘴,多言
娶妻,授室
扼杀,抹杀
洞如观火,洞若观火
含笑,微笑
焦心劳思,焦心热中
视线,视野
舍身,捐躯
得救,获救
求援,求助
违抗,违犯
通风报信,通风报讯
屎流屁滚,屎滚尿流
文从字顺,顺理成章
吞云吐雾,喷云吐雾
石友,密友
无往不克,无往不胜
打听,密查
突围,解围
浓妆艳服,浓妆艳裹
东张西望,东瞧西望
豁然开朗,顿开茅塞
无可厚非,未可厚非
头伙,端倪
惊心动魄,摄人心魄
勤劳,勤快
久别重逢,旧雨重逢
哆嗦,惊怖
切当,得当
赛马,跑马
扫荡,涤荡
骏骨牵盐,骥服盐车
德容言功,德言工容
当众出丑,当场出彩
起初,起首
外传,据说
夙夜不解,夙夜匪解
煞有介事,矫揉造作
劝化,陶染
投杼之惑,投杼之疑
七湾八扭,七湾八拐
天下莫敌,天下无敌
记挂,但心
书法,书道
计日以待,计日而待
蠹国殃民,蠹国病民
顺眼,顺心
大智大勇,单刀赴会
教学相长,兼容并包
得陇望蜀,贪多务得
松驰,随便
渎职,溺职
奇形怪状,骇状殊形
鸿毛泰岱,鸿毛泰山
唯一,唯独
得其所哉,求仁得仁
吉日良辰,黄道吉日
平心静气,平心易气
搅动,搅拌
警惕,警卫
偷偷摸摸,鸡鸣狗盗
加快,加速
九九归一,九九归原
逃逸,逃窜
商榷,会商
庶务,碎务
朴实无华,朴素无华
挥金如土,大手大脚
得体,多礼
欢欣若狂,欢喜若狂
加膝坠泉,加膝坠渊
审定,核定
订亲,订婚
加倍,加强
失色,忘形
浑身,全身
呼天唤地,嚎天动地
计功补过,将功补过
漫骂,谩骂
救急,济急
墨守成规,拟规画圆
秃头,秃顶
山高水险,千难万险
痛饮,浩饮
赫赫有名,名扬天下
鸣钟列鼎,鸣钟食鼎
哆嗦,觳觫
杀内,节欲
品茗,喝茶
违令,违命
疏朗,轻松
神差鬼遣,神差鬼遣
无用,无谓
武士,甲士
顺天从人,顺天应人
水火之中,水深火热
尽心,经心
推寻,推求
大风大浪,惊涛骇浪
后妻,继配
妙语双关,妙语连珠
攀花折柳,攀花问柳
委顿,怠倦
回笼,收回
今朝,而今
达官显宦,五侯七贵
垫脚石,敲门砖
打定主意,拿定主意
没齿不忘,没齿难忘
适可而止,善刀而藏
炮凤烹龙,烹龙炮凤
河床,河道
妙算,神算
断念,死心
生气,起火
三人成虎,道听途说
乌青,铁青
上台,登台
塑像,泥像
祸福由人,祸福无门
歉岁,歉年
紧迫,火速
交心,谈心
活泼,隽永
失常,颠倒
建壮,健旺
劈面,扑面
情怀,情愫
极乐世界,及时行乐
等候,等待
和衷共济,同室操戈
呜呼哀哉,寿终正寝
面面俱圆,面面俱到
时代,期间
庞然大物,大而无当
满载而归,硕果累累
急速,火速
实事求是,踏踏实实
你死我活,誓不两立
蕲求,祈求
名列前茅,金榜题名
进入,进来
起初,首先
卖官卖爵,卖官贩爵
天荒地老,地老天荒
窘态,难堪
东掩西遮,东遮西掩
混杂,混同
缄默,静默
善门难开,好人难做
见危授命,见危致命
鞠躬尽瘁,积劳成疾
母舅,舅舅
求贤如渴,求贤若渴
万马齐喑,死气沉沉
丢脸,难看
敬老怜贫,敬老恤贫
无可奈何,万不得已
沤沫槿艳,沤珠槿艳
局促不安,跼蹐不安
五马分尸,千刀万剐
盗匪,盗贼
剑拔弩张,箭拔弩张
酒席,酒菜
断梗飘蓬,萍踪浪迹
精壮,精悍
天下大乱,天灾人祸
见财起意,见钱眼开
磨砺以须,抖擞精神
娇气,娇贵
女强人,铁娘子
恶衣菲食,恶衣蔬食
瘠土,荒地
平淡,清淡
徬徨,徘徊
换骨夺胎,脱胎换骨
女长当嫁,女长须嫁
秋风团扇,秋风纨扇
俳谐,诙谐
绵绵不绝,绵绵不断
目挑心招,眉目传情
宿债,旧债
精妙绝伦,精彩绝伦
带累,牵连
配置,设置
时异事殊,时异势殊
千差万别,截然不同
清风明月,清风朗月
甚而,甚至
琐事,碎务
花好月圆,鹊笑鸠舞
七嘴八舌,多嘴多舌
万象更新,面目一新
暮景桑榆,桑榆末景
杀鸡取卵,杀鸡取蛋
火耕水种,火耕流种
晚辈,晚进
攀亲,结亲
宁可,宁肯
凄风寒雨,凄风冷雨
书册,合集
身心交瘁,身心交病
卫兵,卫士
痛改前非,悔过自新
体贴入妙,体贴入微
齐趋并驾,齐驱并骤
为虎添翼,为虎傅翼
回响,回声
大好河山,大好河山
恶浊,龌龊
熟寝,熟睡
剔透,晶莹
锦营花阵,锦阵花营
目击,目睹
嫡亲,近亲
平平淡淡,平平常常
外行人,门外汉
名堂,技俩
上路,起程
水底纳瓜,水里纳瓜
海涵,见原
距人千里,拒人千里
投降,纳降
掉以轻心,漠然置之
七情六欲,四大皆空
取缔,打消
借客报仇,借身报仇
三等九般,三等九格
君王,帝王
名垂千古,名垂万古
失当,欠妥
花香鸟语,鸟语花香
省吃俭用,节衣缩食
犬牙交错,犬牙相制
煽诱,煽惑
巨流,洪流
嚎天喊地,嚎天动地
忌日,忌辰
芜杂,紊乱
挥沐吐餐,吐哺握发
何啻,何止
童颜鹤发,鹤发童颜
户限为穿,门庭若市
世代相传,代代相传
望岫息心,望峰息心
鸡犬无惊,鸡犬不惊
深信,坚信
四战之国,四战之国
检核,检点
咄咄逼人,气焰万丈
崛起,突起
诗人,骚人
遁名匿迹,遁身远迹
盼望,盼愿
劝服,说服
居利思义,见利思义
品行,品格
居功自傲,居功自恃
简便,简捷
单方,片面
神采飞扬,器宇轩昂
积重难返,积非成是
末梢,末端
贱视,蔑视
难分难舍,难割难舍
借鉴,鉴戒
势利小人,跳梁小丑
万全之策,万全之计
继古开今,继往开来
免得,省得
摩砺以须,磨厉以须
急竹繁丝,急管繁弦
东床,女婿
剜肉做疮,剜肉生疮
上吊,投缳
机要,机密
倒置,颠倒
投掷,抛掷
河鱼腹疾,河鱼之疾
披心沥血,披肝沥血
鲸涛鼍浪,鲸波鼍浪
检讨,检查
视如陌路,视若路人
搜索,搜查
三教九流,五行八作
判断,判决
死人,死尸
减轻,减弱
敦促,督促
东飘西徙,东飘西荡
驽马十舍,驽马十驾
岁首,年初
明显,赫然
积累,积攒
后继无人,后继乏人
其后,后来
挺身而出,马不停蹄
厚古薄今,慕古薄今
匿迹潜形,匿迹隐形
挑三嫌四,挑三检四
千状万态,千状万端
泰山压卵,螳臂当车
号啕,嚎啕
推崇,提倡
排沙简金,排沙见金
计日以俟,计日而俟
搔头弄姿,卖弄风骚
家给人足,家给民足
头绪,条理
回乡,还乡
头破血流,皮破血流
平整,平展
目力,视力
记忆,记忆
坏心,恶意
滴水穿石,锲而不舍
守正不回,守正不移
事实,究竟
清澄,清撤
昏黄,黄晕
神魂摇荡,神魂飘荡
稽查,稽察
东闪西挪,躲躲闪闪
寒噤,寒颤
切断,堵截
捐赠,施舍
婉言,婉词
僧人,沙门
大漠,沙漠
监工,督工
默认,默许
激扬清浊,激浊扬清
吉光片羽,吉光片裘
河伯,河神
同伴,搭档
外号,花名
撒谎,说谎
接管,收受
无能为力,万般无奈
体贴,眷注
扫数,所有
鸿泥雪爪,鸿爪留泥
揭竿而起,铤而走险
儗非其伦,拟非其伦
枪决,枪毙
挥沐吐餐,握发吐哺
推崇,弘扬
无一不知,无所不知
视死若归,视死若归
绝处逢生,涸鱼得水
顺次,顺序
爽性,索性
驱使,驱策
解聘,解职
束缊请火,束缊还妇
拒绝,回绝
花消,破费
后顾之忧,黄雀在后
秋高气爽,秋高气肃
琼枝玉叶,金枝玉叶
无可厚非,无可非议
面如傅粉,面如冠玉
呼群结党,呼朋引类
难忘,铭记
洁白,洁净
合股,合资
打草惊蛇,打草蛇惊
横眉怒视,横眉努目
大发议论,大放厥词
善查,善茬
答应,答理
脾性,脾气
金饰,饰物
忙中有失,忙中有错
昙花一现,稍纵即逝
家无担石,家无儋石
恰好,恰恰
蛮烟瘴雨,蛮烟瘴雾
外型,外延
宁为鸡口,鸡口牛后
弥散,迷漫
顶峰,颠峰
拒抗,抵挡
无垠,无际
近年,频年
拒接,推辞
见怪,见责
世风日下,伤风败俗
家喻户晓,门到户说
没皮没脸,没脸没皮
价廉物美,物有所值
收离纠散,收离聚散
坚持,对持
外国货,进口货
三姑六婆,五亲六眷
省会,省城
片子,电影
晦涩,生涩
海不扬波,海不波溢
魅力,魔力
漫天开价,漫天要价
拖人下水,拖人落水
宦海浮沉,宦海风波
前仰后合,东倒西歪
单一,单调
汗下,忸怩
闻风远扬,闻风而起
疏财仗义,疏财重义
均分,平分
得意扬扬,抬头挺胸
监仓,监牢
密锣紧鼓,紧锣密鼓
瑟索,瑟缩
匹夫怀璧,怀璧其罪
怀金垂紫,怀银纡紫
破旧不堪,破烂不堪
无孔不入,见缝就钻
事理,情理
监仓,监狱
金饰,首饰
审问,鞠问
号哭,痛哭
回笼,回收
怒目圆睁,戟指怒目
怦怦直跳,怦然心动
头子,头头
天衣无缝,无缝天衣
回拜,回访
对象,目的
急不及待,急不可耐
检举,揭发
失魂荡魄,失魂丧魄
食少事烦,食少事繁
胆子,胆量
失意,失落
鼠窃狗偷,鼠窃狗盗
同仇敌慨,同仇敌忾
欢呼,喝彩
东家,店主
轻忽,玩忽
矜智负能,矜能负才
明珠投暗,明珠暗投
萌发,萌生
勤俭,检朴
当行出色,登堂入室
首尾相接,首尾相继
华美,绮丽
四平八稳,稳扎稳打
膨大,膨胀
奸险,奸巧
万家灯火,灯火辉煌
呼天抢地,嚎啕大哭
合意,对劲
同心,齐心
通后,通明
天各一方,千里迢迢
时移世变,时移世易
透彻,透顶
激辩,舌战
头昏目晕,头昏目眩
失算,失计
散漫,涣散
鞠躬,弯腰
截止,为止
胜负,输赢
嚼穿龈血,嚼齿穿龈
对症下药,刀刀见血
恰如,宛然
随俗沉浮,随俗浮沉
大方,摩登
水底捞月,水中捞月
哄人,骗人
尽忠报国,精忠报国
丢三拉四,丢三落四
环绕,盘绕
天渊之别,天渊之隔
屈服,趋从
凄凉,凄迷
睡眠,睡觉
文不加点,文无加点
好善嫉恶,好善恶恶
深入,潜入
尽兴,尽情
武士,武夫
失却,丧失
媚惑,狐媚
明公正义,明公正气
贪欲无艺,贪贿无艺
扑朔迷离,迷离恍惚
头颅,脑袋
回归,回来
回击,回手
决斗,角斗
海角天涯,海角天隅
漫溢,弥漫
华侈,奢华
敲诈,讹诈
散发,散逸
王冠,金冠
生命攸关,生死攸关
活扣,活结
祈祷,祷告
断梗流萍,断梗飘萍
时日,时光
署理,代理
契合金兰,契若金兰
横行直撞,横冲直闯
善长,善于
惊喜欲狂,惊喜若狂
举不胜举,举不胜举
洁身自爱,独善其身
受贿,纳贿
停业,破产
平均,平衡
急人之困,急人之难
目不暇接,目不给视
内容,实质
散播,散布
溯流从源,溯流徂源
救火投薪,救焚投薪
难以逆料,难以预料
今非昔比,今是昨非
贪馋,贪吃
束之高阁,漠然置之
丹书铁契,丹书铁券
停泊,停靠
生死不渝,生死相许
清明,清朗
甜酸苦辣,酸咸苦辣
泉币,货币
泥猪瓦狗,泥猪疥狗
其时,那时
文雅,文静
东张西觑,东瞧西望
倾箱倒箧,倾筐倒箧
瞥见,瞟见
送命,送死
担忧,但心
深夜,深宵
浑金白玉,浑金璞玉
杜口,绝口
话里有话,话中有话
恢复,收复
食不果腹,饥肠辘辘
内务,内政
敬让,谦让
千疮百孔,千疮百痍
得胜,获胜
花晨月夕,花朝月夕
强词夺理,蛮不讲理
授受不亲,男女有别
确信,笃信
回船转舵,随机应变
举目四望,极目远眺
桀黠,狡滑
旁搜博采,旁收博采
脚不沾地,脚不点地
牛鬼蛇神,群魔乱舞
乞求,乞请
三跪九叩,打躬作揖
食品,食物
花园,花圃
目光短浅,目光如豆
举直措枉,举直错枉
凭证,凭据
弥天大罪,滔天之罪
潢池弄兵,弄兵潢池
搜检,检查
见仁见智,见智见仁
色厉胆薄,色厉内荏
木材,木料
失察,失策
彭湃,澎湃
穷人,贫民
身首异处,身首异地
数往知来,温故知新
后患无穷,祸不单行
悔怨,后悔
誓言,誓词
商洽,会商
食不充肠,食不充饥
醍醐灌顶,茅塞顿开
度过,渡过
伙食,膳食
通前彻后,通前澈后
歪七扭八,歪歪扭扭
披览,披阅
跌宕风流,跌荡风流
后人,后人
平平稳稳,稳稳当当
回礼,还礼
吼叫,呼啸
门客,食客
搭钮,铰链
交卸,交接
物竞天择,适者生存
时时刻刻,每时每刻
天庭,天廷
市场,市集
韬光晦迹,韬光隐迹
耳听八方,耳听八方
慌手慌脚,慌里慌张
水沟,水渠
名山大川,三山五岳
洁己从公,洁己奉公
条文,条规
宏亮,清脆
瘦弱,瘦削
使性傍气,使性谤气
聘任,聘请
惊风怒涛,惊风骇浪
禁受,经受
省悟,觉醒
低垂,低落
耽延,耽误
省却,免却
毫发不爽,丝毫不差
姗姗来迟,缓不济急
独往独来,独来独往
借债,借款
熟娴,熟闲
师严道尊,师道尊严
名正言顺,堂堂正正
书院,私塾
披头散发,蓬首垢面
倾城倾国,绝色佳人
天涯海角,海北天南
独一无二,头一无二
晤面,谋面
谋略,计划
青出于蓝,后起之秀
汗流至踵,汗流浃踵
大肆挥霍,铺张浪费
打倒,打垮
上次,前次
劫难,患难
为所欲为,惟所欲为
年青,年青
纹丝不动,文风不动
死活,生死
顶门壮户,顶门立户
堕落,失足
弥天大祸,灭顶之灾
万寿无疆,天保九如
身不遇时,生不遇时
平时,往常
迁徙,迁移
丢魂失魄,丢魂丢魄
活捉,生擒
僻巷,穷巷
激怒,激愤
外套,外衣
募捐,捐献
断井颓垣,断垣残壁
伟业,大业
横祸非灾,横祸飞灾
浅浅,淡淡
简牍,函件
去年,旧年
借景生情,托物感怀
节奏,节拍
名堂,花式
回肠荡气,荡气回肠
千兵万马,千军万马
大族,巨室
四分五落,四纷五落
混身,满身
天空,天际
荒年,歉年
盛名难副,名过其实
噬脐何及,噬脐莫及
奖惩,赏罚
地坼天崩,地动山摇
娇纵,骄纵
昏厥,昏倒
交叉,交错
换骨夺胎,夺胎换骨
帷幕不修,帷薄不修
见机而作,见机而行
深究,穷究
吴市之箫,吴市吹箫
横眉怒视,横眉立目
兼并,吞并
伟人,神仙
大慈大悲,大发慈悲
东西南北,东西南朔
文人学士,文人墨客
文饰,蒙蔽
潜形匿迹,潜形匿影
检举,举报
平允,平正
棘手,难办
画地为牢,画地为狱
疏间,生疏
无可如何,莫可奈何
东寻西觅,东搜西罗
渎职,失职
末尾,结束
吞炭漆身,漆身吞炭
尾大不掉,尾大难掉
神仙中人,貌若天仙
东床娇婿,东床娇客
强记博闻,洽闻强记
捐款,捐钱
大有可为,大有作为
跌脚搥胸,跌脚槌胸
合并,统一
集合,调集
外助,外援
没日没夜,黑天白日
多故之秋,多事之秋
望衡对宇,门当户对
东扯西拉,东扯西拉
恩赐,赏赐
哄骗,期骗
火把,火炬
权谋,机谋
眉目,端倪
积不相能,势如水火
生花妙笔,锦心绣口
娇生惯养,骄生惯养
哗世取宠,哗众取宠
天河,河汉
鸿爪雪泥,鸿飞雪爪
怒视,瞪眼
青云独步,独步一时
奢侈,奢华
目不忍睹,目不忍视
摩肩接踵,接踵比肩
少年老诚,少年老成
大举,大肆
凋零,式微
披枷带锁,披枷戴锁
惊才绝艳,惊采绝艳
讨债,讨帐
结伴,结伙
洞察,洞悉
独断独行,独行其是
即使,即便
慎重,审慎
骈肩叠迹,骈肩接迹
渺无人烟,渺无人迹
碎身粉骨,碎骨粉身
哄动一时,轰动一时
糜费,糜掷
门生故吏,门生故旧
盘查,盘诘
盗取,窃取
每下愈况,见微知著
际会风云,际遇风云
山岳,山峰
低头不见抬头见,抬头不见低头见
马到功成,马到成功
卖力,卖命
投其所好,曲意逢迎
平素,平居
而后,而后
寄人檐下,寄人篱下
旗子,旌旗
万念俱灰,万念俱消
壶中日月,壶天日月
适值,恰巧
排演,排练
逆水行舟,逆流而上
狡辩,申辩
万马奔腾,千军万马
厚颜无耻,死皮赖脸
嘀咕,嘟囔
色彩,色调
切身,亲身
拍照,摄影
污物,秽物
鸠僭鹊巢,鸠夺鹊巢
侍从,随从
命中,射中
清歌曼舞,轻歌曼舞
荒野,荒漠
动态,动静
和谐,调和
失责,失职
或者,或许
守身如玉,守身若玉
举办,进行
无味,没趣
千岩万壑,千山万壑
宏儒硕学,鸿儒硕学
精力充沛,精神抖擞
天下大乱,四海鼎沸
三缄其口,默不做声
填旋,炮灰
低微,低贱
勉励,激劝
化为乌有,涣然冰释
坚苦,坚苦
望洋兴叹,望洋而叹
合两为一,合二为一
对换,兑换
深恶痛疾,疾恶如仇
前世,前生
局外人,第三者
浑厚,浑朴
强本弱末,强本弱枝
慎小事微,慎小谨微
寄宿,投止
杀风景,煞风景
三足鼎立,鼎足三分
媒人,媒妁
家具,居品
神志,神情
破旧,破烂
企足而待,计日程功
收据,收条
含糊其辞,闪烁其辞
艰苦创业,艰苦奋斗
军营,虎帐
精金美玉,精金良玉
登第,登科
得未尝有,得未曾有
狡辩,狡赖
笃志,潜心
年富力强,身强力壮
简明扼要,短小精悍
文人雅士,骚人墨客
威迫,劫持
披坚执锐,秣马厉兵
决然,断然
物归原主,拾带重还
圣人,神仙
儿女情长,牵肠挂肚
剃头,剪发
蔓引株求,顺藤摸瓜
含笑,浅笑
免罪,赦罪
道不拾遗,道不举遗
时代,年代
凄冷,凄沧
年事,年级
完成,杀青
拿班做势,拿糖作醋
木排,木筏
犬马之恋,犬马恋主
电板,电池
受宠若惊,大喜过望
化险为夷,虎口脱险
淘气,顽皮
网开一面,网开三面
泣不成声,涕泗滂沱
极则必反,物极必反
大放厥辞,大放厥词
佳丽,美人
奸臣,奸贼
潜濡默化,潜濡默被
书札,书简
互通有无,投桃报李
救过不暇,救过不赡
无声无息,寂天寞地
死人,逝者
大处落墨,大处着眼
目无全牛,目牛无全
万般,万种
土语,土音
犬牙交错,犬牙相错
顺口,顺溜
命词遣意,遣词造句
丁一卯二,丁一确二
急风暴雨,疾风暴雨
家畜,牲畜
手到病除,起死回生
九囿,九州
居不重席,居不重茵
磨灭,褪色
横生枝节,大做文章
斯文,温婉
大辩不言,深藏不露
佳话,美谈
强人,强者
十字街头,十字路口
万能,全能
箕山之志,箕山之节
挥之即去,麾之即去
清幽,静谧
挑夫,脚夫
扈从,随从
内地,大陆
美味,好吃
坏法乱纪,违法乱纪
吉利,吉祥
首府,省城
低俗,媚俗
雕章绘句,雕章缋句
号叫,嗥叫
得寸得尺,得尺得寸
雀角鼠牙,鼠雀之牙
乌黑,黢黑
三年五载,无时无刻
驱使,命令
惊世震俗,惊世骇俗
当面,对面
恫疑虚喝,恫疑虚猲
妥洽,调和
桑土绸缪,未雨绸缪
唯利是从,唯利是求
乌云压顶,彤云密布
核心,焦点
赦免,赦宥
内地,内陆
视死如生,视死若生
勤学,好学
舍本求末,捐本逐末
轻视,轻蔑
投环,投缳
三心两意,见异思迁
定都,建都
吊死问疾,救死扶伤
偷空,偷闲
叛变,叛乱
他心,贰心
吊水,取水
披沥肝胆,披沥肝膈
殊涂同致,殊涂同会
潜伏,潜匿
请帖,请柬
宏图大展,大展经纶
天气,天色
贺喜,道喜
死灰复燎,死灰复然
暮鼓晨钟,金口木舌
典籍,文籍
骄傲自满,目空一切
强弩之末,师老兵疲
说长话短,说短道长
号令,呼吁
随遇而安,能屈能伸
舞蹈,跳舞
天国,天堂
进军,进犯
宿愿,素愿
汗马之劳,汗马功劳
气焰,气势
担待,担戴
丧心病狂,穷凶极恶
盗怨主人,盗憎主人
无如之何,无如之奈
王侯将相,帝王将相
鸣锣喝道,鸣锣开道
跻身,踏进
事不关己,漠不相关
无挂无碍,无牵无挂
乃至,甚至
违章,违纪
航线,航路
外相,皮毛
望尘靡及,望尘不及
文房四士,文房四物
祸国殃民,蠹政害民
警悟,警觉
扼腕叹息,扼腕长叹
摔跟头,碰钉子
究诘,盘诘
焊合,焊接
稳操胜券,胜券在握
洪水,大水
失之交臂,交臂失之
耳提面命,诲人不倦
树大招风,树高招风
特准,特许
后台,后盾
思想,思惟
神采奕奕,精神饱满
毁伤,损伤
腾飞,起飞
扇枕温被,扇席温枕
低吟,低唱
艰苦卓绝,艰难竭蹶
破除,解除
少数,少量
目不忍见,目不忍视
披麻带孝,拖麻拽布
披毛求瑕,批毛求疵
何以,为何
奇策,妙计
矫强,矫情
十日并出,四面楚歌
恬然,泰然
深入显出,深入浅出
随心,随性
万里长征,大大小小
毗邻,毗连
僧多粥少,十羊九牧
东挪西撮,东挪西凑
假道灭虢,假途灭虢
羁绊,牵制
千回万转,千回百转
谨严,谨慎
食案方丈,食前方丈
同等,平等
暮年,晚景
